"DATES" "FL764090005.Q" "FL723025000.Q" "FL763013005.Q" "FL743020003.Q" "FL764005005.Q" "FL763069175.Q" "FL763061105.Q" "FL763061705.Q" "FL763062005.Q" "FL763063005.Q" "FL763068005.Q" "FL763065005.Q" "FL723066000.Q" "FL763067005.Q" "FL763064105.Q" "FL723064203.Q" "FL763069705.Q" "FL763090005.Q" "FL764190005.Q" "FL764110005.Q" "FL714010005.Q" "FL904010005.Q" "FL764116005.Q" "FL763127005.Q" "FL723123005.Q" "FL763122605.Q" "FL763129205.Q" "FL763131005.Q" "FL763135005.Q" "FL762150005.Q" "FL764104005.Q" "FL763169175.Q" "FL763163005.Q" "FL723169305.Q" "FL723178003.Q" "FL763190005.Q" "FL764004005.Q" "FL723066303.Q"
"200701" 10735837 41179 16292 2701 8426287 0 105060 1126530 188239 804038 1714939 3386400 723278 319878 35412 22512 320 2249058 9465012 -10525 -843 31520 -41202 566783 3862 30166 532755 3902499 1641425 941050 1015586 82977 591368 341241 22119 1386076 8048804 13033
"200702" 11006246 43452 14991 2143 8604550 0 95730 1124560 190345 848457 1769484 3472132 737869 300161 40903 24910 392 2340718 9749672 3167 -1097 18359 -14095 560645 22246 34206 504193 3933010 1668221 978051 1062488 87487 625153 349848 15524 1528566 8238969 12604
"200703" 11504986 41482 20541 2907 8883020 0 103077 1060387 192753 922542 1914693 3525100 771518 320176 43898 28876 277 2556759 10158636 44786 -520 17609 27697 564551 71816 31385 461350 3987891 1801834 921955 1184292 98765 655001 430526 16392 1636936 8490347 11789
"200704" 11809485 54997 18199 2603 9186633 0 112331 1022293 192937 978219 2026863 3644402 804096 334458 41468 29565 493 2546560 10400797 12829 48617 21125 -56913 587677 42912 34064 510701 4077709 1925276 838483 1261160 117181 688745 455234 11108 1686555 8781634 11181
"200801" 12152348 45430 21058 2649 9261778 0 109687 1016207 203692 992020 2102015 3684522 796317 297194 33675 26449 348 2821085 10720319 -34149 110737 16376 -161262 590322 42925 37161 510236 4194022 1990111 808070 1312922 116089 723922 472911 151 1858871 8904808 11173
"200802" 12290287 45710 30162 2718 9311360 0 97522 1095735 203604 964648 2136692 3660742 812984 281358 32578 25498 311 2900026 10815666 64043 173551 10088 -119596 586756 50217 33467 503072 4188814 1973350 757739 1394175 130626 781159 482390 -12321 1863111 8972238 10719
"200803" 13062028 47985 213968 2633 9722361 100037 117153 1080040 224067 956022 2220090 3853357 844087 284300 23241 19967 0 3075081 11408002 291997 299103 -11622 4516 639071 41454 42697 554920 4405731 2042835 715274 1460529 115822 732603 612104 -29697 1882262 9394853 9846
"200804" 13991390 57725 816336 3230 9672382 15685 93180 1169352 216654 979941 2230261 3841395 878643 220970 6711 19590 0 3441717 12460365 972804 558201 51676 362927 729090 3453 67614 658023 4619096 1827704 482757 1421959 77667 818024 526268 -74578 2481534 9425111 9519
"200901" 14472663 50305 731742 4308 9551882 4452 117145 1175424 214772 957388 2124035 3853327 850749 216580 4485 33525 0 4134426 12695831 777686 537735 58296 181655 666624 4303 49268 613053 4753592 1763707 468740 1724863 56110 1210978 457775 -72571 2613190 9297292 9132
"200902" 14216111 51142 584362 3291 9518967 9841 123659 1221348 219666 939002 2029403 3897642 837783 194129 10480 36014 0 4058349 12418572 419867 325680 93200 987 729399 4038 47022 678339 4777864 1770040 622062 1720828 51856 1216447 452525 -80857 2459369 9278344 8052
"200903" 14165550 50745 790020 2807 9318057 52 180277 1185840 218024 949384 1864073 3795413 832687 222035 20545 49727 0 4003921 12525279 395272 204697 65983 124592 735872 3701 43026 689145 4862713 1784869 655434 1685123 55592 1225367 404164 -65927 2471924 9025750 7288
"200904" 14163057 54922 908709 4190 9297491 0 185439 1276852 218561 867672 1778931 3818667 855311 219625 30317 46115 0 3897745 12533525 250685 94521 86110 70054 814038 3789 44552 765697 5003472 1824750 746612 1645261 60753 1182477 402031 -67524 2316231 9001433 6926
"201001" 14439044 51802 963592 3876 9527551 0 251342 1269294 219320 787638 1779227 3761281 1149191 232378 34691 43188 0 3892223 12758278 95616 9898 58923 26795 767961 4113 45514 718334 5110917 1718910 811165 1975122 206480 1411666 356976 -73601 2352189 9217293 7532
"201002" 14418461 53787 895718 5389 9394653 0 246180 1261562 220400 768929 1753457 3706795 1133723 243093 21822 38692 0 4068914 12793161 117870 -1275 72855 46290 787899 3234 46796 737869 5099093 1626740 760733 1920432 199479 1393319 327634 -64599 2544994 9091046 6404
"201003" 14580475 50605 850848 5261 9614151 0 311946 1316205 229098 904105 1749219 3674354 1115273 243244 29526 41181 0 4059610 12983602 48327 -1278 67489 -17884 786807 3616 43358 739833 5197138 1656295 702908 1925510 193563 1442869 289078 -64822 2731440 9300200 6112
