"DATES" "FL104090005.Q" "FL103091003.Q" "FL103020003.Q" "FL103030003.Q" "FL103034003.Q" "FL102050003.Q" "FL104004005.Q" "FL103069100.Q" "FL103061103.Q" "FL103061703.Q" "FL103062003.Q" "FL103065003.Q" "FL103066005.Q" "FL103064203.Q" "FL103070005.Q" "FL103090005.Q" "FL103092005.Q" "FL103076003.Q" "FL103092403.Q" "FL103094105.Q" "FL103093005.Q" "FL104190005.Q" "FL104104005.Q" "FL103169100.Q" "FL103162005.Q" "FL103163003.Q" "FL103168005.Q" "FL103169005.Q" "FL103165005.Q" "FL103170005.Q" "FL103178000.Q" "FL103190005.Q" "FL103192005.Q" "FL573074005.Q" "FL103193005.Q" "FL103075005.Q" "FL103164103.Q" "FL104120005.Q" "FL104140005.Q" "FL104150005.Q" "FL104001005.Q"
"200104" 9869294 15517 181916 281120 301908 3980 243581 60169 16852 17539 29331 46637 73053 112507 1817916 6910849 1489756 200758 0 11614 5208721 9809484 4824979 177726 157687 2613695 743724 729267 402880 1437691 81045 3465769 1266207 48408 2151154 380225 10868561 3174261 1650717 3169453 1020839
"200201" 9901977 16672 166932 276810 312739 2673 239152 54667 20664 18325 29835 47358 68303 112878 1855375 6918746 1530629 203760 0 14693 5169664 9875000 4855249 162983 157500 2680216 728721 725259 400571 1440835 85067 3493849 1288718 53365 2151766 414540 10914257 3238286 1616963 3142865 1012195
"200202" 9887470 18500 162786 279564 311620 5667 244093 55218 25139 18964 27818 48087 68867 103410 1875524 6886306 1563833 209122 0 15568 5097783 9891531 4856573 141454 158317 2728068 680048 743065 405621 1441265 88580 3505113 1294566 50993 2159554 434259 9281734 3292006 1564567 3094412 1008686
"200203" 9814051 20000 163798 263917 304786 5282 258340 60256 28351 18126 33223 48824 69560 90975 1832497 6874456 1596951 215175 0 16733 5045597 9868853 4835304 136423 159165 2722383 658949 754537 403848 1441937 101055 3490557 1307448 55347 2127762 390560 7578561 3285395 1549909 3092901 988714
"200204" 9921253 20587 141053 291301 335731 6171 269407 64789 31354 16883 32131 49561 74689 94377 1719643 7042983 1611894 218186 0 18514 5194389 9922842 4858572 119813 160622 2747060 635522 762331 433224 1457412 92954 3513904 1252522 49933 2211449 262231 8212329 3340906 1517666 3068032 1034377
"200301" 9929107 21933 162492 303994 326781 5717 269144 61894 34525 17944 32334 50103 72344 93231 1799988 6945827 1634043 224230 0 18517 5069037 9933892 4888077 119825 160774 2789400 609620 762246 446212 1417649 97214 3530952 1269882 53470 2207601 382339 7929525 3396385 1491691 3006554 1060845
"200302" 9985201 30297 178051 325301 317791 6221 272641 70005 36575 12192 30865 50650 72354 104705 1797983 6952211 1676988 228628 0 20767 5025828 9902431 4933190 100995 161893 2861677 581015 766200 461410 1395469 96413 3477359 1266675 49917 2160767 402514 9259371 3484980 1448210 2940092 1112003
"200303" 9998148 34513 198922 337052 307748 7241 286450 80487 35355 11785 34611 51204 73008 109185 1783515 6933522 1714404 235829 0 20537 4962752 9883683 4933688 103978 162518 2883987 555846 756328 471031 1391531 98972 3459492 1266876 48597 2144019 391984 9632013 3517536 1416152 2906655 1156899
"200304" 10094034 38145 191664 362778 298278 5986 266797 75679 33690 11230 35404 51758 59036 119255 1701822 7109309 1745058 236601 0 20993 5106657 9867355 4969885 82481 163914 2899001 548300 769306 506883 1402680 81222 3413568 1302021 49764 2061783 299142 10845206 3569798 1400087 2883989 1172109
"200401" 10281199 41699 215573 369694 300503 5183 270468 78983 34925 11642 33487 55448 55983 122352 1805232 7150495 1807089 240794 0 19379 5083233 10002404 5007374 91623 164688 2927917 521852 774012 527282 1436135 90747 3468148 1322636 47487 2098026 369097 11052978 3619886 1387487 2914369 1214041
"200402" 10471981 47625 221931 370406 301015 4829 272026 78886 34008 11336 32561 59137 56098 122538 1860977 7270634 1872058 245903 0 21470 5131203 10094935 5032671 98673 165865 2928447 516012 787992 535682 1443397 92174 3526693 1339083 50887 2136723 417580 11259938 3629994 1402677 2938248 1225135
"200403" 10629588 44697 227605 404213 304296 5719 276853 85624 31880 10627 31750 62868 54104 120839 1883098 7362268 1923622 255700 0 22332 5160614 10192234 5073689 105121 167140 2940608 521622 792373 546825 1471093 100406 3547046 1357113 47904 2142029 412005 10887835 3654573 1419116 2990615 1267250
"200404" 10911756 53705 194178 400456 308595 6422 297997 95023 34014 11338 31813 66598 59211 130121 1830643 7689639 2094695 255509 0 23579 5315856 10349326 5166524 97782 169230 2974452 542657 823988 558416 1499936 87996 3594870 1409774 46648 2138448 330707 12088607 3702097 1464427 3052359 1265665
"200501" 11089528 61301 189337 402506 307161 6190 311573 90942 49230 16410 32636 67005 55350 128768 1944055 7738637 2151198 258297 0 95348 5233794 10568386 5217877 112002 170396 2981089 535887 850915 567588 1536003 99689 3714817 1436157 45497 2233163 408052 12023510 3719073 1498804 3134496 1284481
"200502" 11347339 57496 215462 393199 313862 8459 314333 90215 52929 17643 30113 67417 56016 130670 2031068 7882790 2184743 262026 0 97446 5338575 10784293 5307025 110680 172207 2988891 533365 883962 617920 1589494 98061 3789713 1428905 43906 2316902 441574 12200640 3779018 1528007 3215562 1310048
"200503" 11614144 51419 248547 411596 327239 11692 321959 99352 48484 16161 32331 67834 57797 136556 2108390 7996746 2174867 272730 0 101574 5447575 10961425 5371846 116494 173688 3013262 506405 892770 669227 1655679 96934 3836966 1468204 46226 2322536 452711 12699117 3856177 1515669 3268282 1383377
"200504" 11873533 63571 267750 450360 348159 14560 340409 110974 52117 17372 32113 68250 59583 140037 2108248 8140439 2205709 276174 0 117028 5541528 11145325 5490215 90072 176819 3031122 508726 932500 750977 1699382 86222 3869506 1549444 44763 2275299 408866 12686553 3958917 1531298 3316902 1497013
"200601" 12036155 41996 248776 455331 347822 10103 328481 105397 50010 16670 34480 66171 55753 152711 2165247 8285688 2262060 277332 0 132005 5614291 11276606 5602711 96496 177320 3082413 517311 952141 777030 1708719 98139 3867037 1584147 44251 2238640 456528 13760448 4036763 1565948 3372806 1463296
"200602" 12253054 53045 184317 445438 360131 12154 327046 118946 44880 14960 30718 64068 53474 156329 2231800 8482794 2297629 280336 0 135497 5769332 11485583 5730759 111673 179367 3133190 505758 1008660 792111 1760837 95147 3898840 1639462 43761 2215616 470963 13236618 4104668 1626091 3482075 1420918
"200603" 12424786 43697 162339 456342 381896 12668 320412 118689 44794 14931 27313 61942 52743 166409 2213319 8667704 2372427 283139 0 139323 5872815 11615730 5783436 110581 180112 3167183 511674 1002241 811646 1777183 94466 3960645 1688512 43276 2228857 436136 13635570 4158941 1624496 3496145 1429078
"200604" 12629700 49336 150900 496992 416302 15533 328820 122669 45463 15154 28131 59817 57586 180729 2089950 8901138 2440731 282728 0 140086 6037593 11781890 5955229 112519 182217 3246691 517863 1061749 834191 1812989 85421 3928251 1722710 42796 2162745 276961 14602340 4263098 1692131 3590541 1521209
"200701" 12858422 45306 133445 480421 417894 13914 300746 109057 39167 13056 28420 55269 55777 183715 2172413 9110568 2522062 285555 0 82932 6220019 12047152 6087706 126170 182918 3318258 512522 1117498 830340 1825123 73230 4061093 1800578 42322 2218194 347290 15108514 4331516 1756190 3654543 1464395
"200702" 13188821 55824 147058 471493 434745 8695 295269 114501 33119 11040 29455 50671 56483 192500 2258198 9325039 2574887 288411 0 87353 6374388 12355836 6312816 154348 186032 3413635 507266 1198313 853222 1859504 63114 4120402 1869656 42478 2208269 398694 16093030 4452889 1859927 3782545 1498430
"200703" 13448949 56965 147324 449046 500652 7643 265437 79935 38968 12989 30464 46022 57059 195811 2295134 9530937 2647341 291295 0 83132 6509169 12637160 6517439 131417 187335 3468680 566876 1286159 876973 1864257 51882 4203582 1942373 47152 2214057 430877 16332195 4532987 1984452 3900591 1519797
"200704" 13718340 50250 141868 441335 544356 8050 249718 69462 38319 12773 29188 41374 58602 191079 2253029 9838655 2892704 290118 0 81515 6574318 12872594 6714036 123815 190317 3557872 609425 1350228 882380 1898892 35828 4223838 2014476 47236 2162126 354137 15725842 4630568 2083468 4018188 1526680
"200801" 13512431 55037 101525 398425 620213 7100 204751 52866 27239 9080 20814 39453 55299 175884 2286052 9663444 2979385 293019 0 84467 6306573 12961280 6838597 139958 190538 3603123 632644 1370684 901651 1856758 55007 4210918 2063533 47682 2099703 429294 14380058 4695311 2143286 4055051 1468183
"200802" 13408382 36837 68608 447939 625404 8056 210176 58271 28797 9599 20463 37533 55513 172710 2304360 9534292 3066460 297449 0 82218 6088165 13073464 6985405 139829 191468 3691837 648640 1399424 914207 1817609 37941 4232509 2136097 48154 2048259 486751 14344031 4797511 2187893 4043443 1476684
"200803" 13190600 31580 73738 430910 620290 5300 206858 56981 25505 8502 24071 35591 56208 154051 2235523 9432350 3121633 303398 0 83481 5923838 13070088 7059919 146540 191425 3714943 670213 1432745 904053 1745659 54068 4210442 2172988 47924 1989531 489864 12734585 4810420 2249498 4049225 1430928
"200804" 12885777 24704 32704 381888 702571 7178 217547 57286 30455 10152 26164 33649 59841 125816 2081068 9312301 3006267 299997 0 80453 5925584 13173320 7073268 131479 192869 3762457 677528 1404986 903949 1668971 38954 4392127 2176522 47938 2167667 412097 10037058 4859275 2213993 3921918 1398918
"200901" 12845057 26218 59190 396156 707420 7483 188365 34956 38511 6170 22016 31718 54994 128096 2060030 9272099 3057894 299205 0 76946 5838054 13134345 7109247 106923 193306 3907252 652946 1349372 899449 1589917 40221 4394960 2185364 48814 2160781 470113 8909727 5000007 2109241 3739379 1426216
"200902" 12966425 27229 123077 406077 692224 7934 201708 41142 44151 11384 21435 29786 53810 152155 2100193 9255828 3124746 299013 0 72341 5759728 13155989 7116178 86182 194853 4006379 618746 1314755 895263 1576901 34647 4428263 2205290 53357 2169616 523292 10239249 5096494 2019683 3631231 1526808
"200903" 13180778 27624 188349 521709 650255 9048 194352 34548 44337 11446 23145 27855 53021 178025 2113889 9297527 3195721 299332 0 70878 5731596 13219450 7084558 73033 196914 4073890 580568 1278232 881922 1571818 41649 4521425 2250999 51617 2218809 542071 11759441 5152725 1931833 3545300 1688486
"200904" 13378767 33276 266610 529787 630766 9684 208814 42056 45952 11984 25687 25924 57211 189708 2044775 9465347 3261630 298159 0 71178 5834380 13287651 7083546 59109 198285 4144077 553539 1261100 867437 1606988 36272 4560845 2253477 50460 2256908 437787 12365364 5209798 1873748 3517008 1785510
"201001" 13548365 40915 358462 497503 563266 10865 211748 43127 52313 14104 24696 23993 53515 204404 2151446 9509756 3362060 297803 0 70389 5779504 13346658 7171666 74600 198715 4252187 546016 1250588 849561 1639092 51885 4484015 2292383 49911 2141721 512354 12987630 5300462 1871204 3562181 1809655
"201002" 13688059 51428 398309 475189 527716 11192 212252 48607 52540 14180 22020 22061 52844 198718 2219195 9594060 3437592 300434 0 69419 5786615 13500732 7220555 82182 199459 4309434 535062 1270979 823439 1691207 46062 4542908 2317829 49586 2175493 527988 11478262 5332332 1888223 3625492 1799899
"201003" 13953197 62241 436253 522529 532956 10988 216633 52584 51794 13931 25740 20130 52454 222867 2265717 9683013 3517762 302175 0 69471 5793605 13635668 7323123 98053 201984 4431128 528800 1255975 807183 1730054 59306 4523185 2344331 49384 2129470 535663 12938837 5440295 1882828 3672188 1931883
