"DATES" "FL893163005.Q" "FL103163003.Q" "FL263163003.Q" "FL793163005.Q" "FL763163005.Q" "FL443163053.Q" "FL673163005.Q" "FL613163003.Q" "FL643163003.Q" "FL663163003.Q" "FL503163005.Q" "FL893163005.Q" "FL153063005.Q" "FL213063003.Q" "FL313063763.Q" "FL263063005.Q" "FL763063005.Q" "FL443063005.Q" "FL473063003.Q" "FL513063003.Q" "FL543063005.Q" "FL573063005.Q" "FL223063005.Q" "FL343063005.Q" "FL633063003.Q" "FL653063005.Q" "FL553063003.Q" "FL563063003.Q" "FL403063005.Q" "FL613063003.Q" "FL643063003.Q" "FL663063005.Q" "FL503063005.Q"
"195404" 57570 51547 3264 2759 0 0 0 2759 0 0 0 57570 4852 0 0 380 2303 2916 0 1146 35378 6907 2115 0 0 439 465 0 0 0 0 669 0
"195501" 58077 52055 3170 2852 0 0 0 2852 0 0 0 58077 4750 0 0 390 2241 2893 0 1155 35741 7220 2251 0 0 430 478 0 0 0 0 528 0
"195502" 58666 52779 3112 2775 0 0 0 2775 0 0 0 58666 4552 0 0 396 2181 2804 0 1164 36097 7476 2391 0 0 457 494 0 0 0 0 654 0
"195503" 59269 53253 3072 2944 0 0 0 2944 0 0 0 59269 4681 0 0 405 2122 2679 0 1173 36476 7679 2537 0 0 458 510 0 0 0 0 549 0
"195504" 60791 54564 3071 3156 0 0 0 3156 0 0 0 60791 4975 0 0 434 2120 2586 0 1183 37127 7853 2692 0 0 473 525 0 0 0 0 823 0
"195601" 61871 54986 3161 3724 0 0 0 3724 0 0 0 61871 5167 0 0 450 2007 2563 0 1190 37788 8104 2839 0 0 543 540 0 0 0 0 680 0
"195602" 63142 55946 3242 3954 0 0 0 3954 0 0 0 63142 5615 0 0 470 1902 2596 0 1195 38190 8457 2964 0 0 506 554 0 0 0 0 693 0
"195603" 64521 57013 3316 4192 0 0 0 4192 0 0 0 64521 5785 0 0 487 1854 2624 0 1201 38767 8921 3071 0 0 640 568 0 0 0 0 603 0
"195604" 65880 58040 3381 4459 0 0 0 4459 0 0 0 65880 6111 0 0 501 1606 2659 0 1210 39279 9475 3165 0 0 667 585 0 0 0 0 622 0
"195701" 68001 59510 3598 4893 0 0 0 4893 0 0 0 68001 6854 0 0 533 1645 2772 0 1233 39908 10022 3282 0 0 693 602 0 0 0 0 457 0
"195702" 69806 60975 3724 5107 0 0 0 5107 0 0 0 69806 7041 0 0 545 1669 2930 0 1272 40503 10524 3456 0 0 773 621 0 0 0 0 472 0
"195703" 71775 62488 3755 5532 0 0 0 5532 0 0 0 71775 7352 0 0 567 1709 3047 0 1326 41207 10962 3713 0 0 756 640 0 0 0 0 496 0
"195704" 73584 64072 3816 5696 0 0 0 5696 0 0 0 73584 7176 0 0 591 1724 3246 0 1390 41951 11337 4024 0 0 780 660 0 0 0 0 705 0
"195801" 76000 65937 4087 5976 0 0 0 5976 0 0 0 76000 7983 0 0 625 1767 3506 0 1447 42552 11702 4343 0 0 831 681 0 0 0 0 563 0
"195802" 77318 67017 4427 5874 0 0 0 5874 0 0 0 77318 7301 0 0 624 2021 3730 0 1491 43157 12072 4622 0 0 894 703 0 0 0 0 703 0
"195803" 78520 68463 4515 5542 0 0 0 5542 0 0 0 78520 7760 0 0 624 1754 3785 0 1520 43711 12453 4878 0 0 949 725 0 0 0 0 361 0
"195804" 80003 69715 4734 5554 0 0 0 5554 0 0 0 80003 7924 0 0 645 1677 3798 0 1534 44352 12842 5126 0 0 935 747 0 0 0 0 423 0
"195901" 80926 70307 4903 5716 0 0 0 5716 0 0 0 80926 8222 0 0 651 1698 3673 0 1545 44826 13056 5360 0 0 947 806 0 0 0 0 142 0
"195902" 82054 71169 4968 5917 0 0 0 5917 0 0 0 82054 8114 0 0 669 1697 3713 0 1557 45380 13367 5571 0 0 979 813 0 0 0 0 194 0
"195903" 83073 71737 5098 6238 0 0 0 6238 0 0 0 83073 8149 0 0 704 1693 3653 0 1573 45762 13644 5778 0 0 995 821 0 0 0 0 301 0
"195904" 84545 72794 5207 6544 0 0 0 6544 0 0 0 84545 8217 0 0 589 1593 3627 0 1595 46428 14085 5986 0 0 1091 832 0 0 0 0 502 0
"196001" 86514 73216 5486 7812 0 0 0 7812 0 0 0 86514 9539 0 0 622 1512 3592 0 1618 46826 14422 6211 0 0 1063 906 0 0 0 0 203 0
"196002" 88154 74107 5611 8436 0 0 0 8436 0 0 0 88154 10010 0 0 653 1457 3627 0 1641 47274 14745 6466 0 0 1115 931 0 0 0 0 235 0
"196003" 89628 74889 5687 9052 0 0 0 9052 0 0 0 89628 10087 0 0 673 1462 3699 0 1663 47611 15149 6768 0 0 1189 952 0 0 0 0 375 0
"196004" 91780 76216 5784 9780 0 0 0 9780 0 0 0 91780 10612 0 0 668 1397 3781 0 1682 48145 15699 7124 0 0 1247 955 0 0 0 0 470 0
"196101" 92676 76577 5869 10230 0 0 0 10230 0 0 0 92676 10639 0 0 676 1401 3803 0 1697 48548 15834 7524 0 0 1312 1021 0 0 0 0 221 0
"196102" 95034 78530 6042 10462 0 0 0 10462 0 0 0 95034 11481 0 0 681 1270 3797 0 1706 49221 16230 7956 0 0 1322 1008 0 0 0 0 362 0
"196103" 95728 79237 6109 10382 0 0 0 10382 0 0 0 95728 11026 0 0 672 1256 3717 0 1710 49819 16489 8406 0 0 1355 989 0 0 0 0 289 0
"196104" 97334 80611 6221 10502 0 0 0 10502 0 0 0 97334 10840 0 0 669 1236 3571 0 1712 50607 16882 8852 0 0 1587 973 0 0 0 0 405 0
"196201" 98531 81437 6422 10672 0 0 0 10672 0 0 0 98531 10973 0 0 786 1340 3560 0 1780 50972 17116 9305 0 0 1452 1016 0 0 0 0 231 0
"196202" 100231 82981 6737 10513 0 0 0 10513 0 0 0 100231 10954 0 0 765 1299 3478 0 1890 51677 17509 9772 0 0 1593 986 0 0 0 0 308 0
"196203" 100703 83558 6831 10314 0 0 0 10314 0 0 0 100703 10193 0 0 715 1286 3470 0 1998 52212 17647 10236 0 0 1538 965 0 0 0 0 443 0
"196204" 102691 84643 7215 10833 0 0 0 10833 0 0 0 102691 10211 0 0 694 1369 3455 0 2060 53074 18101 10670 0 0 1617 975 0 0 0 0 465 0
"196301" 104533 85579 7709 11245 0 0 0 11245 0 0 0 104533 10656 0 0 652 1432 3407 0 2074 53821 18444 11117 0 0 1612 1079 0 0 0 0 239 0
"196302" 106138 86695 8216 11227 0 0 0 11227 0 0 0 106138 10389 0 0 710 1347 3300 0 2041 54759 18847 11608 0 0 1609 1162 0 0 0 0 366 0
"196303" 106914 87225 8287 11402 35 0 0 11367 0 0 0 106914 9877 0 0 705 1113 3262 0 2008 55247 19267 12165 0 0 1705 1251 0 0 0 0 314 0
"196304" 109006 88414 8208 12384 233 0 0 12151 0 0 0 109006 10143 0 0 751 901 3160 0 2019 55899 19560 12783 0 0 1788 1313 0 0 0 0 689 0
"196401" 110663 89091 8097 13475 420 0 0 13055 0 0 0 110663 9961 0 0 782 1340 3192 0 2069 56520 19798 13400 0 0 1781 1430 0 0 0 0 390 0
"196402" 112651 90362 8249 14040 533 0 0 13507 0 0 0 112651 9509 0 0 816 1419 3153 0 2146 57240 20389 13948 0 0 1927 1464 0 0 0 0 640 0
"196403" 113888 91058 8205 14625 677 0 0 13948 0 0 0 113888 9628 0 0 899 1417 3122 0 2244 57585 20695 14455 0 0 2001 1486 0 0 0 0 356 0
"196404" 116608 92408 8675 15525 773 0 0 14752 0 0 0 116608 10290 0 0 959 1386 2991 0 2359 58218 21206 14944 0 0 2149 1499 0 0 0 0 607 0
"196501" 118122 93342 8765 16015 893 0 0 15122 0 0 0 118122 10113 0 0 977 1438 2996 0 2497 58723 21626 15441 0 0 2334 1578 0 0 0 0 399 0
"196502" 119857 94941 8835 16081 1490 0 0 14591 0 0 0 119857 9669 0 0 876 1495 2957 0 2666 59382 22084 15970 0 0 2406 1565 0 0 0 0 787 0
"196503" 121496 96634 8977 15885 1517 0 0 14368 0 0 0 121496 9965 0 0 861 1381 2935 0 2843 60101 22446 16576 0 0 2472 1544 0 0 0 0 372 0
"196504" 123125 97260 9135 16730 1590 0 0 15140 0 0 0 123125 9001 0 0 1003 1267 2864 0 3004 61043 22703 17245 0 0 2554 1527 0 0 0 0 914 0
"196601" 126838 100223 9494 17121 1633 0 0 15488 0 0 0 126838 9721 0 0 1209 1181 2932 0 3150 62233 23740 17964 0 0 2760 1585 0 0 0 0 363 0
"196602" 129857 102790 9629 17438 1694 0 0 15744 0 0 0 129857 9715 0 0 1790 1169 2949 0 3283 62807 24162 18730 0 0 2824 1561 0 0 0 0 867 0
"196603" 132821 105223 9736 17862 1694 0 0 16168 0 0 0 132821 11259 0 0 1948 1247 3044 0 3419 63172 24618 19487 0 0 2707 1542 0 0 0 0 378 0
"196604" 135674 107474 9870 18330 1694 0 0 16636 0 0 0 135674 11099 0 0 2217 1323 3151 0 3575 63418 25231 20184 0 0 2915 1533 0 0 0 0 1028 0
"196701" 139406 110617 10159 18630 1897 0 0 16733 0 0 0 139406 12064 0 0 2380 1626 3712 0 3748 64292 25647 20990 0 0 2885 1606 0 0 0 0 456 0
"196702" 142895 114236 10396 18263 1920 0 0 16343 0 0 0 142895 12148 0 0 2641 1951 4434 0 3904 64985 25806 21763 0 0 2660 1611 0 0 0 0 992 0
"196703" 148001 118745 10785 18471 1955 0 0 16516 0 0 0 148001 13264 0 0 2882 2121 5134 0 4079 65980 26224 22837 0 0 2676 1626 0 0 0 0 1178 0
"196704" 152516 122132 11086 19298 1963 0 0 17335 0 0 0 152516 15075 0 0 2535 2262 5222 0 4293 67228 26355 23921 0 0 2565 1661 0 0 0 0 1399 0
"196801" 155571 124734 11389 19448 1963 0 0 17485 0 0 0 155571 15246 0 0 3081 2311 5655 0 4555 68396 26738 24404 0 0 2375 1723 0 0 0 0 1087 0
"196802" 159158 128262 11449 19447 2139 0 0 17308 0 0 0 159158 16467 0 0 3667 2346 5941 0 4872 69312 26757 25079 0 0 2166 1820 0 0 0 0 731 0
"196803" 162631 131563 11683 19385 2222 0 0 17163 0 0 0 162631 16714 0 0 4332 2376 6239 0 5192 69985 26984 25813 0 0 2078 1913 0 0 0 0 1005 0
"196804" 167090 135025 12170 19895 2221 0 0 17674 0 0 0 167090 18002 0 0 4851 2455 6671 0 5464 70936 27000 26565 0 0 1963 1963 0 0 0 0 1220 0
"196901" 170204 138462 12487 19255 2097 0 0 17158 0 0 0 170204 18292 0 0 5487 2471 7007 0 5694 71989 26836 27401 0 0 2210 2072 0 0 0 0 745 0
"196902" 173237 141743 12692 18802 2009 0 0 16773 20 0 0 173237 19116 0 0 5700 2037 7006 0 5814 72502 26912 28374 0 0 2312 2069 0 0 0 0 1395 0
"196903" 177218 144467 13107 19644 2015 0 0 17545 84 0 0 177218 20946 0 0 5927 1967 6969 0 6074 72816 27451 29526 0 0 2632 2039 0 0 0 0 871 0
"196904" 181125 147000 13198 20927 2037 0 0 18795 95 0 0 181125 22006 0 0 6416 1924 7221 0 6273 72673 27613 30559 0 0 2884 1975 0 0 0 0 1581 0
"197001" 184076 150069 13480 20527 2998 0 0 17227 302 0 0 184076 21420 0 0 6806 1850 8612 0 6757 73186 27998 31618 0 0 3328 1777 0 0 0 0 724 0
"197002" 190032 155797 13422 20813 3071 0 0 17342 400 0 0 190032 22664 0 0 7274 2097 9903 0 7231 73603 28131 32736 0 0 3458 1594 0 0 0 0 1341 0
"197003" 196459 161157 13818 21484 3164 0 0 17920 400 0 0 196459 26399 0 0 7608 2379 9576 0 7902 73780 28629 34033 0 0 3499 1423 0 0 0 0 1231 0
"197004" 204296 166756 14072 23468 3235 0 0 19633 600 0 0 204296 29738 0 0 7909 2982 9927 0 8578 74144 29443 35055 0 0 3479 1351 0 0 0 0 1690 0
"197101" 211629 172222 14354 25053 4669 0 0 19669 715 0 0 211629 31977 0 0 8390 3057 12560 0 8823 75295 28753 36274 0 0 3358 1436 0 0 0 0 1706 0
"197102" 217767 177621 14622 25524 4756 0 0 19789 979 0 0 217767 34744 0 0 8589 3389 13429 0 8910 76292 28355 37498 0 0 3577 1556 0 0 0 0 1428 0
"197103" 222668 181204 14934 26530 4917 0 0 20718 895 0 0 222668 37206 0 0 8965 3665 14487 0 8903 77516 27891 38136 0 0 3453 1697 0 0 0 0 749 0
"197104" 228780 185563 15012 28205 5228 0 0 21961 1016 0 0 228780 37357 0 0 9362 3922 14791 0 8863 79610 28614 38996 0 0 3662 1788 0 0 0 0 1815 0
"197201" 233774 188338 15495 29941 6157 0 0 22632 1152 0 0 233774 37719 0 0 9727 4361 16884 0 8764 80905 28491 40118 0 0 3929 1921 0 0 0 0 955 0
"197202" 239770 192150 15917 31703 6831 0 0 23592 1280 0 0 239770 38169 0 0 10518 4791 17889 0 8574 82897 29376 40719 0 0 3957 1951 0 0 0 0 929 0
"197203" 244117 195187 15789 33141 7498 0 0 24313 1330 0 0 244117 38783 0 0 10756 5012 17789 0 8349 84245 30609 42075 0 0 4117 1977 0 0 0 0 405 0
"197204" 249414 197750 16042 35622 8279 0 0 25953 1390 0 0 249414 38506 0 0 11436 5235 17438 0 8141 86602 30604 43227 0 0 4163 2028 0 0 0 0 2034 0
"197301" 252708 199202 16175 37331 8519 0 0 27272 1540 0 0 252708 38757 0 0 11880 5096 17769 0 8028 87784 31559 44592 0 0 4338 2195 0 0 0 0 710 0
"197302" 256442 202249 16325 37868 8632 0 0 27518 1718 0 0 256442 38567 0 0 12241 5042 17429 0 7903 89712 32043 45995 0 0 4227 2313 0 0 0 0 970 0
"197303" 260545 204906 16546 39093 8797 0 0 28526 1770 0 0 260545 40526 0 0 12544 5273 15436 0 7863 91379 32978 47427 0 0 4161 2418 0 0 0 0 540 0
"197304" 264923 206909 17000 41014 9213 0 0 29861 1940 0 0 264923 41469 0 0 12728 5575 14360 0 8002 92455 32733 48437 0 0 4312 2464 0 0 0 0 2388 0
"197401" 269412 210614 17677 41121 9530 0 0 29521 2070 0 0 269412 43127 0 0 12837 5670 14541 0 8336 93935 32694 49733 0 0 4516 2547 0 0 0 0 1476 0
"197402" 276672 216000 18150 42522 9919 0 0 30526 2077 0 0 276672 45766 0 0 13330 5779 13906 0 8871 95343 32897 51433 0 0 4702 2468 0 0 0 0 2177 0
"197403" 283226 220192 18565 44469 10168 0 0 32258 2043 0 0 283226 47998 0 0 13816 5921 13748 0 9472 96116 33745 53594 0 0 4693 2379 0 0 0 0 1744 0
"197404" 293892 226579 19372 47941 10350 0 0 35492 2099 0 0 293892 54410 0 0 13694 6596 14196 0 10012 96443 35009 54533 0 0 4882 2328 0 0 0 0 1789 0
"197501" 306418 236009 21480 48929 10415 15 0 36649 1850 0 0 306418 57758 0 0 13924 7208 16159 0 10517 98662 37113 56425 0 0 5125 2397 0 0 0 0 1130 0
"197502" 316063 244281 22701 49081 10230 15 0 37236 1600 0 0 316063 55844 0 0 13879 7857 20808 0 11134 100275 38643 58093 0 0 5325 2396 0 0 0 0 1809 0
"197503" 322434 247958 23967 50509 10263 50 0 38846 1350 0 0 322434 60059 0 0 13830 8117 18040 0 11841 102031 40128 59249 0 0 5461 2406 0 0 0 0 1272 0
"197504" 336387 253783 26540 56064 14479 50 0 40435 1100 0 0 336387 64342 0 0 14483 9450 16460 0 12192 105538 41911 60980 0 0 5622 2417 0 0 0 0 2992 0
"197601" 345447 260254 28895 56298 15150 50 0 40122 976 0 0 345447 61293 0 0 14714 9289 22910 0 13599 109446 42444 62269 0 0 5514 2534 0 0 0 0 1435 0
"197602" 354015 265211 30242 58562 15901 65 0 41596 1000 0 0 354015 63655 0 0 15134 9216 21678 0 14606 112852 42922 64050 0 0 5663 2592 0 0 0 0 1647 0
"197603" 364073 270908 32821 60344 17000 140 0 42231 973 0 0 364073 67677 0 0 15445 9150 21728 0 15724 117189 41415 65410 0 0 5746 2633 0 0 0 0 1956 0
"197604" 374333 276614 34704 63015 18000 140 0 43959 916 0 0 374333 74338 0 0 13699 9193 21954 0 16106 122422 40244 65706 0 0 5971 2609 0 0 0 0 2091 0
"197701" 381825 282016 35259 64550 18710 140 0 44816 884 0 0 381825 75567 0 0 14233 9250 24373 0 15664 126654 40117 65463 0 0 6101 2512 0 0 0 0 1891 0
"197702" 391611 285712 36926 68973 19593 644 0 47887 849 0 0 391611 75315 0 0 15695 9392 22808 0 18990 131573 41244 65725 0 0 6283 2332 0 0 0 0 2254 0
"197703" 401138 291816 38806 70516 20350 744 0 48566 856 0 0 401138 75838 0 0 16629 9592 22869 0 19822 135040 41567 68643 0 0 6832 2154 0 0 0 0 2152 0
"197704" 414097 299491 39329 75277 21094 1295 0 52059 829 0 0 414097 79795 0 0 15374 10058 20813 0 19788 141180 44552 71286 0 0 7037 2064 0 0 0 0 2150 0
"197801" 421691 303936 40667 77088 21320 1345 0 53701 722 0 0 421691 78005 0 0 15586 9680 23311 0 20473 145603 45355 72486 0 0 6882 2132 0 0 0 0 2178 0
"197802" 431342 310353 41844 79145 21616 1773 0 55054 702 0 0 431342 76389 0 0 16295 9349 22803 0 20642 150794 49464 74772 0 0 6752 2203 0 0 0 0 1879 0
"197803" 437471 315522 42326 79623 21857 1900 0 55155 711 0 0 437471 72594 0 0 16797 9238 23422 0 21098 154471 51758 77273 0 0 6633 2291 0 0 0 0 1896 0
"197804" 444608 320607 42148 81853 22106 1961 0 57153 633 0 0 444608 73633 0 0 15659 8863 23207 0 21563 158480 52987 80039 0 0 6358 2331 0 0 0 0 1488 0
"197901" 450607 324975 43027 82605 22060 2080 0 57857 608 0 0 450607 71800 0 0 15806 9413 24139 0 21858 162773 54034 80189 0 0 6602 2417 0 0 0 0 1576 0
"197902" 456643 330267 43564 82812 21999 2310 0 57872 631 0 0 456643 70684 0 0 16503 9406 20840 0 22384 165829 57281 82063 0 0 7188 2396 0 0 0 0 2069 0
"197903" 461586 334133 45287 82166 21964 2910 0 56771 521 0 0 461586 64315 0 0 17414 10019 22903 0 23103 168320 60511 83493 0 0 7212 2369 0 0 0 0 1927 0
"197904" 465310 337915 41966 85429 21876 3379 0 59574 600 0 0 465310 66608 0 0 16215 9715 21353 0 23559 170055 63691 82979 0 0 7162 2357 0 0 0 0 1616 0
"198001" 473090 343860 42071 87159 21991 3479 0 61073 616 0 0 473090 59199 0 0 18374 9776 23494 0 23158 174764 67557 86156 0 207 6942 2360 0 0 0 0 1103 0
"198002" 488598 355030 42980 90588 22631 3711 0 63555 691 0 0 488598 57823 0 0 20489 10011 25546 0 23980 175868 70983 90482 0 353 8035 2379 0 0 0 0 2649 0
"198003" 497666 362374 43065 92227 22939 3733 0 64937 618 0 0 497666 58756 0 0 22951 10334 24191 0 23913 177687 74940 91669 0 382 8601 2391 0 0 0 0 1851 0
"198004" 502115 365570 43524 93021 23184 3734 0 65471 632 0 0 502115 59009 0 0 19471 10844 27299 0 23571 178793 77726 92215 0 292 8478 2376 0 0 0 0 2041 0
"198101" 507466 371608 43839 92019 22885 3500 0 64945 689 0 0 507466 56516 0 0 22381 10952 26276 0 24123 180870 79682 92924 0 258 8685 2561 0 0 0 0 2238 0
"198102" 517693 379240 45178 93275 23912 3277 0 65436 650 0 0 517693 56842 0 0 24554 10921 24213 0 24616 183646 80799 96785 0 543 9484 2466 0 0 0 0 2824 0
"198103" 523955 383712 46159 94084 24774 3000 0 65610 700 0 0 523955 55714 0 0 27946 10392 24143 0 24943 185127 82199 98751 0 605 9475 2376 0 0 0 0 2284 0
"198104" 534888 390331 45675 98882 26065 3225 0 68906 686 0 0 534888 59970 0 0 27066 10713 24008 0 26261 186133 83330 100779 0 806 10074 2333 0 0 0 0 3415 0
"198201" 546896 398241 46500 102155 26353 2925 0 72196 681 0 0 546896 59709 0 0 30514 9713 25255 0 26449 189956 86551 102002 0 1051 9578 2620 0 0 0 0 3498 0
"198202" 553995 403341 46857 103797 26861 2700 0 73560 676 0 0 553995 53537 0 0 36459 9292 23637 0 26458 194039 88941 104416 0 845 9551 2676 0 0 0 0 4144 0
"198203" 569329 411321 50110 107898 29445 3175 0 74607 671 0 0 569329 56546 0 0 39334 10481 24673 0 26253 196997 92547 103545 0 674 10297 2740 0 0 0 0 5242 0
"198204" 591268 420997 56604 113667 32367 3651 0 76983 666 0 0 591268 53025 0 0 51148 11073 30666 0 25794 202343 95226 102580 0 502 10227 2771 0 0 0 0 5913 0
"198301" 600542 427194 57191 116157 33565 3800 0 77913 669 46 164 600542 48864 125 0 52223 12488 35152 0 24973 207268 99227 102388 0 447 10874 2480 0 0 0 0 4033 0
"198302" 614578 438317 58243 118018 35003 3944 0 77959 672 74 366 614578 44600 250 0 53954 13853 41137 0 23674 212725 100660 101813 0 507 11780 2497 0 0 0 0 7128 0
"198303" 626872 442938 58796 125138 38357 3962 1789 79715 675 122 518 626872 54235 500 0 55134 15094 38970 0 22387 216799 104984 97015 0 513 11972 2542 0 0 0 0 6727 0
"198304" 636858 446980 58569 131309 42031 3979 2995 80976 678 377 273 636858 57022 1000 0 54720 16247 42365 0 21597 219091 107953 93008 0 404 12952 2557 0 0 0 0 7942 0
"198401" 645220 455202 58256 131762 37357 4084 4750 83176 1195 128 1072 645220 33983 1781 0 57413 18054 47140 0 22050 225266 109275 92504 0 511 13192 2551 0 0 13742 0 7758 0
"198402" 664222 463644 59048 141530 45310 3965 6500 82735 1720 337 963 664222 40464 2875 0 59842 18489 45631 0 23316 231934 104637 99453 0 532 13264 2588 0 0 13750 0 7447 0
"198403" 689010 477439 59458 152113 48863 4403 8250 86731 2246 515 1105 689010 38462 4031 0 62867 20588 48086 0 24597 237366 112806 101238 0 570 13205 2296 0 0 14147 0 8751 0
"198404" 734517 495058 62810 176649 55513 5914 19799 90541 2822 1071 989 734517 44659 5000 0 70126 21896 53730 0 25745 242804 123431 102656 0 820 14237 2160 0 0 13580 0 13673 0
"198501" 763183 513558 63404 186221 59632 6249 24168 91061 3046 382 1683 763183 66696 5844 0 79842 23081 52711 0 27101 251011 117249 95328 0 886 15357 2225 0 0 13834 0 12018 0
"198502" 803979 535693 65475 202811 63487 7029 27753 98306 3276 548 2412 803979 76487 6625 0 84417 27222 53603 0 29595 260497 113274 99829 0 814 17445 2140 0 0 14923 0 17108 0
"198503" 834327 554766 66072 213489 67917 8740 31094 98457 3516 622 3143 834327 79269 7344 0 91450 29758 53895 0 31697 269417 108707 104301 0 984 18582 2348 0 0 17404 0 19171 0
"198504" 886362 578234 75020 233108 74382 10510 34754 105288 3699 1342 3133 886362 94710 8000 0 110685 31103 56828 0 33930 280607 97234 107419 0 986 22188 2508 0 0 17309 0 22855 0
"198601" 949726 614192 79038 256496 79301 11604 43060 113787 3824 990 3930 949726 110943 8578 0 120478 33088 57669 0 37098 292538 106529 106515 0 781 26769 2653 0 0 18777 0 27310 0
"198602" 1011270 653462 78309 279499 85654 12692 50388 119721 4364 1696 4984 1011270 127477 9062 0 130586 39134 58843 0 41028 303319 111652 108323 0 1148 32943 3098 0 0 18823 0 25834 0
"198603" 1058866 681794 79120 297952 89658 14855 56521 124781 4977 1322 5838 1058866 117132 9515 0 139498 46590 64431 0 44936 312852 121476 112419 0 1541 36829 3526 0 0 23130 0 24991 0
"198604" 1116432 705350 85724 325358 90508 15431 71423 131568 8468 3397 4563 1116432 127826 10000 0 154919 53344 64083 0 48039 321431 123990 119080 0 1773 42427 3948 0 0 22392 0 23180 0
"198701" 1174206 730491 86110 357605 95032 18357 89524 137525 8827 2952 5388 1174206 147459 10516 0 162717 61449 61252 0 50389 336157 123474 120602 0 1703 46826 4061 0 0 23284 0 24317 0
"198702" 1213775 748212 85712 379851 98568 17951 100060 143206 11231 3340 5495 1213775 160195 11063 0 167429 67858 64321 0 52038 354748 120244 117592 0 1731 47736 4414 0 0 22848 0 21558 0
"198703" 1263167 768763 87143 407261 101633 18789 111512 152313 13354 4022 5638 1263167 176799 11579 0 172810 70548 68792 0 53562 372364 120303 113556 0 1665 47979 5171 0 0 25370 0 22669 0
"198704" 1281964 784115 93889 403960 103964 19814 113225 141186 15276 3248 7247 1281964 144646 12000 0 173206 78096 88231 0 55539 388302 120113 119528 0 2161 46567 6092 0 0 28095 0 19388 0
"198801" 1322243 809612 97661 414970 104146 19790 124914 139103 15762 3498 7757 1322243 143772 12313 0 173987 83823 93239 0 57811 407973 117125 121679 0 3393 47681 7943 0 0 29466 0 22038 0
"198802" 1374562 840675 97531 436356 107328 21402 133091 145961 16299 5327 6948 1374562 143383 12501 0 178486 86318 104100 0 60219 423349 116708 131453 0 2645 48266 11165 0 0 32269 0 23700 0
"198803" 1410869 865654 98838 446377 108594 21587 139453 147367 16346 5511 7519 1410869 142258 12689 0 183568 86937 107948 0 62819 438942 122646 131466 3 2478 47780 14089 0 0 31672 0 25574 0
"198804" 1447557 887232 104187 456138 109064 21683 147585 147040 17066 7517 6183 1447557 135149 13000 0 187406 88994 105321 0 65667 457494 125612 138212 4 2303 49799 16537 0 0 32918 0 29141 0
"198901" 1501680 901803 105490 494387 109003 21250 185757 144554 17798 9649 6376 1501680 165417 13438 0 193504 78528 104512 0 68862 469576 125659 145739 7 2680 50301 17399 0 0 33992 0 32066 0
"198902" 1535176 923201 107185 504790 110733 21228 184810 152495 18064 10865 6595 1535176 167169 14001 0 195308 78899 100095 0 72504 488548 129105 149842 10 3391 52251 16230 0 0 36113 0 31710 0
