"DATES" "FL774110005.Q" "FL714110005.Q" "FL713113003.Q" "FL723025000.Q" "FL764110005.Q" "FL714010005.Q" "FL764116005.Q" "FL764116205.Q" "FL724116205.Q" "FL723192603.Q" "FL723092605.Q" "FL754116205.Q" "FL753192603.Q" "FL753092605.Q" "FL734116205.Q" "FL733192603.Q" "FL733092603.Q" "FL764016205.Q" "FL724016203.Q" "FL754016203.Q" "FL904010005.Q" "FL724112005.Q" "FL724112205.Q" "FL754012205.Q" "FL733030003.Q" "FL904010005.Q" "FL724012205.Q" "FL754112205.Q" "FL734112205.Q" "FL754112005.Q" "FL754112205.Q" "FL754012205.Q" "FL734112005.Q" "FL734112205.Q" "FL733030003.Q" "FL894010005.Q" "FL764116005.Q" "FL774010005.Q" "FL714010005.Q" "FL713022003.Q" "FL713068705.Q" "FL764010005.Q" "FL763013005.Q" "FL723025000.Q" "FL443013053.Q" "FL473013003.Q" "FL904010005.Q"
"199702" 196148 61626 23219 38407 134522 2355 141595 163234 60261 139229 78968 123908 109844 -14064 -20935 2321 23256 21639 16860 4779 -9428 -45947 40448 48724 1152 -9428 86395 74261 12134 25537 74261 48724 10982 12134 1152 205576 141595 63981 2355 461 1894 59726 21319 38407 1900 0 -9428
"199703" 186027 60322 21791 38531 125705 50 150714 170104 60640 138443 77803 131396 100073 -31323 -21932 3164 25096 19390 15775 3615 -25059 -55308 25731 49585 1205 -25059 81039 66488 14551 16903 66488 49585 13346 14551 1205 211086 150714 60372 50 -263 313 58457 19926 38531 1865 0 -25059
"199704" 217142 75842 30838 45004 141300 2754 172980 188764 62047 173127 111080 148567 99739 -48828 -21850 3038 24888 15784 11653 4131 -34434 -52458 19706 53799 341 -34434 72164 57551 14613 3752 57551 53799 14272 14613 341 251576 172980 78596 2754 719 2035 74114 29110 45004 1728 0 -34434
"199801" 176605 62229 24445 37784 114376 1531 137114 148484 71002 167002 96000 98262 80010 -18252 -20780 3548 24328 11370 11104 266 -24269 -56201 20714 44197 786 -24269 76915 62263 14652 18066 62263 44197 13866 14652 786 200874 137114 63760 1531 1502 29 60495 22711 37784 1734 0 -24269
"199802" 187917 62064 23651 38413 125853 2379 143181 153081 69908 175808 105900 103185 121827 18642 -20012 3283 23295 9900 9546 354 -19707 -55755 31303 49930 1080 -19707 87058 69766 17292 19836 69766 49930 16212 17292 1080 207624 143181 64443 2379 1416 963 60245 21832 38413 1819 0 -19707
"199803" 195446 64904 25706 39198 130542 -175 149636 158472 91758 184340 92582 84281 124882 40601 -17567 3654 21221 8836 8598 238 -18919 -54476 43756 61665 1010 -18919 98232 78199 20033 16534 78199 61665 19023 20033 1010 214365 149636 64729 -175 -1230 1055 63109 23911 39198 1795 0 -18919
"199804" 185316 68363 26306 42057 116953 1653 145923 156741 85091 196697 111606 92913 133017 40104 -21263 2895 24158 10818 10648 170 -30623 -54987 26101 55826 898 -30623 81088 56272 24816 446 56272 55826 23918 24816 898 215939 145923 70016 1653 1636 17 66544 24487 42057 1819 0 -30623
"199901" 177742 61096 22541 38555 116646 -636 132820 142895 87848 192845 104997 73173 128746 55573 -18126 2791 20917 10075 9972 103 -15538 -50643 39316 54068 786 -15538 89959 63910 26049 9842 63910 54068 25263 26049 786 193280 132820 60460 -636 -882 246 59274 20719 38555 1822 0 -15538
"199902" 204585 62707 22156 40551 141878 492 154521 164866 113564 210816 97252 62582 143620 81038 -11280 7407 18687 10345 10198 147 -13135 -47939 43235 53651 2719 -13135 91174 62078 29096 8427 62078 53651 26377 29096 2719 217720 154521 63199 492 272 220 60863 20312 40551 1844 0 -13135
"199903" 205750 62704 21684 41020 143046 545 160146 170609 120428 203961 83533 61869 141608 79739 -11688 7859 19547 10463 10296 167 -17645 -60244 37877 54978 544 -17645 98121 69518 28603 14540 69518 54978 28059 28603 544 223395 160146 63249 545 65 480 60894 19874 41020 1810 0 -17645
"199904" 203411 90582 24027 66555 112829 -4 140255 149787 133504 226728 93224 41691 147923 106232 -25408 8347 33755 9532 9365 167 -27422 -66245 45452 72233 641 -27422 111697 78908 32789 6675 78908 72233 32148 32789 641 230833 140255 90578 -4 -237 233 89007 22452 66555 1575 0 -27422
"200001" 119612 53383 18196 35187 66229 23 83353 92716 135182 236618 101436 -22687 124582 147269 -19779 4592 24371 9363 9258 105 -17147 -64074 45944 62596 495 -17147 110018 71139 38879 8543 71139 62596 38384 38879 495 136759 83353 53406 23 -213 236 51943 16756 35187 1440 0 -17147
"200002" 190104 55505 18513 36992 134599 500 150279 160184 174540 289418 114878 4065 138618 134553 -18421 4677 23098 9905 9476 429 -16180 -65089 49397 64841 736 -16180 114486 74198 40288 9357 74198 64841 39552 40288 736 206284 150279 56005 500 -12 512 53831 16839 36992 1674 0 -16180
"200003" 198441 52118 17624 34494 146323 744 170779 180262 175011 295338 120327 -3775 108769 112544 9026 36635 27609 9483 8912 571 -25200 -33867 37783 62490 493 -25200 71650 67076 4574 4586 67076 62490 4081 4574 493 223641 170779 52862 744 372 372 50477 15983 34494 1641 0 -25200
"200004" 215404 63436 19045 44391 151968 1011 161085 171576 179264 301951 122687 -14817 133630 148447 7129 39280 32151 10491 9774 717 -10128 -38853 53538 63108 558 -10128 92391 86025 6366 22917 86025 63108 5808 6366 558 225532 161085 64447 1011 901 110 61810 17419 44391 1626 0 -10128
"200101" 152585 53828 17828 36000 98757 202 101489 110719 141825 269468 127643 -33823 162794 196617 2717 40052 37335 9230 8992 238 -2934 -24994 61395 63672 657 -2934 86389 80573 5816 16901 80573 63672 5159 5816 657 155519 101489 54030 202 180 22 52226 16226 36000 1602 0 -2934
"200102" 155747 55818 18647 37171 99929 -224 99243 109432 160095 281301 121206 -56444 132606 189050 5781 48816 43035 10189 9448 741 910 -29128 47806 45524 1372 910 76934 86114 -9180 40590 86114 45524 -10552 -9180 1372 154837 99243 55594 -224 -374 150 53824 16653 37171 1994 0 910
"200103" 168330 61594 24937 36657 106736 -461 108765 118862 133433 290418 156985 -33428 144319 177747 18857 57192 38335 10097 9314 783 -1568 -22106 53041 53691 918 -1568 75147 86097 -10950 32406 86097 53691 -11868 -10950 918 169898 108765 61133 -461 -549 88 59060 22403 36657 2534 0 -1568
"200104" 187411 64808 17478 47330 122603 11 115508 127273 167004 324774 157770 -50177 163295 213472 10446 51440 40994 11765 11067 698 7084 -21736 55663 47873 706 7084 77399 89455 -12056 41582 89455 47873 -12762 -12056 706 180327 115508 64819 11 -23 34 62554 15224 47330 2254 0 7084
"200201" 159416 57333 22415 34918 102083 -456 83602 100015 135714 284707 148993 -58312 155748 214060 22613 64196 41583 16413 15997 416 18937 -2690 75508 55467 1104 18937 78198 100877 -22679 45410 100877 55467 -23783 -22679 1104 140479 83602 56877 -456 -476 20 55014 20096 34918 2319 0 18937
"200202" 131360 58873 22324 36549 72487 -54 55102 78277 156290 295805 139515 -97552 153918 251470 19539 59359 39820 23175 22794 381 17439 -5594 67309 48508 1362 17439 72903 91943 -19040 43435 91943 48508 -20402 -19040 1362 113921 55102 58819 -54 -238 184 56514 19965 36549 2359 0 17439
"200203" 146851 61018 23168 37850 85833 573 72571 97206 142387 280692 138305 -69361 164866 234227 24180 59794 35614 24635 24488 147 12689 -3795 73001 58797 1515 12689 76796 99155 -22359 40358 99155 58797 -23874 -22359 1515 134162 72571 61591 573 396 177 58426 20576 37850 2592 0 12689
"200204" 204179 70359 22541 47818 133820 458 119718 141141 213106 323923 110817 -83017 176247 259264 11052 53411 42359 21423 21312 111 13644 -858 74765 59433 1688 13644 75623 90328 -14705 30895 90328 59433 -16393 -14705 1688 190535 119718 70817 458 418 40 67527 19709 47818 2832 0 13644
"200301" 133931 65319 26787 38532 68612 -1167 53368 71547 188568 433073 244505 -88201 201517 289718 -28820 12714 41534 18179 18054 125 16411 -38839 84734 67147 1176 16411 123573 99309 24264 32162 99309 67147 23088 24264 1176 117520 53368 64152 -1167 -1197 30 62557 24025 38532 2762 0 16411
"200302" 107190 67260 27720 39540 39930 243 33329 48791 170012 394837 224825 -89137 248714 337851 -32084 13209 45293 15462 15210 252 6358 -52624 89286 81372 1556 6358 141910 105029 36881 23657 105029 81372 35325 36881 1556 100832 33329 67503 243 -525 768 64129 24589 39540 3131 0 6358
"200303" 156627 69502 29141 40361 87125 -322 68486 91478 214801 417502 202701 -90976 231922 322898 -32347 12267 44614 22992 22584 408 18961 -46252 97764 77540 1263 18961 144016 104452 39564 26912 104452 77540 38301 39564 1263 137666 68486 69180 -322 -496 174 66093 25732 40361 3409 0 18961
"200304" 190358 71009 23058 47951 119349 -257 109577 128454 256744 433604 176860 -95208 197351 292559 -33082 13209 46291 18877 18737 140 10029 -55792 83303 71666 1608 10029 139095 98109 40986 26443 98109 71666 39378 40986 1608 180329 109577 70752 -257 -319 62 67645 19694 47951 3364 0 10029
"200401" 111732 65912 24955 40957 45820 -525 30650 50526 234240 437991 203751 -148786 201754 350540 -34928 13883 48811 19876 19638 238 15695 -62566 96196 78833 1668 15695 158762 117206 41556 38373 117206 78833 39888 41556 1668 96037 30650 65387 -525 -589 64 62701 21744 40957 3211 0 15695
"200402" 164356 72975 29628 43347 91381 486 66042 88578 301932 464874 162942 -182218 198819 381037 -31136 14663 45799 22536 22315 221 24853 -63433 106517 79955 1709 24853 169950 131030 38920 51075 131030 79955 37211 38920 1709 139503 66042 73461 486 163 323 69611 26264 43347 3364 0 24853
"200403" 166037 66683 24664 42019 99354 2075 78913 98590 295022 446948 151926 -184978 202343 387321 -11454 26410 37864 19677 19321 356 18366 -47010 107270 86738 2166 18366 154280 120173 34107 33435 120173 86738 31941 34107 2166 147671 78913 68758 2075 1839 236 63213 21194 42019 3470 0 18366
"200404" 209781 65571 24043 41528 144210 968 118342 142439 317398 467424 150026 -167436 274321 441757 -7523 32987 40510 24097 23620 477 24900 -22800 116853 90105 1848 24900 139653 122269 17384 32164 122269 90105 15536 17384 1848 184881 118342 66539 968 925 43 62318 20790 41528 3253 0 24900
"200501" 195195 67112 24984 42128 128083 -1361 95102 118716 305820 444002 138182 -162270 267399 429669 -24834 38084 62918 23614 20477 3137 34342 -31548 116135 79889 1904 34342 147683 137286 10397 57397 137286 79889 8493 10397 1904 160853 95102 65751 -1361 -1413 52 64182 22054 42128 2930 0 34342
"200502" 200445 68422 23108 45314 132023 -742 116582 127917 294889 478164 183275 -138135 286121 424256 -28837 39104 67941 11335 10833 502 16183 -18732 105169 86938 2048 16183 123901 112643 11258 25705 112643 86938 9210 11258 2048 184262 116582 67680 -742 -977 235 65445 20131 45314 2977 0 16183
"200503" 196416 63088 21927 41161 133328 599 113035 123198 323439 496693 173254 -175923 286616 462539 -24318 39332 63650 10163 9733 430 19694 -29294 104275 82718 1863 19694 133569 125635 7934 42917 125635 82718 6071 7934 1863 176722 113035 63687 599 -311 910 60207 19046 41161 2881 0 19694
"200504" 197401 69124 19043 50081 128277 957 106046 117724 320876 487670 166794 -176006 333902 509908 -27146 42226 69372 11678 10989 689 21274 -22335 105625 82936 1415 21274 127960 117928 10032 34992 117928 82936 8617 10032 1415 176127 106046 70081 957 885 72 66399 16318 50081 2725 0 21274
"200601" 177951 61040 21022 40018 116911 -290 93337 107628 324227 506454 182227 -181809 377338 559147 -34790 42332 77122 14291 14032 259 23864 -30943 106289 81021 1404 23864 137232 121530 15702 40509 121530 81021 14298 15702 1404 154087 93337 60750 -290 -856 566 58535 18517 40018 2505 0 23864
"200602" 136939 63585 20963 42622 73354 -746 49756 62842 313901 527943 214042 -198647 389742 588389 -52412 28916 81328 13086 12985 101 24344 -29738 114193 88030 1819 24344 143931 115606 28325 27576 115606 88030 26506 28325 1819 112595 49756 62839 -746 -1037 291 61125 18503 42622 2460 0 24344
"200603" 144493 57404 17330 40074 87089 -777 49456 62446 357899 537199 179300 -231827 445972 677799 -63626 25788 89414 12990 12845 145 38410 -35364 132660 93062 1188 38410 168024 137488 30536 44426 137488 93062 29348 30536 1188 106083 49456 56627 -777 -1099 322 55134 15060 40074 2270 0 38410
"200604" 186140 70411 18699 51712 115729 -266 96663 108672 432260 586424 154164 -255160 524503 779663 -68428 19656 88084 12009 11915 94 19332 -58926 118452 97772 1348 19332 177378 139998 37380 42226 139998 97772 36032 37380 1348 166808 96663 70145 -266 -333 67 68406 16694 51712 2005 0 19332
"200701" 48982 59507 18328 41179 -10525 -843 -41202 -29982 395930 573129 177199 -351627 521297 872924 -74285 22240 96525 11220 10812 408 31520 -67371 126455 94024 911 31520 193826 158356 35470 64332 158356 94024 34559 35470 911 17462 -41202 58664 -843 -870 27 57471 16292 41179 2036 0 31520
"200702" 63912 60745 17293 43452 3167 -1097 -14095 3611 436752 623977 187225 -344349 521149 865498 -88792 25109 113901 17706 17171 535 18359 -67079 138470 118988 1123 18359 205549 159860 45689 40872 159860 118988 44566 45689 1123 45553 -14095 59648 -1097 -1301 204 58443 14991 43452 2302 0 18359
"200703" 109282 64496 23014 41482 44786 -520 27697 44539 505699 647136 141437 -352261 500842 853103 -108899 32401 141300 16842 16130 712 17609 -35509 144558 126461 488 17609 180067 137634 42433 11173 137634 126461 41945 42433 488 91673 27697 63976 -520 -722 202 62023 20541 41482 2473 0 17609
"200704" 88593 75764 20767 54997 12829 48617 -56913 -38354 496206 650670 154464 -423951 529033 952984 -110609 51557 162166 18559 17893 666 21125 -24419 134943 113160 658 21125 159362 133669 25693 20509 133669 113160 25035 25693 658 67468 -56913 124381 48617 -19 48636 73196 18199 54997 2568 0 21125
"200801" 35443 69592 24162 45430 -34149 110737 -161262 -138930 470357 653732 183375 -493766 524059 1017825 -115521 55182 170703 22332 20048 2284 16376 -49891 140034 123318 340 16376 189925 171538 18387 48220 171538 123318 18047 18387 340 19067 -161262 180329 110737 -555 111292 66488 21058 45430 2503 601 16376
"200802" 143250 79207 33497 45710 64043 173551 -119596 -100383 537658 631442 93784 -541058 472674 1013732 -96983 99005 195988 19213 18303 910 10088 -20696 111931 101548 295 10088 132627 139027 -6400 37479 139027 101548 -6695 -6400 295 133162 -119596 252758 173551 -638 174189 75872 30162 45710 2675 660 10088
"200803" 562041 270044 222059 47985 291997 299103 4516 22796 526582 694290 167708 -430910 473379 904289 -72876 83848 156724 18280 17613 667 -11622 -33906 101655 112933 344 -11622 135561 114844 20717 1911 114844 112933 20373 20717 344 573663 4516 569147 299103 -954 300057 261953 213968 47985 6523 1568 -11622
"200804" 1890529 917725 860000 57725 972804 558201 362927 387647 668835 782160 113325 -179649 536427 716076 -101539 143603 245142 24720 24468 252 51676 86384 118048 65828 544 51676 31664 82071 -50407 16243 82071 65828 -50951 -50407 544 1838853 362927 1475926 558201 -1494 559695 874061 816336 57725 39000 4664 51676
"200901" 1633204 855518 805213 50305 777686 537735 181655 200312 551812 723598 171786 -250472 515519 765991 -101028 112538 213566 18657 18384 273 58296 3866 127993 54638 15059 58296 124127 72034 52093 17396 72034 54638 37034 52093 15059 1574908 181655 1393253 537735 -3075 540810 782047 731742 50305 49000 24471 58296
"200902" 1131546 711679 660537 51142 419867 325680 987 15852 578382 724911 146529 -438995 455836 894831 -123535 110582 234117 14865 14598 267 93200 22634 165136 57970 13966 93200 142502 92932 49570 34962 92932 57970 35604 49570 13966 1038346 987 1037359 325680 -2831 328511 635504 584362 51142 54000 22175 93200
"200903" 1294102 898830 848085 50745 395272 204697 124592 138115 653492 794007 140515 -381401 533760 915161 -133976 127998 261974 13523 7995 5528 65983 39306 148232 50408 31841 65983 108926 77956 30970 27548 77956 50408 -871 30970 31841 1228119 124592 1103527 204697 -2535 207232 840765 790020 50745 42492 15573 65983
"200904" 1282595 1031910 976988 54922 250685 94521 70054 84697 560500 762191 201691 -350744 538735 889479 -125059 127931 252990 14643 9289 5354 86110 27873 140353 43647 10596 86110 112480 77352 35128 33705 77352 43647 24532 35128 10596 1196485 70054 1126431 94521 -2097 96618 963631 908709 54922 45474 22805 86110
"201001" 1201294 1105678 1053876 51802 95616 9898 26795 45888 476733 763876 287143 -297990 576850 874840 -132855 119465 252320 19093 11568 7525 58923 -25973 110445 40115 11407 58923 136418 88137 48281 48022 88137 40115 36874 48281 11407 1142371 26795 1115576 9898 -1625 11523 1015394 963592 51802 55266 35018 58923
"201002" 1143994 1026124 972337 53787 117870 -1275 46290 69237 467717 781757 314040 -299601 575740 875341 -98879 138115 236994 22947 15304 7643 72855 -1723 121443 41587 7001 72855 123166 97880 25286 56293 97880 41587 18285 25286 7001 1071139 46290 1024849 -1275 -1948 673 949505 895718 53787 49919 26700 72855
"201003" 1031367 983040 932435 50605 48327 -1278 -17884 5366 473183 782287 309104 -349471 598785 948256 -118346 122000 240346 23250 13372 9878 67489 -30129 118303 42887 7927 67489 148432 96008 52424 53121 96008 42887 44497 52424 7927 963878 -17884 981762 -1278 -1574 296 901453 850848 50605 46379 35208 67489
