"DATES" "FL744090005.Q" "FL743020003.Q" "FL744004005.Q" "FL743061103.Q" "FL743061703.Q" "FL743062003.Q" "FL743063005.Q" "FL743068005.Q" "FL743065103.Q" "FL743065505.Q" "FL743093005.Q" "FL744190005.Q" "FL743127003.Q" "FL743131005.Q" "FL743135005.Q" "FL743193005.Q"
"197501" 5540 795 2574 375 0 590 72 0 730 807 2171 5280 3878 831 831 -260
"197502" 5794 803 2639 395 0 602 75 0 745 822 2352 5527 4056 869 869 -267
"197503" 6069 850 2753 408 0 640 78 0 753 874 2466 5820 4248 911 911 -249
"197504" 6350 899 2863 417 0 677 81 0 760 928 2588 6118 4445 953 953 -232
"197601" 6325 875 3007 375 0 820 100 0 810 902 2443 6155 4427 949 949 -170
"197602" 6294 864 3109 346 0 902 127 0 859 875 2321 6176 4406 944 944 -118
"197603" 6510 800 3278 410 0 1000 138 0 875 855 2432 6394 4557 977 977 -116
"197604" 6729 744 3492 494 0 1121 150 0 889 838 2493 6614 4710 1010 1010 -115
"197701" 6964 900 3539 550 0 1060 200 0 925 804 2525 6871 4698 1133 1133 -93
"197702" 7204 1093 3615 621 0 1002 261 0 961 770 2496 7129 4638 1283 1283 -75
"197703" 7383 1172 3710 660 0 1020 260 0 910 860 2501 7258 4572 1406 1406 -125
"197704" 7562 1252 3805 702 0 1039 257 0 877 930 2505 7367 4537 1513 1513 -195
"197801" 7932 1332 3816 700 0 1139 277 0 930 770 2784 7735 4518 1707 1707 -197
"197802" 8415 1414 3819 700 0 1231 298 0 996 594 3182 8216 4488 1964 1964 -199
"197803" 8815 1489 3932 665 0 1295 368 0 1010 594 3394 8600 4496 2160 2160 -215
"197804" 9183 1578 4046 629 0 1359 439 0 1025 594 3559 8951 4591 2296 2296 -232
"197901" 9500 1673 3878 600 0 1200 443 0 1040 595 3949 9261 4794 2353 2353 -239
"197902" 9817 1755 3751 563 0 1084 449 0 1055 600 4311 9571 5121 2348 2348 -246
"197903" 10550 2090 3894 618 0 1100 500 0 1070 606 4566 10296 5451 2550 2550 -254
"197904" 11325 2441 4035 672 0 1115 548 0 1085 615 4849 11063 5662 2832 2832 -262
"198001" 11916 2531 4142 693 0 1082 646 66 1105 550 5243 11646 5770 2923 2923 31
"198002" 12709 2621 4456 722 0 1070 801 163 1125 575 5632 12430 5791 2972 2972 696
"198003" 13544 2711 4774 750 0 1053 941 279 1145 606 6059 13256 5783 3042 3042 1389
"198004" 14375 2800 4966 770 0 1000 996 400 1165 635 6609 14080 5800 3200 3200 1880
"198101" 15281 2754 5116 786 0 920 960 539 1185 726 7411 14976 5832 3462 3462 2221
"198102" 16335 2775 5179 803 0 807 839 656 1205 869 8381 16020 5864 3841 3841 2474
"198103" 17281 2833 5270 811 0 692 697 845 1225 1000 9178 16955 5895 4211 4211 2638
"198104" 17862 2900 5500 800 0 600 600 1200 1245 1055 9462 17526 5923 4442 4442 2719
"198201" 18008 2999 5967 819 0 569 532 1739 1213 1095 9042 17661 5964 4539 4539 2620
"198202" 17640 3145 6635 841 0 576 480 2485 1150 1103 7860 17282 6033 4499 4499 2251
"198203" 17318 3294 7336 869 0 595 437 3262 1080 1093 6688 16949 6070 4449 4449 1981
"198204" 17598 3400 7900 900 0 600 400 3900 1025 1075 6298 17217 6014 4511 4511 2181
"198301" 18148 3470 8364 946 0 601 363 4426 1010 1018 6314 17754 5858 4686 4686 2525
"198302" 19416 3503 8758 1008 0 602 330 4884 1020 914 7155 19008 5593 4967 4967 3482
"198303" 20619 3536 9123 1067 0 603 306 5298 1035 814 7960 20198 5311 5246 5246 4396
"198304" 21077 3600 9500 1100 0 600 300 5700 1060 740 7977 20642 5100 5414 5414 4714
"198401" 21300 3699 9864 1115 0 601 301 6057 1085 705 7737 20850 4940 5481 5481 4949
"198402" 20795 3825 10180 1108 0 602 311 6346 1125 688 6790 20330 4800 5452 5452 4626
"198403" 20207 3958 10530 1098 0 603 335 6643 1150 701 5719 19727 4697 5407 5407 4217
"198404" 20279 4075 10990 1100 0 603 380 7026 1185 696 5214 19783 4646 5420 5420 4297
"198501" 20558 4194 11598 1117 0 619 433 7513 1221 695 4766 20046 4659 5478 5478 4431
"198502" 21384 4325 12373 1138 0 617 532 8127 1239 720 4686 20855 4738 5564 5564 4990
"198503" 22244 4438 13131 1167 0 609 645 8707 1251 752 4675 21698 4845 5664 5664 5526
"198504" 22626 4500 13683 1209 0 603 742 9091 1265 773 4443 22063 4940 5765 5765 5594
"198601" 22608 4529 14068 1308 0 603 795 9292 1275 795 4011 22013 5042 5884 5884 5203
"198602" 22248 4533 14315 1457 0 603 831 9329 1285 810 3400 21629 5169 6036 6036 4389
"198603" 21775 4498 14480 1603 0 603 856 9296 1295 827 2797 21132 5286 6174 6174 3499
"198604" 21402 4406 14616 1694 0 603 876 9290 1320 833 2380 20735 5359 6253 6253 2871
"198701" 21037 4248 14699 1724 0 603 900 9281 1343 848 2090 20375 5386 6267 6267 2456
"198702" 20575 4002 14686 1692 0 601 929 9238 1378 848 1887 19923 5365 6211 6211 2136
"198703" 20199 3751 14663 1664 0 601 938 9185 1416 859 1785 19556 5339 6152 6152 1914
"198704" 20088 3571 14702 1705 0 603 899 9148 1462 885 1815 19450 5350 6153 6153 1794
"198801" 20246 3405 14820 1522 289 614 727 9213 1512 943 2021 19596 5394 6190 6190 1822
"198802" 20656 3257 14969 1646 324 633 436 9339 1562 1029 2430 19993 5460 6255 6255 2023
"198803" 21173 3123 15167 1785 366 651 147 9474 1612 1132 2883 20494 5540 6341 6341 2273
"198804" 21650 2997 15476 1898 423 658 30 9564 1662 1241 3177 20952 5628 6439 6439 2447
"198901" 22096 2888 15817 1994 502 657 23 9571 1712 1358 3391 21537 5745 6531 6531 2730
"198902" 22517 2791 16052 2083 606 647 15 9453 1762 1486 3674 21935 5914 6600 6600 2821
"198903" 23031 2708 16406 2167 707 636 34 9425 1812 1625 3917 22425 6053 6725 6725 2922
"198904" 23756 2637 17053 2248 777 627 65 9702 1862 1772 4066 23124 6079 6986 6986 3074
"199001" 24818 2598 18857 2323 817 627 867 10376 1918 1929 3363 24171 5987 7435 7435 3315
"199002" 26346 2599 19532 2391 830 632 56 11541 1992 2090 4215 25686 5771 8124 8124 3667
"199003" 27709 2589 20897 2457 836 635 45 12609 2046 2269 4223 27038 5536 8765 8765 3972
"199004" 28273 2509 21572 2526 855 628 48 12994 2043 2478 4192 27496 5381 9069 9069 3978
"199101" 28017 2359 21558 2579 866 611 104 12687 2074 2637 4100 27274 5285 9038 9038 3913
"199102" 26920 2126 20857 2596 850 581 254 11678 2029 2869 3937 26218 5213 8675 8675 3656
"199103" 25700 1898 20040 2651 865 552 324 10590 1982 3076 3762 25037 5182 8258 8258 3339
"199104" 25103 1759 19675 2817 971 533 145 10040 2000 3169 3669 24441 5203 8067 8067 3104
"199201" 25717 1677 20391 3094 1184 525 174 10089 2155 3170 3649 25025 5299 8067 8067 3593
"199202" 26415 1577 21472 3482 1517 525 290 10155 2423 3080 3366 25693 5479 8216 8216 3782
"199203" 27099 1464 22508 3907 1854 515 308 10211 2725 2988 3127 26346 5674 8390 8390 3893
"199204" 27707 1297 23418 4295 2077 484 387 10200 2981 2994 2992 26921 5816 8462 8462 4182
"199301" 28195 1166 24180 4690 2203 432 475 10113 3320 2947 2849 27290 5925 8449 8449 4467
"199302" 28591 1016 24771 5137 2249 340 493 9935 3672 2945 2804 27566 6022 8368 8368 4809
"199303" 28951 934 25315 5532 2265 263 541 9760 3974 2980 2702 27826 6093 8278 8278 5177
"199304" 29386 1000 25834 5773 2303 238 619 9676 4136 3089 2552 28176 6125 8241 8241 5570
"199401" 29721 912 26016 5400 2400 325 675 9780 4261 3175 2793 28423 6135 8374 8374 5540
"199402" 30404 942 26543 5200 2500 400 800 9743 4280 3620 2919 29118 6203 8588 8588 5739
"199403" 31084 1072 27099 5000 2600 500 600 10199 4358 3842 2913 29717 6167 8752 8752 6046
"199404" 33056 1449 29175 5145 2771 622 503 11346 4769 4019 2432 31670 6233 9016 9016 7405
"199501" 33025 1231 29768 5353 2769 602 501 11625 4837 4081 2026 31585 5852 9237 9237 7259
"199502" 34942 1487 31065 5854 2787 560 508 12179 5340 3837 2390 33436 6215 9461 9461 8299
"199503" 35211 1173 31516 5932 2829 670 221 12622 5351 3891 2522 33657 5991 9697 9697 8272
"199504" 38997 1599 33374 5389 4025 687 422 13145 5719 3987 4024 37200 6416 10230 10230 10325
"199601" 39134 1405 33898 5052 3997 720 397 13661 5849 4222 3831 37312 6225 10450 10450 10188
"199602" 39775 1495 34333 5260 3708 708 334 14177 6084 4062 3947 37896 6474 10760 10760 9902
"199603" 40303 1429 34500 4657 4184 619 259 14506 6393 3882 4374 38353 6545 10537 10537 10734
"199604" 40303 1413 34092 4130 4258 548 303 14581 6339 3933 4798 38566 6904 10388 10388 10886
"199701" 41937 1383 35609 4740 5132 486 303 14666 6185 4097 4945 40151 6819 10119 10119 13094
"199702" 42808 1435 36062 4840 5060 491 342 15053 6124 4152 5311 40921 6993 9876 9876 14176
"199703" 44219 1402 37519 5336 5460 440 432 15360 6224 4267 5298 42237 6705 10170 10170 15192
"199704" 45782 1361 37782 4217 6306 526 446 15465 6408 4414 6639 43678 7327 10387 10387 15577
"199801" 47181 1328 39155 4565 6991 592 401 15417 6693 4496 6698 45091 7453 10660 10660 16318
"199802" 48966 1516 40420 4340 7549 459 499 15957 7077 4539 7030 46611 7670 10909 10909 17124
"199803" 50124 1382 41146 3744 8044 469 665 16201 7307 4716 7596 47765 7751 11215 11215 17584
"199804" 55549 1993 43826 3555 10209 475 956 16328 7466 4837 9730 53104 8530 11357 11357 21860
"199901" 54068 1609 42736 2987 10600 586 579 15820 6947 5217 9723 51925 7872 10750 10750 22554
"199902" 56442 1260 45048 3005 11678 607 403 16231 7538 5586 10134 54278 8392 11027 11027 23833
"199903" 58669 1652 46702 2641 13187 558 346 16318 7805 5847 10315 56407 8094 11372 11372 25570
"199904" 59227 2248 48271 2808 13537 559 452 16863 8065 5987 8708 56929 8530 12173 12173 24054
"200001" 59896 1917 49609 2498 13747 680 357 17810 8425 6092 8370 57478 8186 12272 12272 24748
"200002" 61807 2079 50951 2366 14157 670 367 17998 8976 6417 8777 59289 8191 12893 12893 25312
"200003" 64654 1417 54024 2226 15972 680 695 18389 9363 6699 9213 61995 8125 13461 13461 26948
"200004" 63275 1708 54969 1806 17829 693 758 17973 9104 6806 6598 60351 8431 13582 13582 24756
"200101" 62994 1865 54058 1158 16409 354 1513 18100 7072 9452 7071 59783 8415 13431 13431 24506
"200102" 64611 1721 55103 1037 16492 350 1209 18418 7515 10082 7787 61277 8766 14534 14534 23443
"200103" 67218 2520 56516 1415 16829 325 1423 18575 7648 10301 8182 63557 8766 15150 15150 24491
"200104" 80237 2771 64989 1167 20302 467 1372 22502 8173 11006 12477 76798 11528 18137 18137 28996
"200201" 81790 1684 66630 1999 21340 449 1229 22231 8196 11186 13476 78363 11227 18698 18698 29741
"200202" 84630 2727 67853 1114 22793 444 1403 22371 8628 11100 14050 81076 13270 19529 19529 28749
"200203" 85336 2707 68845 1057 23076 478 1141 22417 9159 11517 13784 81432 12174 19477 19477 30305
"200204" 75224 2484 66301 1490 24243 475 1090 18156 9653 11194 6439 71086 10401 16200 16200 28286
"200301" 77078 3049 66130 1621 23368 513 783 17969 10563 11313 7899 72727 10842 16028 16028 29829
"200302" 79783 2995 69998 1972 24964 519 1671 18175 11104 11593 6790 75204 12014 16051 16051 31088
"200303" 83514 2397 74855 2337 28283 614 1586 18135 11531 12369 6262 78751 11342 16672 16672 34066
"200304" 83628 2468 76892 2480 28948 566 1447 18493 12176 12782 4268 78556 11915 17469 17469 31704
"200401" 87667 3184 79865 2796 29922 612 1633 18983 12735 13184 4618 82184 12575 17529 17529 34552
"200402" 91075 2730 84489 3700 31530 637 1382 19537 13830 13873 3856 85769 12953 17971 17971 36875
"200403" 96559 3083 87114 3217 33318 255 1204 19565 14709 14846 6362 90810 13087 18846 18846 40032
"200404" 99528 3505 90806 3836 33608 341 1294 20284 15565 15878 5217 94041 13497 19032 19032 42480
"200501" 102942 3620 93811 4034 34199 354 1083 20519 20343 13279 5511 97353 13504 20509 20509 42831
"200502" 106325 3798 97399 3497 35765 358 1305 22217 20270 13987 5128 100341 14322 21997 21997 42026
"200503" 107401 3278 98770 3335 35964 322 1106 21857 20459 15727 5353 101505 13122 23276 23276 41832
"200504" 109309 3044 100960 3935 34758 508 767 25911 16314 18767 5305 103366 13314 23947 23947 42159
"200601" 110814 2697 101995 4034 34652 641 548 26393 15773 19954 6122 105013 13637 24909 24909 41559
"200602" 111031 2630 99941 3726 33436 750 106 23028 18129 20766 8460 105396 13468 25094 25094 41740
"200603" 107712 2459 99126 3298 32210 1023 102 24476 17046 20971 6127 101698 12605 25059 25059 38976
"200604" 108105 2911 99250 3687 29004 1338 379 25617 17236 21989 5944 102105 13988 25186 25186 37746
"200701" 106701 2701 97620 3147 29004 1377 350 24692 16701 22349 6380 100435 13105 25249 25249 36833
"200702" 108200 2143 97391 3161 28874 1134 458 23615 17460 22689 8666 102164 13542 26056 26056 36510
"200703" 108701 2907 97223 2211 27447 1386 779 24173 17815 23412 8571 102443 13281 27276 27276 34611
"200704" 107508 2603 92844 1834 26336 2024 476 21397 21522 19255 12061 94429 15692 26285 26285 26167
"200801" 108119 2649 92718 1405 25732 2022 670 21418 22060 19411 12752 94129 15276 26022 26022 26810
"200802" 110700 2718 94464 1207 27826 2199 618 21052 22071 19491 13518 96451 15801 26670 26670 27311
"200803" 109526 2633 94052 1192 27407 2263 441 20883 22393 19473 12841 95095 15517 28007 28007 23564
"200804" 105210 3230 90906 1190 24386 2521 510 19718 22901 19680 11074 91046 14606 27368 27368 21705
"200901" 103514 4308 89197 847 22806 2977 192 19723 23017 19635 10009 88639 14946 25930 25930 21833
"200902" 101806 3291 89452 768 23488 2386 1475 18619 22938 19778 9063 86958 15582 25269 25269 20838
"200903" 101713 2807 90896 689 21811 3496 2342 19722 22950 19886 8010 92736 15760 25114 25114 26749
"200904" 98847 4190 88128 496 20491 3465 2005 19408 22619 19644 6529 89976 16050 24465 24465 24996
"201001" 95116 3876 83778 904 18390 3085 1426 18418 22250 19305 7462 86857 16214 24220 24220 22204
"201002" 90892 5389 72226 1284 16185 1988 549 15732 20812 15676 13277 82136 16741 19640 19640 26116
"201003" 86643 5261 69291 1118 12971 2720 537 15863 20453 15629 12091 78002 16908 19766 19766 21563
