"DATES" "FL724090005.Q" "FL723020005.Q" "FL724005005.Q" "FL723069175.Q" "FL723061100.Q" "FL723061705.Q" "FL723061753.Q" "FL723061763.Q" "FL723061795.Q" "FL723062000.Q" "FL723063005.Q" "FL723065773.Q" "FL723063663.Q" "FL723063095.Q" "FL723068005.Q" "FL723065005.Q" "FL723066000.Q" "FL723067003.Q" "FL723064105.Q" "FL723064203.Q" "FL293169723.Q" "FL723090005.Q" "FL724190005.Q" "FL724110005.Q" "FL713022003.Q" "FL713068705.Q" "FL724112005.Q" "FL724116005.Q" "FL723127005.Q" "FL723123005.Q" "FL723122605.Q" "FL723129205.Q" "FL723131005.Q" "FL723135005.Q" "FL722150005.Q" "FL723169175.Q" "FL723163003.Q" "FL723169305.Q" "FL723178003.Q" "FL723190005.Q" "FL723194733.Q" "FL723193005.Q" "FL724004005.Q" "FL723066303.Q"
"199903" 4259772 60401 4022466 655 123959 608427 285011 124362 199054 108867 134549 3616 46656 84277 1093474 1388625 480406 65311 8081 10112 6514 170391 4369892 50433 65 480 -60244 110132 571833 46016 22101 503716 1985618 429272 477007 6472 75075 140793 7321 626068 475558 150510 3945476 0
"199904" 4434301 87571 4164548 714 122838 608310 283689 120858 203763 110204 151323 4467 48801 98055 1106774 1465428 507763 67550 11257 12387 6605 175577 4541131 57890 -237 233 -66245 124139 608690 49561 22689 536440 1996346 465672 522535 6596 75805 145576 10907 651114 471859 179255 4079959 0
"200001" 4718203 51486 4279111 677 125262 627214 289864 120526 216824 111247 145229 3002 46510 95717 1146128 1516175 505673 76505 11345 13656 7061 380545 4473260 61873 -213 236 -64074 125924 557970 37503 23218 497249 2057501 480593 540451 7021 78292 154957 12597 522005 492055 29950 4184666 0
"200002" 4825408 53214 4395999 579 116397 631000 289993 119352 221655 111725 151502 2455 46993 102054 1192763 1581803 514964 70454 11323 13489 7267 368928 4575498 100475 -12 512 -65089 165064 556271 48693 23806 483772 2079132 511650 548250 7245 81568 174550 12242 504115 501038 3077 4308000 0
"200003" 4907154 50045 4467079 645 108600 620961 283532 108901 228528 112811 183866 3449 51019 129398 1199707 1615441 531032 67538 12648 13830 6802 383228 4684339 132976 372 372 -33867 166099 520397 39333 26413 454651 2136174 530207 534625 6784 83863 172597 15516 551200 514763 36437 4379865 0
"200004" 4998620 61333 4528751 933 87871 626484 297831 111033 217620 113433 201439 4100 56493 140846 1218910 1627016 551074 74671 11876 15044 5881 402655 4788668 131648 901 110 -38853 169490 523724 16384 25052 482288 2206918 553606 511414 5968 86397 172414 20098 576481 525439 51042 4433041 0
"200101" 5059877 51670 4537849 0 72165 618114 308052 114410 195652 112187 216717 7907 57497 151313 1214135 1654078 542799 82178 8433 17043 5972 464386 4842837 108041 180 22 -24994 132833 500533 23878 23008 453647 2287428 548179 502094 5982 89880 176073 21880 602747 541824 60923 4436167 0
"200102" 5098893 53364 4584005 0 69870 621721 323524 116413 181784 115883 228922 8629 54289 166004 1198526 1688039 550374 83792 9627 17251 5336 456188 4891607 121295 -374 150 -29128 150647 519345 37699 26686 454960 2313359 551721 491605 5422 88952 178997 21837 599074 552191 46883 4478671 0
"200103" 5248073 58432 4642156 0 65267 657591 346039 133950 177602 117794 245352 7981 53837 183534 1193034 1700792 546509 92620 7184 16012 3939 543546 5042660 101552 -549 88 -22106 124119 524499 36353 26234 461912 2370538 552233 486983 4086 91813 184439 29225 697292 577793 119499 4530278 0
"200104" 5290203 61927 4734139 0 56457 700215 350582 168209 181424 119718 265108 25299 59260 180549 1159329 1752773 568437 81906 8854 21342 3585 490552 5077740 134212 -23 34 -21736 155937 608224 47459 22592 538173 2447282 528420 468706 3676 94664 196597 22917 573042 586102 -13060 4625622 0
"200201" 5271210 54451 4752770 0 68616 725054 359818 166361 198875 118210 267566 19005 60654 187907 1137584 1762707 561548 80690 8456 22339 3501 460488 5058653 116571 -476 20 -2690 119717 503728 9510 21407 472811 2532338 524240 473759 3511 92331 199004 21138 592033 593786 -1753 4644786 0
"200202" 5419224 55534 4839489 0 75227 767307 415622 145570 206115 117874 252253 13796 56982 181475 1117249 1834743 566783 84884 4922 18247 3981 520220 5219112 127848 -238 184 -5594 133496 515736 37122 22119 456495 2567708 528058 472340 3992 93084 212173 28789 669384 609837 59547 4735417 0
"200203" 5601306 57484 4969761 0 74606 794402 431302 156353 206747 120702 257611 12009 66264 179338 1112444 1922273 589192 84936 0 13595 3775 570286 5397844 114677 396 177 -3795 117899 543447 54582 21744 467121 2655214 551833 473866 3810 92116 221724 32342 708815 630395 78420 4875005 0
"200204" 5759202 66295 5118127 0 86364 821343 434888 159057 227398 121241 264325 11976 67387 184962 1101541 2018471 602570 79219 3457 19596 3930 570850 5577520 191394 418 40 -858 191794 552660 31065 22302 499293 2720911 552735 511762 3949 94108 226750 33783 689468 639245 50223 5019785 0
"200301" 5852843 61431 5209713 0 89337 866018 465251 179535 221232 122742 267539 10497 79956 177086 1104643 2058343 593231 92040 2029 13791 4270 577429 5607451 130508 -1197 30 -38839 170514 521387 8528 -434 513293 2806989 569657 500225 4282 94696 225614 33588 720505 650050 70455 5106123 0
"200302" 6067303 62984 5376072 0 77949 936009 526094 179334 230581 126672 259059 10310 78842 169907 1094544 2150604 603684 104236 6670 16645 4108 624139 5770982 102421 -525 768 -52624 154802 567164 26680 230 540254 2887145 572514 523054 4118 96629 236282 33454 748201 667018 81183 5252629 0
"200303" 6101375 63669 5391451 0 81166 872479 472200 158472 241807 131356 275555 11439 84155 179961 1077458 2215663 614124 99375 9664 14611 3783 642472 5823504 145643 -496 174 -46252 192217 547516 29839 -23 517700 2908127 569759 516646 3798 97276 232320 32481 769938 679639 90299 5271584 0
"200304" 6216002 66791 5527041 0 93453 906426 491438 161501 253487 132126 305825 12189 92619 201017 1082974 2213338 669386 91423 14984 17106 3751 618419 5936932 181958 -319 62 -55792 238007 585760 30154 1536 554070 2950537 555709 554508 3775 98890 235307 35069 735419 689759 45660 5407279 0
"200401" 6354814 61587 5702766 0 102638 1001331 578404 166649 256278 133245 314707 13453 94391 206863 1078576 2285823 658036 96054 16005 16351 3337 587124 6089117 151511 -589 64 -62566 214602 581616 17524 4298 559794 3049326 575198 607064 3347 98555 228552 38302 755646 708111 47535 5577693 0
"200402" 6526306 68745 5854299 0 100910 1012643 587199 158868 266576 136497 315196 13280 94394 207522 1106621 2393074 660571 96700 15730 16357 3856 599406 6276075 216670 163 323 -63433 279617 605805 40545 5949 559311 3118940 596228 614786 3867 102851 251318 23710 741900 738592 3308 5729368 0
"200403" 6663865 62161 5933296 0 82909 958147 544811 153550 259786 138802 349593 16984 100458 232151 1120701 2472154 676319 103407 15727 15537 3356 665052 6442656 230766 1839 236 -47010 275701 588125 32254 6140 549731 3176123 629574 606545 3374 103460 254239 31568 818882 819413 -531 5801981 0
"200404" 6865092 61605 6118013 0 74235 996091 581698 156723 257670 140422 364584 18874 108013 237697 1150544 2547296 704270 102170 20273 18129 3300 682174 6660798 271946 925 43 -22800 293778 624513 26919 11217 586377 3230211 671261 569095 3357 109263 244092 33628 903432 856983 46449 5980742 0
"200501" 7030577 63491 6261311 0 88082 1021637 600938 164303 256396 145020 389616 22184 120120 247312 1158320 2639089 683112 101088 19468 15879 3403 702372 6768877 252434 -1413 52 -31548 285343 597623 20235 9745 567643 3305714 707886 615866 3446 113816 255292 29105 887695 853312 34383 6128279 0
"200502" 7134038 64304 6371384 0 76270 998036 584761 157871 255404 147515 412376 25331 132059 254986 1188248 2739108 683951 90055 20918 14907 3353 694997 6889829 264582 -977 235 -18732 284056 608439 30598 16542 561299 3327951 744600 645734 3386 114263 265411 30420 885043 876272 8771 6248857 0
"200503" 7298434 59317 6531565 0 75472 991979 583655 153385 254939 153382 421149 24488 138830 257831 1206760 2839022 708230 95500 23538 16533 3554 703998 7006789 285011 -311 910 -29294 313706 565984 32975 18069 514940 3426579 802357 662157 3609 116328 268336 27313 849115 878020 -28905 6399548 0
"200504" 7392548 65504 6621257 0 64157 992745 578986 152288 261471 157165 411620 23928 146164 241528 1249264 2902113 707039 95620 24150 17384 3259 702528 7119481 288509 885 72 -22335 309887 587748 33886 17389 536473 3493090 838075 626111 3332 121737 268505 25778 866596 896970 -30374 6487362 0
"200601" 7595210 57609 6787128 0 66144 1037445 623583 151460 262402 159621 422618 24915 154196 243507 1280853 2975962 697480 101852 28202 16951 0 750473 7267712 278962 -856 566 -30943 310195 560984 4234 16597 540153 3549557 871077 675492 0 125965 271645 24383 909647 914533 -4886 6640123 0
"200602" 7787679 60219 6961896 0 68086 1070840 664194 154479 252167 160942 439107 25907 158731 254469 1310976 3078373 694749 93358 26987 18478 0 765564 7413158 270432 -1037 291 -29738 300916 582238 41495 21717 519026 3577145 931920 706812 0 132228 289638 20938 901807 929733 -27926 6823073 0
"200603" 7867210 54466 7010373 0 62341 1010570 602070 155541 252959 167730 450942 27958 150433 272551 1327134 3119972 710502 110374 29436 21371 0 802371 7527947 308913 -1099 322 -35364 345054 550923 48309 23006 479608 3608194 954475 707945 0 135590 287831 29268 944808 963020 -18212 6849191 0
"200604" 8189467 67802 7320479 0 61938 1040283 647752 147190 245341 178905 470670 32726 158817 279127 1312204 3338902 741200 116540 35290 24547 0 801186 7760228 361153 -333 67 -58926 420345 551155 28025 26761 496369 3770881 968004 647468 0 149248 348514 24710 939095 1006940 -67845 7144102 0
"200701" 8097613 56732 7293849 0 69915 1030595 652387 151509 226699 186862 473952 31287 151379 291286 1309682 3319681 723278 121959 35412 22512 0 747032 7746305 316904 -870 27 -67371 385118 543226 3862 28161 511203 3856710 889170 694430 0 153701 341241 22119 928804 1017932 -89128 7113965 13033
"200702" 8253836 57447 7440979 0 68483 1027609 647630 144491 235488 189211 485544 28152 159665 297727 1345517 3401993 737869 118941 40903 24910 0 755410 7921557 351405 -1301 204 -67079 419581 534301 22246 31251 480804 3883912 880903 736852 0 160756 349848 15524 1008056 1040210 -32154 7256226 12604
"200703" 8560074 61236 7650974 0 70030 962173 594954 144541 222678 191367 551350 36682 175243 339425 1447841 3448654 771518 135267 43898 28876 0 847864 8172558 453540 -722 202 -35509 489569 541483 71816 29154 440513 3935497 922376 685182 0 166634 430526 16392 1020928 1086407 -65479 7442933 11789
"200704" 8840761 72218 7883731 0 73020 928933 592837 142799 193297 190913 572366 48222 223658 300486 1532883 3564632 804096 145854 41468 29565 0 884812 8370115 502511 -19 48636 -24419 478313 560156 42912 31742 485502 4025925 991089 611367 0 174358 455234 11108 1038367 1133057 -94690 7666843 11181
"200801" 9030948 65373 7969146 0 64057 923153 616814 148151 158188 201670 571954 50074 240779 281101 1590233 3603198 796317 158441 33674 26449 0 996429 8574737 511155 -555 111292 -49891 450309 560158 42925 29489 487744 4136405 1009886 592701 0 174241 472911 151 1117129 1158434 -41305 7750582 11173
"200802" 9054889 75182 8032246 0 49450 985675 676721 145970 162984 201405 566290 43521 237298 285471 1622110 3578133 812984 158125 32577 25498 0 947461 8576093 672210 -638 174189 -20696 519355 556846 50217 27651 478978 4132728 963084 560444 0 173522 482390 -12321 1047190 1148484 -101294 7816047 10719
"200803" 9786089 227863 8467527 100037 71496 991297 697877 146406 147014 221804 560115 38658 245835 275622 1686951 3769770 844087 178762 23241 19967 0 1090699 9104984 774166 -954 300057 -33906 508969 611213 41454 39261 530498 4355658 1077598 535448 0 173781 612104 -29697 994713 1157217 -162504 8245557 9846
"200804" 10247682 635107 8382887 15685 53399 1068668 744856 157066 166746 214133 541989 23840 222190 295959 1670777 3754651 878643 158641 6711 19590 0 1229688 9753064 1288952 -1494 559695 86384 644367 700946 3453 62923 634570 4566153 1015643 352380 0 182380 526268 -74578 1194920 1181286 13634 8197945 9519
"200901" 10036455 568424 8320563 4452 70996 1085440 730206 166879 188355 211795 572886 22500 214029 336357 1580676 3766440 850749 139119 4485 33525 0 1147468 9562596 1075029 -3075 540810 3866 533428 637892 4303 44823 588766 4701469 976272 362222 0 168331 457775 -72571 1256177 1245398 10779 8143434 9132
"200902" 9987525 490038 8390621 9841 82668 1136801 765137 173505 198159 217280 603743 25841 209836 368066 1523322 3811820 837783 120869 10480 36014 0 1106866 9511319 912098 -2831 328511 22634 563784 698841 4038 42425 652378 4728471 915574 483261 0 165307 452525 -80857 1236099 1260832 -24733 8223258 8052
"200903" 9924593 611362 8231252 52 118972 1106515 700475 191942 214098 214528 624135 27163 205952 391020 1394959 3712067 832687 157065 20545 49727 0 1081979 9617431 889500 -2535 207232 39306 645497 705283 3701 33136 668446 4810623 865825 515827 0 158269 404164 -65927 1333867 1320845 13022 8003915 7288
"200904" 10044626 679542 8289975 0 117701 1199990 733567 215312 251111 215096 590408 25868 194938 369602 1338393 3738596 855311 158047 30317 46115 0 1075109 9720710 673605 -2097 96618 27873 551211 781862 3789 34059 744014 4949079 841666 624016 0 174061 402031 -67524 1341914 1346277 -4363 8055495 6926
"201001" 10255729 683961 8519892 0 181592 1196907 696541 260336 240030 216235 516004 24381 164972 326651 1340189 3681850 1149191 160044 34691 43188 0 1051876 9890779 449090 -1625 11523 -25973 465165 735376 4113 34663 696600 5056458 789948 667307 132545 417291 356976 -73601 1359389 1342671 16718 8281968 7532
"201002" 10151253 650454 8416162 0 181169 1192884 661258 285051 246575 218412 498566 17188 152774 328604 1332334 3634098 1133723 164462 21822 38692 0 1084637 9889152 449415 -1948 673 -1723 452413 754729 3234 36264 715231 5047884 770529 603657 135794 418280 327634 -64599 1445829 1366953 78876 8191186 6404
"201003" 10094492 586418 8449821 0 220209 1242909 693043 312244 237622 226378 498723 16601 142300 339822 1328602 3602961 1115273 144059 29526 41181 0 1058253 9895987 428404 -1574 296 -30129 459811 751362 3616 31417 716329 5126621 750061 538519 129213 418359 289078 -64822 1529192 1387807 141385 8235055 6112
