"DATES" "FL614090005.Q" "FL613020003.Q" "FL613030003.Q" "FL614004005.Q" "FL613063003.Q" "FL613069500.Q" "FL613065000.Q" "FL613066005.Q" "FL613090005.Q" "FL614190005.Q" "FL614104005.Q" "FL613169100.Q" "FL613163003.Q" "FL613168000.Q" "FL313069223.Q" "FL613178003.Q" "FL613190005.Q" "FL613192003.Q" "FL613194003.Q" "FL613193005.Q" "FL613066303.Q"
"200501" 1842467 25476 59444 1671237 248228 447872 481756 493381 86310 1842506 1143914 161177 849465 133272 0 17735 680857 25785 254397 400675 75947
"200502" 1868806 25921 60483 1694294 252567 455614 491055 495058 88108 1856661 1143863 148832 865142 129889 0 18287 694511 27277 259993 407241 80147
"200503" 1777297 20960 48906 1669440 204224 450999 505792 508425 37991 1796491 1038618 146034 753761 138823 0 19887 737986 28477 271007 438502 82320
"200504" 1856918 17409 52226 1740616 203548 479170 541364 516534 46667 1828299 1108578 159997 806478 142103 0 16943 702778 38753 312241 351784 85309
"200601" 1854302 17148 51444 1743393 200501 482802 560591 499499 42317 1822143 1099322 150971 810930 137421 0 17107 705714 40354 319007 346353 91705
"200602" 1856802 16237 48711 1764221 189849 497351 572036 504985 27633 1836439 1122244 152685 832620 136939 0 16630 697565 41856 327445 328264 97767
"200603" 1871811 15695 47084 1791729 183508 490420 591633 526168 17303 1848328 1119521 164014 824020 131487 0 16844 711963 42657 336692 332614 102124
"200604" 1891258 15808 47424 1811602 184833 498043 594372 534354 16424 1876815 1144173 165267 849666 129240 0 16969 715673 51113 338536 326024 105956
"200701" 1892394 16176 48528 1806378 189133 505429 579815 532001 21312 1914176 1234196 132480 963584 138132 0 15497 664483 44130 327020 293333 110718
"200702" 1896599 16418 49255 1807048 191967 509268 563172 542641 23878 1929626 1240306 127034 959819 153453 0 15402 673918 44571 344452 284895 116317
"200703" 1924376 16759 50276 1831875 195949 507904 560390 567632 25466 1958882 1280367 119756 983875 176736 0 15695 662820 42323 327807 292690 120465
"200704" 1911153 16194 48583 1828220 189350 522957 531857 584056 18156 1949558 1279631 123528 974097 182006 0 15508 654419 62721 321433 270265 122898
"200801" 1940975 16964 50893 1846894 198352 541997 525830 580715 26224 1982881 1301438 113543 1004507 183388 0 15667 665776 72851 328662 264263 124934
"200802" 1929762 16914 50743 1835053 197768 563927 491585 581773 27052 1974346 1299264 112391 989288 197585 0 15661 659421 75490 319914 264017 121912
"200803" 1909813 16682 50047 1816934 195057 557003 468617 596257 26150 1950647 1264678 103261 980544 180873 0 15596 670373 83455 324826 262092 118522
"200804" 1851669 16452 49357 1755896 192364 539882 447886 575764 29964 1880485 1200265 100885 924456 174924 0 15424 664796 57703 313046 294047 111090
"200901" 1816158 17079 51238 1703446 199695 516685 440237 546829 44395 1827640 1148039 72834 906840 167193 1172 15357 664244 61059 303178 300007 101795
"200902" 1777245 17511 52532 1651115 204739 493012 426841 526523 56087 1750884 1102233 66766 856633 177464 1370 14563 634088 65459 285033 283596 94012
"200903" 1733904 17096 51287 1610449 199890 474268 415611 520680 55072 1698589 1074944 58972 854287 161685 0 13779 609866 66741 279265 263860 90228
"200904" 1662467 16987 50960 1532615 198615 448885 397357 487758 61905 1630277 1044063 62074 837488 144501 0 12659 573555 58763 280451 234341 85370
"201001" 1665760 15877 47630 1556937 185636 447526 386863 536912 45316 1631650 1048106 63987 858223 125896 0 12555 570989 60408 277340 233241 80746
"201002" 1642899 16141 48422 1526108 188721 439226 371051 527110 52228 1598951 1017651 63082 834560 120009 0 12630 568670 60076 273517 235077 77212
"201003" 1613400 15594 46782 1503510 182331 441960 361178 518041 47514 1564242 979294 58374 825925 94995 0 12801 572147 61266 273723 237159 74977
