"DATES" "FL263191103.Q" "FL313091105.Q" "FL713091103.Q" "FL313131003.Q" "FL313131003.Q" "FL403197033.Q" "FL403197033.Q" "FL543077003.Q" "FL543077003.Q" "FL543195005.Q" "FL543195013.Q" "FL543195023.Q" "FL543195033.Q" "FL543195005.Q" "FL513176003.Q" "FL153076005.Q" "FL103076003.Q" "FL113076003.Q" "FL133076005.Q" "FL573095405.Q" "FL573095405.Q" "FL573074005.Q" "FL573074005.Q" "FL663097005.Q" "FL663097005.Q" "FL343150005.Q" "FL343150005.Q" "FL313195105.Q" "FL313195105.Q"
"195403" 406 406 0 2304 2304 773 773 1315 1315 4225 502 3011 712 4225 10160 5044 1840 2068 1208 0 0 213 213 0 0 9281 9281 0 0
"195404" 412 412 0 2239 2239 802 802 1341 1341 4325 514 3089 722 4325 10310 5104 1866 2113 1227 0 0 224 224 0 0 9359 9359 0 0
"195501" 509 509 0 2200 2200 859 859 1371 1371 4432 528 3172 732 4432 10479 5178 1898 2154 1249 0 0 237 237 0 0 9347 9347 0 0
"195502" 600 600 0 2107 2107 855 855 1405 1405 4548 545 3262 741 4548 10661 5263 1932 2191 1275 0 0 259 259 0 0 9702 9702 0 0
"195503" 666 666 0 1997 1997 669 669 1442 1442 4665 561 3353 751 4665 10849 5347 1975 2226 1301 0 0 280 280 0 0 9975 9975 0 0
"195504" 723 723 0 1984 1984 698 698 1482 1482 4775 575 3440 760 4775 11034 5414 2034 2262 1324 0 0 295 295 0 0 10048 10048 0 0
"195601" 828 828 0 1893 1893 771 771 1525 1525 4884 585 3525 774 4884 11215 5470 2107 2295 1343 0 0 311 311 0 0 10061 10061 0 0
"195602" 946 946 0 1858 1858 739 739 1573 1573 4988 592 3608 788 4988 11390 5510 2196 2325 1359 0 0 317 317 0 0 10377 10377 0 0
"195603" 1128 1128 0 1792 1792 659 659 1622 1622 5090 599 3690 801 5090 11574 5551 2293 2356 1374 0 0 324 324 0 0 10918 10918 0 0
"195604" 1266 1266 0 1740 1740 683 683 1669 1669 5200 612 3773 815 5200 11783 5608 2393 2392 1390 0 0 339 339 0 0 10911 10911 0 0
"195701" 1515 1515 0 1693 1693 669 669 1714 1714 5316 631 3856 829 5316 12019 5663 2519 2432 1405 0 0 348 348 0 0 10924 10924 0 0
"195702" 1799 1799 0 1592 1592 696 696 1760 1760 5438 657 3938 843 5438 12285 5723 2666 2477 1419 0 0 370 370 0 0 11224 11224 0 0
"195703" 1921 1921 0 1490 1490 549 549 1804 1804 5558 682 4020 856 5558 12554 5780 2819 2522 1433 0 0 373 373 0 0 11270 11270 0 0
"195704" 1845 1845 0 1413 1413 653 653 1843 1843 5669 698 4101 870 5669 12800 5829 2965 2560 1446 0 0 378 378 0 0 11346 11346 0 0
"195801" 1951 1951 0 1388 1388 974 974 1877 1877 5772 706 4182 884 5772 13022 5867 3103 2592 1460 0 0 393 393 0 0 11511 11511 0 0
"195802" 2114 2114 0 1288 1288 1118 1118 1903 1903 5866 705 4263 898 5866 13220 5891 3238 2618 1473 0 0 414 414 0 0 11859 11859 0 0
"195803" 2205 2205 0 1287 1287 859 859 1931 1931 5959 704 4343 912 5959 13422 5918 3373 2644 1487 0 0 440 440 0 0 12170 12170 0 0
"195804" 2139 2139 0 1220 1220 819 819 1969 1969 6056 710 4421 925 6056 13656 5966 3511 2677 1502 0 0 469 469 0 0 12280 12280 0 0
"195901" 2235 2235 0 1186 1186 736 736 2017 2017 6160 726 4495 939 6160 13923 6033 3651 2718 1521 0 0 484 484 0 0 12413 12413 0 0
"195902" 2437 2437 0 1127 1127 776 776 2074 2074 6264 749 4562 953 6264 14224 6122 3793 2766 1543 0 0 510 510 0 0 12798 12798 0 0
"195903" 2339 2339 0 1075 1075 570 570 2133 2133 6374 774 4633 967 6374 14527 6212 3936 2814 1565 0 0 520 520 0 0 13121 13121 0 0
"195904" 2382 2382 0 1031 1031 589 589 2187 2187 6491 794 4717 980 6491 14800 6279 4081 2856 1584 0 0 547 547 0 0 13164 13164 0 0
"196001" 2523 2523 0 975 975 534 534 2238 2238 6623 813 4816 994 6623 15049 6329 4229 2892 1599 0 0 549 549 0 0 13251 13251 0 0
"196002" 2673 2673 0 917 917 736 736 2288 2288 6768 831 4929 1008 6768 15280 6364 4383 2923 1610 0 0 572 572 0 0 13936 13936 0 0
"196003" 2768 2768 0 873 873 737 737 2336 2336 6917 848 5047 1022 6917 15501 6393 4534 2953 1621 0 0 573 573 0 0 14038 14038 0 0
"196004" 2910 2910 0 844 844 938 938 2379 2379 7061 865 5161 1035 7061 15721 6427 4672 2987 1635 0 0 613 613 0 0 14090 14090 0 0
"196101" 2987 2987 0 803 803 1026 1026 2417 2417 7215 880 5274 1061 7215 15936 6463 4796 3025 1652 0 0 657 657 0 0 14141 14141 0 0
"196102" 3090 3090 0 774 774 1154 1154 2448 2448 7367 893 5387 1087 7367 16146 6502 4905 3067 1672 0 0 674 674 0 0 14927 14927 0 0
"196103" 3104 3104 0 743 743 1022 1022 2478 2478 7523 907 5502 1114 7523 16349 6537 5013 3108 1691 0 0 697 697 0 0 14996 14996 0 0
"196104" 3171 3171 0 720 720 1180 1180 2512 2512 7683 923 5620 1140 7683 16545 6563 5134 3144 1704 0 0 740 740 0 0 15006 15006 0 0
"196201" 3219 3219 0 677 677 1109 1109 2549 2549 7854 941 5747 1166 7854 16725 6571 5268 3175 1711 0 0 749 749 0 0 15054 15054 0 0
"196202" 3370 3370 0 648 648 1193 1193 2587 2587 8040 959 5889 1192 8040 16882 6557 5416 3199 1710 0 0 686 686 0 0 15908 15908 0 0
"196203" 3445 3445 0 620 620 984 984 2626 2626 8218 980 6020 1218 8218 17047 6550 5561 3225 1711 0 0 716 716 0 0 15923 15923 0 0
"196204" 3416 3416 0 601 601 1213 1213 2667 2667 8363 1005 6114 1244 8363 17249 6581 5684 3260 1724 0 0 768 768 0 0 15999 15999 0 0
"196301" 3466 3466 0 575 575 1283 1283 2711 2711 8473 1035 6168 1270 8473 17503 6652 5792 3307 1752 0 0 803 803 0 0 16048 16048 0 0
"196302" 3732 3732 0 551 551 1325 1325 2758 2758 8547 1070 6181 1296 8547 17820 6764 5894 3367 1795 0 0 834 834 0 0 17000 17000 0 0
"196303" 3763 3763 0 523 523 1014 1014 2806 2806 8616 1107 6187 1322 8616 18120 6879 5977 3425 1839 0 0 864 864 0 0 17073 17073 0 0
"196304" 3863 3863 0 508 508 1151 1151 2853 2853 8710 1141 6221 1348 8710 18323 6960 6031 3463 1869 0 0 895 895 0 0 17160 17160 0 0
"196401" 3795 3795 0 491 491 977 977 2898 2898 8821 1175 6272 1374 8821 18618 7077 6111 3520 1910 0 0 940 940 0 0 17268 17268 0 0
"196402" 3722 3722 0 473 473 1153 1153 2941 2941 8940 1208 6332 1400 8940 18917 7198 6186 3579 1954 0 0 978 978 0 0 18179 18179 0 0
"196403" 3700 3700 0 455 455 989 989 2986 2986 9072 1241 6404 1427 9072 19238 7336 6263 3641 1998 0 0 1014 1014 0 0 18348 18348 0 0
"196404" 3882 3882 0 436 436 1199 1199 3039 3039 9220 1276 6491 1453 9220 19599 7507 6350 3704 2038 0 0 1049 1049 0 0 18409 18409 0 0
"196501" 3741 3741 0 411 411 1048 1048 3097 3097 9386 1312 6595 1479 9386 19961 7684 6434 3768 2075 0 0 1081 1081 0 0 18480 18480 0 0
"196502" 3835 3835 0 388 388 1175 1175 3160 3160 9571 1348 6718 1505 9571 20341 7865 6534 3833 2109 0 0 1087 1087 0 0 19550 19550 0 0
"196503" 3949 3949 0 371 371 944 944 3228 3228 9766 1387 6848 1531 9766 20736 8047 6646 3901 2142 0 0 1157 1157 0 0 19728 19728 0 0
"196504" 3898 3898 0 352 352 1045 1045 3303 3303 9962 1432 6973 1557 9962 21145 8226 6766 3975 2178 0 0 1203 1203 0 0 19724 19724 0 0
"196601" 3807 3807 0 332 332 824 824 3385 3385 10168 1482 7097 1589 10168 21569 8403 6894 4056 2216 0 0 1226 1226 0 0 19747 19747 0 0
"196602" 3897 3897 0 216 216 1025 1025 3475 3475 10379 1537 7221 1621 10379 22009 8577 7034 4143 2255 0 0 1223 1223 0 0 20835 20835 0 0
"196603" 4025 4025 0 164 164 735 735 3568 3568 10595 1595 7347 1653 10595 22463 8752 7181 4234 2296 0 0 1189 1189 0 0 20935 20935 0 0
"196604" 4163 4163 0 135 135 1037 1037 3659 3659 10814 1652 7477 1685 10814 22930 8935 7331 4325 2339 0 0 1249 1249 0 0 20977 20977 0 0
"196701" 3722 3722 0 99 99 1491 1491 3736 3736 11233 1920 7596 1717 11233 23427 9129 7490 4420 2388 0 0 1353 1353 0 0 20925 20925 0 0
"196702" 3849 3849 0 83 83 1926 1926 3807 3807 11454 1994 7711 1749 11454 23945 9329 7657 4517 2442 0 0 1380 1380 0 0 22043 22043 0 0
"196703" 3809 3809 0 44 44 1318 1318 3876 3876 11672 2066 7825 1781 11672 24482 9536 7830 4618 2498 0 0 1451 1451 0 0 22074 22074 0 0
"196704" 3953 3953 0 25 25 1432 1432 3947 3947 11898 2144 7941 1813 11898 25006 9738 7999 4716 2553 0 0 1470 1470 0 0 22292 22292 0 0
"196801" 3823 3823 0 0 0 1303 1303 4031 4031 12139 2224 8070 1845 12139 25578 9956 8181 4825 2616 0 0 1443 1443 0 0 22334 22334 0 0
"196802" 3925 3925 0 0 0 1400 1400 4121 4121 12385 2303 8205 1877 12385 26159 10180 8363 4935 2681 0 0 1566 1566 0 0 23603 23603 0 0
"196803" 3924 3924 0 0 0 1253 1253 4213 4213 12637 2385 8343 1909 12637 26780 10414 8560 5054 2752 0 0 1621 1621 0 0 23594 23594 0 0
"196804" 3890 3890 0 0 0 1383 1383 4302 4302 12894 2474 8479 1941 12894 27472 10667 8788 5187 2830 0 0 1671 1671 0 0 23628 23628 0 0
"196901" 3660 3660 0 0 0 1244 1244 4390 4390 13154 2565 8616 1973 13154 28314 11015 9046 5336 2917 0 0 1667 1667 0 0 23755 23755 0 0
"196902" 3758 3758 0 0 0 1278 1278 4478 4478 13418 2659 8754 2005 13418 29147 11295 9336 5502 3014 0 0 1674 1674 0 0 24871 24871 0 0
"196903" 3817 3817 0 0 0 891 891 4568 4568 13692 2762 8893 2037 13692 29840 11412 9639 5675 3114 0 0 1672 1672 0 0 25176 25176 0 0
"196904" 3801 3801 0 0 0 1041 1041 4688 4688 13982 2879 9034 2069 13982 30817 11825 9935 5846 3211 0 0 1710 1710 0 0 25147 25147 0 0
"197001" 3781 3781 0 0 0 986 986 4792 4792 14291 3014 9176 2101 14291 31664 12160 10173 6013 3318 0 0 1720 1720 0 0 25185 25185 0 0
"197002" 3818 3818 0 0 0 1333 1333 4899 4899 14621 3169 9319 2133 14621 32515 12523 10377 6181 3434 0 0 1560 1560 0 0 26910 26910 0 0
"197003" 3774 3774 0 0 0 1339 1339 5008 5008 14956 3328 9463 2165 14956 33371 12890 10584 6349 3548 0 0 1730 1730 0 0 27046 27046 0 0
"197004" 3817 3817 0 0 0 2330 2330 5118 5118 15279 3474 9608 2197 15279 34235 13240 10831 6515 3649 0 0 1858 1858 0 0 27528 27528 0 0
"197101" 3737 3737 0 0 0 3425 3425 5206 5206 15615 3592 9762 2261 15615 35096 13563 11068 6698 3767 0 0 2004 2004 0 0 27726 27726 0 0
"197102" 3658 3658 0 0 0 2112 2112 5282 5282 15939 3694 9921 2324 15939 35932 13864 11294 6886 3888 0 0 2029 2029 0 0 29583 29583 0 0
"197103" 3652 3652 0 0 0 1450 1450 5356 5356 16262 3790 10084 2388 16262 36812 14165 11550 7083 4014 0 0 2097 2097 0 0 29814 29814 0 0
"197104" 3635 3635 0 0 0 1789 1789 5436 5436 16593 3892 10250 2451 16593 37805 14484 11878 7296 4147 0 0 2199 2199 0 0 30371 30371 0 0
"197201" 3527 3527 0 0 0 2008 2008 5556 5556 16954 4001 10439 2514 16954 38909 14814 12282 7526 4287 0 0 2350 2350 0 0 30289 30289 0 0
"197202" 3513 3513 0 0 0 1746 1746 5701 5701 17329 4110 10641 2578 17329 40125 15146 12768 7775 4436 0 0 2426 2426 0 0 32423 32423 0 0
"197203" 3499 3499 0 0 0 1444 1444 5849 5849 17716 4224 10851 2641 17716 41385 15497 13272 8030 4586 0 0 2537 2537 0 0 32693 32693 0 0
"197204" 3469 3469 0 0 0 1548 1548 5976 5976 18113 4347 11061 2705 18113 42624 15886 13729 8278 4731 0 0 2722 2722 0 0 33364 33364 0 0
"197301" 3499 3499 0 0 0 1291 1291 6087 6087 18521 4479 11274 2768 18521 43819 16232 14208 8520 4859 0 0 2695 2695 0 0 33182 33182 0 0
"197302" 3524 3524 0 0 0 1453 1453 6185 6185 18944 4620 11492 2832 18944 45006 16579 14692 8760 4975 0 0 2634 2634 0 0 35497 35497 0 0
"197303" 3493 3493 0 0 0 1178 1178 6278 6278 19373 4765 11713 2895 19373 46196 16921 15185 9000 5090 0 0 2826 2826 0 0 35193 35193 0 0
"197304" 4072 4072 0 0 0 1745 1745 6376 6376 19805 4910 11936 2959 19805 47399 17253 15689 9243 5214 0 0 2697 2697 0 0 35499 35499 0 0
"197401" 4253 4253 0 0 0 2027 2027 6530 6530 20225 5074 12129 3022 20225 48618 17572 16208 9490 5348 0 0 2791 2791 0 0 35113 35113 0 0
"197402" 3662 3662 0 0 0 2064 2064 6715 6715 20638 5251 12302 3085 20638 49859 17884 16742 9742 5491 0 0 2718 2718 0 0 38912 38912 0 0
"197403" 3518 3518 0 0 0 2063 2063 6908 6908 21060 5432 12479 3149 21060 51093 18188 17281 9991 5633 0 0 2459 2459 0 0 38126 38126 0 0
"197404" 3531 3531 0 0 0 2393 2393 7086 7086 21503 5607 12684 3212 21503 52293 18486 17816 10229 5762 0 0 2670 2670 0 0 38238 38238 0 0
"197501" 3213 3213 0 0 0 2889 2889 7258 7258 21975 5782 12917 3276 21975 53679 18885 18359 10514 5921 0 0 3035 3035 0 0 37947 37947 0 0
"197502" 2738 2738 0 0 0 2721 2721 7431 7431 22478 5962 13177 3339 22478 55061 19254 18902 10815 6090 0 0 3436 3436 0 0 43043 43043 0 0
"197503" 2211 2211 0 0 0 2245 2245 7596 7596 22981 6136 13442 3403 22981 56611 19759 19456 11129 6267 0 0 3431 3431 0 0 41962 41962 0 0
"197504" 1995 1995 0 0 0 2662 2662 7744 7744 23448 6293 13689 3466 23448 58502 20545 20043 11461 6453 0 0 3665 3665 0 0 42061 42061 0 0
"197601" 2047 2047 0 0 0 3121 3121 7902 7902 24016 6462 13973 3581 24016 60744 21318 20792 11909 6725 0 0 3965 3965 310 310 41323 41323 0 0
"197602" 1897 1897 0 0 0 2860 2860 8045 8045 24601 6630 14275 3696 24601 63347 22227 21637 12431 7052 0 0 3984 3984 178 178 47681 47681 0 0
"197603" 1880 1880 0 0 0 3067 3067 8196 8196 25191 6797 14583 3811 25191 66100 23192 22530 12982 7396 0 0 4032 4032 198 198 46312 46312 0 0
"197604" 854 854 0 0 0 3866 3866 8375 8375 25773 6962 14885 3926 25773 68792 24132 23424 13518 7718 0 0 4130 4130 610 610 46657 46657 0 0
"197701" 786 786 0 0 0 3509 3509 8582 8582 26513 7252 15216 4045 26513 71737 25136 24428 14105 8068 0 0 4140 4140 931 931 45466 45466 0 0
"197702" 884 884 0 0 0 3712 3712 8818 8818 27342 7614 15564 4164 27342 74852 26207 25491 14723 8431 0 0 4284 4284 540 540 46928 46928 0 0
"197703" 841 841 0 0 0 3572 3572 9060 9060 28193 7992 15918 4283 28193 78085 27288 26623 15367 8807 0 0 4348 4348 443 443 53102 53102 0 0
"197704" 818 818 0 0 0 4146 4146 9284 9284 28997 8329 16266 4402 28997 81385 28323 27833 16032 9197 0 0 4459 4459 491 491 53232 53232 0 0
"197801" 861 861 0 0 0 4439 4439 9534 9534 29812 8661 16618 4533 29812 84775 29306 29138 16724 9607 0 0 4551 4551 561 561 51966 51966 0 0
"197802" 849 849 0 0 0 5010 5010 9790 9790 30631 8997 16971 4663 30631 88282 30235 30554 17451 10042 0 0 4845 4845 360 360 53425 53425 0 0
"197803" 827 827 0 0 0 5624 5624 10059 10059 31439 9316 17330 4793 31439 91856 31183 32005 18190 10478 0 0 5214 5214 517 517 59653 59653 0 0
"197804" 935 935 0 0 0 6206 6206 10349 10349 32218 9596 17699 4923 32218 95447 32224 33415 18917 10891 0 0 5270 5270 1016 1016 60259 60259 0 0
"197901" 982 982 0 0 0 6689 6689 10665 10665 33006 9839 18088 5079 33006 99066 33335 34813 19635 11283 0 0 5571 5571 555 555 58551 58551 0 0
"197902" 965 965 0 0 0 7948 7948 11010 11010 33786 10047 18504 5235 33786 102724 34494 36229 20346 11655 0 0 5772 5772 604 604 60046 60046 0 0
"197903" 924 924 0 0 0 8271 8271 11360 11360 34537 10235 18910 5392 34537 106427 35717 37621 21065 12024 0 0 6095 6095 777 777 67607 67607 0 0
"197904" 942 942 0 0 0 9254 9254 11692 11692 35234 10416 19270 5548 35234 110182 37022 38949 21805 12406 0 0 6196 6196 1146 1146 68259 68259 0 0
"198001" 778 778 0 0 0 9684 9684 12003 12003 35800 10578 19583 5639 35800 114012 38599 40199 22462 12752 0 0 6240 6240 720 720 66161 66161 0 0
"198002" 729 729 0 0 0 10126 10126 12288 12288 36289 10709 19850 5730 36289 117350 39773 41398 23094 13085 0 0 6761 6761 773 773 67358 67358 0 0
"198003" 720 720 0 0 0 9498 9498 12587 12587 36770 10843 20106 5821 36770 120571 40926 42540 23700 13405 0 0 7241 7241 1793 1793 76924 76924 0 0
"198004" 1842 1842 0 0 0 10068 10068 12939 12939 37313 11015 20386 5912 37313 123727 42115 43619 24279 13714 0 0 7566 7566 1130 1130 77183 77183 0 0
"198101" 1674 1674 0 0 0 9694 9694 13358 13358 38109 11214 20688 6207 38109 126814 43349 44635 24826 14004 0 0 7697 7697 797 797 74439 74439 0 0
"198102" 1851 1851 0 0 0 9793 9793 13859 13859 38942 11432 21009 6501 38942 129799 44604 45592 25334 14269 0 0 7753 7753 1040 1040 75653 75653 0 0
"198103" 1820 1820 0 0 0 11801 11801 14345 14345 39793 11671 21326 6796 39793 132592 45743 46487 25829 14533 0 0 7600 7600 576 576 86895 86895 0 0
"198104" 1573 1573 0 0 0 11914 11914 14722 14722 40637 11931 21616 7090 40637 135270 46795 47320 26334 14821 0 0 7953 7953 2084 2084 87179 87179 0 0
"198201" 1636 1636 0 0 0 12590 12590 15001 15001 41580 12209 21879 7492 41580 137461 47336 48051 26946 15128 0 0 8215 8215 1977 1977 84313 84313 0 0
"198202" 1861 1861 0 0 0 12200 12200 15194 15194 42503 12502 22108 7893 42503 139615 47765 48640 27760 15450 0 0 8534 8534 3068 3068 86345 86345 0 0
"198203" 1913 1913 0 0 0 13813 13813 15349 15349 43459 12822 22342 8295 43459 141792 48397 49247 28368 15780 0 0 9410 9410 3684 3684 98516 98516 0 0
"198204" 1798 1798 0 0 0 14732 14732 15515 15515 44497 13181 22620 8696 44497 146102 51600 50030 28362 16110 0 0 9871 9871 2280 2280 99245 99245 0 0
"198301" 1875 1875 0 0 0 13782 13782 15665 15665 45452 13583 22938 8931 45452 148572 53786 50810 27602 16374 0 0 10730 10730 4003 4003 96374 96374 0 0
"198302" 1913 1913 0 0 0 13083 13083 15810 15810 46491 14032 23293 9166 46491 150698 56555 51606 25951 16586 0 0 11738 11738 3331 3331 98735 98735 0 0
"198303" 1875 1875 0 0 0 12440 12440 15950 15950 47560 14499 23660 9401 47560 153812 60148 52481 24367 16816 0 0 11868 11868 2416 2416 111500 111500 0 0
"198304" 1812 1812 0 0 0 11841 11841 16099 16099 48606 14956 24014 9636 48606 158322 63899 53493 23801 17129 0 0 12011 12011 5195 5195 113787 113787 0 0
"198401" 2064 2064 0 0 0 10901 10901 15949 15949 49700 15366 24318 10016 49700 161848 57737 54596 32320 17195 0 0 11629 11629 5752 5752 111640 111640 0 0
"198402" 2061 2061 0 0 0 12351 12351 15600 15600 50741 15753 24591 10397 50741 165451 59350 55929 33123 17049 0 0 11259 11259 3325 3325 115547 115547 0 0
"198403" 2191 2191 0 0 0 14942 14942 15255 15255 51766 16135 24854 10777 51766 169030 60801 57314 33968 16947 0 0 12189 12189 5232 5232 128964 128964 0 0
"198404" 2088 2088 0 0 0 18852 18852 15108 15108 52849 16552 25140 11157 52849 173138 62521 58635 34838 17144 0 0 12913 12913 5381 5381 132262 132262 0 0
"198501" 2158 2158 0 0 0 15404 15404 15071 15071 53818 17060 25446 11312 53818 177502 63656 59800 36252 17794 0 0 13761 13761 4099 4099 140863 140863 0 0
"198502" 1892 1892 0 0 0 20318 20318 15180 15180 54870 17622 25781 11467 54870 186584 69414 61202 37409 18559 0 0 14718 14718 5704 5704 144839 144839 0 0
"198503" 1874 1874 0 0 0 18136 18136 15279 15279 55931 18212 26097 11622 55931 199049 78845 62228 38524 19452 0 0 14545 14545 4496 4496 158741 158741 0 0
"198504" 1938 1938 0 0 0 23342 23342 15209 15209 56930 18805 26348 11777 56930 210175 89762 62822 39625 17966 131774 131774 18707 18707 6869 6869 172130 172130 0 0
"198601" 1916 1916 0 0 0 25662 25662 14968 14968 58005 19429 26532 12044 58005 219607 92915 67224 41097 18371 138808 138808 18707 18707 7725 7725 169702 169702 0 0
"198602" 1873 1873 0 0 0 23325 23325 14548 14548 59077 20115 26650 12312 59077 229527 96710 71315 42977 18525 140989 140989 18707 18707 11900 11900 175169 175169 0 0
"198603" 920 920 0 0 0 25041 25041 14129 14129 60096 20768 26749 12579 60096 241131 101732 75959 44521 18919 141730 141730 18712 18712 11302 11302 186641 186641 0 0
"198604" 927 927 0 0 0 26954 26954 13885 13885 61019 21294 26878 12847 61019 252382 106421 81633 44987 19341 146862 146862 18742 18742 12011 12011 201682 201682 0 0
"198701" 1080 1080 0 0 0 25191 25191 13853 13853 62372 22033 27089 13250 62372 262972 112696 86325 44292 19659 161214 161214 19042 19042 15783 15783 198583 198583 0 0
"198702" 921 921 0 0 0 21327 21327 14193 14193 63884 22881 27350 13653 63884 273839 118333 93300 42351 19855 171248 171248 19492 19492 19375 19375 204244 204244 0 0
"198703" 925 925 0 0 0 18127 18127 14503 14503 65297 23606 27634 14057 65297 284329 123646 100320 40242 20121 184348 184348 20142 20142 20863 20863 217841 217841 0 0
"198704" 781 781 0 0 0 20351 20351 15093 15093 66334 23994 27880 14460 66334 293788 129445 105050 39041 20252 186265 186265 20250 20250 15137 15137 231950 231950 0 0
"198801" 673 673 0 0 0 24544 24544 14963 14963 68293 25071 28210 15012 68293 302176 132211 111001 38512 20452 184762 184762 19750 19750 17388 17388 227959 227959 0 0
"198802" 650 650 0 0 0 20268 20268 15023 15023 69959 25877 28517 15565 69959 309455 134937 115545 38408 20565 187501 187501 19050 19050 22747 22747 234929 234929 0 0
"198803" 590 590 0 0 0 19706 19706 15187 15187 71259 26357 28785 16117 71259 316433 139109 118120 38623 20581 183436 183436 17800 17800 16307 16307 248193 248193 0 0
"198804" 729 729 0 0 0 19030 19030 15542 15542 72600 26852 29079 16669 72600 323916 144137 120042 39052 20685 186900 186900 19012 19012 23173 23173 264730 264730 0 0
"198901" 726 726 0 0 0 17674 17674 15450 15450 73893 27300 29743 16850 73893 331848 146395 124332 39932 21189 192621 192621 20696 20696 20362 20362 260176 260176 0 0
"198902" 673 673 0 0 0 21455 21455 15565 15565 74800 27679 30090 17031 74800 340175 149339 127580 41496 21760 196637 196637 22555 22555 26296 26296 268190 268190 0 0
"198903" 705 705 0 0 0 23333 23333 15693 15693 75631 27971 30449 17211 75631 348311 153384 130043 42911 21973 202090 202090 24454 24454 24094 24094 281179 281179 0 0
"198904" 586 586 0 0 0 25897 25897 16371 16371 77898 29855 30651 17392 77898 355670 155955 134245 43342 22128 204708 204708 26280 26280 39261 39261 299287 299287 0 0
"199001" 660 660 0 0 0 24378 24378 16011 16011 78583 30055 30960 17568 78583 362296 163946 133198 42724 22428 207757 207757 28004 28004 45280 45280 294038 294038 0 0
"199002" 646 646 0 0 0 23935 23935 16022 16022 79750 30839 31167 17744 79750 368235 164481 140036 40988 22730 210073 210073 29268 29268 53214 53214 301075 301075 0 0
"199003" 674 674 0 0 0 26665 26665 15972 15972 81270 32100 31250 17920 81270 373891 167872 143745 39238 23036 210651 210651 30642 30642 67085 67085 314748 314748 0 0
"199004" 628 628 0 0 0 30667 30667 16459 16459 83465 33448 31921 18096 83465 379667 170339 147463 38574 23291 214824 214824 32331 32331 71403 71403 332641 332641 0 0
"199101" 691 691 0 0 0 31142 31142 16331 16331 84937 34642 31873 18422 84937 383448 170713 150074 38960 23701 221275 221275 35015 35015 72021 72021 326631 326631 0 0
"199102" 893 893 0 0 0 31035 31035 16104 16104 86409 35837 31824 18748 86409 385780 171614 149799 40351 24016 227141 227141 38479 38479 79494 79494 336001 336001 0 0
"199103" 1330 1330 0 0 0 33479 33479 15875 15875 87881 37031 31776 19074 87881 388067 172548 149371 41813 24335 235003 235003 41713 41713 90020 90020 350634 350634 0 0
"199104" 1646 1646 0 0 0 31691 31691 15737 15737 89350 38225 31725 19400 89350 391713 175175 149525 42415 24598 244532 244532 44403 44403 102937 102937 370999 370999 0 0
"199201" 1714 1714 0 0 0 35309 35309 15673 15673 91471 39958 31868 19645 91471 396645 177223 152115 42240 25067 245603 245603 46813 46813 117992 117992 364685 364685 0 0
"199202" 1853 1853 0 0 0 34861 34861 15652 15652 93591 41692 32009 19890 93591 402793 179849 155995 41370 25579 246814 246814 49189 49189 109332 109332 374374 374374 0 0
"199203" 1624 1624 0 0 0 35858 35858 15680 15680 95710 43425 32150 20135 95710 409039 182713 160017 40405 25904 248455 248455 51659 51659 144268 144268 389902 389902 0 0
