"DATES" "FL253162005.Q" "FL213162005.Q" "FL213162400.Q" "FL213162205.Q" "FL163162005.Q" "FL103162005.Q" "FL253162005.Q" "FL153062005.Q" "FL103062003.Q" "FL113062003.Q" "FL213062003.Q" "FL263062003.Q" "FL763062005.Q" "FL443062005.Q" "FL513062003.Q" "FL543062003.Q" "FL223062003.Q" "FL633062000.Q" "FL653062003.Q" "FL553062003.Q" "FL563062003.Q" "FL403062005.Q" "FL663062003.Q"
"200103" 1557291 1256423 65514 1190909 144462 156406 1557291 571960 26337 3240 3875 8000 118119 4256 174795 18974 715 262790 245420 71999 0 30814 15997
"200104" 1603449 1294434 70496 1223938 151328 157687 1603449 580770 29331 3505 3968 8000 120185 4810 173812 18715 1651 276665 252991 74679 0 35357 19010
"200201" 1627145 1316205 71605 1244600 153440 157500 1627145 608169 29835 3471 3994 8000 118659 4966 175906 19102 686 269983 257517 76839 0 36412 13606
"200202" 1681196 1366254 76729 1289525 156625 158317 1681196 652911 27818 3437 4018 8000 118318 5110 177853 19335 822 264487 265312 78883 0 37473 17419
"200203" 1706687 1389463 85135 1304328 158059 159165 1706687 647630 33223 3403 4022 9750 121180 5250 178632 19721 837 267661 275424 81086 0 38602 20266
"200204" 1762872 1438353 95717 1342636 163897 160622 1762872 678362 32131 3369 4099 11500 121716 5753 182980 19900 858 278493 277264 86027 0 39394 21026
"200301" 1793929 1465168 97398 1367770 167987 160774 1793929 680311 32334 3199 4096 13250 123255 5834 191998 21583 876 289043 282815 87052 0 39076 19208
"200302" 1853666 1520016 97180 1422836 171757 161893 1853666 707955 30865 3029 4223 15000 127191 6039 200697 23271 851 294311 292327 86741 0 39037 22129
"200303" 1865887 1528846 99902 1428944 174523 162518 1865887 694932 34611 2859 4263 17250 131970 6642 211241 24652 2570 291761 289859 88836 0 40357 24085
"200304" 1900427 1558810 106092 1452718 177703 163914 1900427 703729 35404 2689 4379 19500 132692 6624 224198 26086 4386 292051 290199 89252 0 44381 24858
"200401" 1942663 1596938 110266 1486672 181037 164688 1942663 706112 33487 3104 4448 21750 133857 6794 237637 27215 6478 299537 300496 88792 0 47928 25028
"200402" 1976278 1624786 92450 1532336 185627 165865 1976278 723701 32561 3519 4476 24000 137134 6843 247660 28217 8253 299308 289985 90249 0 50201 30172
"200403" 1995995 1642834 98610 1544224 186021 167140 1995995 727212 31750 3934 4551 25000 139057 7207 258696 29217 1732 298507 292607 89737 0 53207 33582
"200404" 2030927 1672563 100171 1572392 189134 169230 2030927 742354 31813 4349 4653 26000 140763 7418 267778 30093 1815 313833 294305 89148 0 44644 31961
"200501" 2085751 1721804 101948 1619856 193551 170396 2085751 759683 32636 4374 4745 27000 145374 7665 280909 31122 1219 321054 301033 89417 0 43176 36344
"200502" 2134340 1764432 91438 1672994 197701 172207 2134340 792481 30113 4398 4832 28000 147873 8442 290415 31629 1607 323604 305653 90053 0 42827 32413
"200503" 2176260 1802726 95720 1707006 199846 173688 2176260 800795 32331 4423 4936 28500 153704 8851 305977 32215 1314 323455 312650 89636 0 42185 35288
"200504" 2225888 1843903 105910 1737993 205166 176819 2225888 820935 32113 4447 5008 29000 157673 8964 313165 32496 1655 336827 311659 89366 0 39695 42885
"200601" 2254336 1869713 106929 1762784 207303 177320 2254336 822877 34480 4776 5117 29500 160262 9868 319981 34014 1853 347206 321539 89136 0 38174 35553
"200602" 2305745 1911398 98949 1812449 214980 179367 2305745 865071 30718 5106 5243 30000 161692 10109 325579 35207 1830 343059 328100 89621 0 36521 37889
"200603" 2332698 1935796 98454 1837342 216790 180112 2332698 865548 27313 5435 5362 32182 168753 10999 329525 36289 3337 352875 333071 89000 0 34617 38392
"200604" 2403265 1996996 102794 1894202 224052 182217 2403265 872047 28131 5764 5486 34364 180243 11160 335223 36573 3261 370279 344385 89390 0 36091 50868
"200701" 2465711 2054293 105588 1948705 228500 182918 2465711 887705 28420 5642 5562 36546 188239 11522 344154 37912 1780 388027 358884 88844 0 34062 48412
"200702" 2533954 2114136 102951 2011185 233786 186032 2533954 912982 29455 5519 5921 38728 190345 12281 353291 39148 1777 397382 370072 88610 0 34490 53953
"200703" 2561142 2138274 105273 2033001 235533 187335 2561142 900242 30464 5397 5745 41896 192753 12980 362641 40520 2482 428401 371322 87203 360 33612 45124
"200704" 2618883 2187373 120097 2067276 241193 190317 2618883 895987 29188 5274 5793 45064 192937 11047 371300 41379 2417 471024 372183 91273 571 33324 50122
"200801" 2645989 2213143 121443 2091700 242308 190538 2645989 871587 20814 5405 5798 48231 203692 9876 374363 43152 1592 491807 380136 89253 1073 33137 66073
"200802" 2666470 2227826 115042 2112784 247176 191468 2666470 878891 20463 5490 5798 51399 203604 10549 378124 44836 1590 500270 393371 86769 1511 32002 51803
"200803" 2670174 2231219 122456 2108763 247530 191425 2670174 875864 24071 5586 5764 50945 224067 7896 378885 46103 1608 472760 399099 82472 1760 31348 61946
"200804" 2680203 2238077 132637 2105440 249257 192869 2680203 902502 26164 5617 5626 50491 216654 7762 381938 47055 1425 494599 389587 78500 2251 31291 38741
"200901" 2712271 2267425 133278 2134147 251540 193306 2712271 933238 22016 5536 5637 50037 214772 8608 375729 53353 1438 482705 406772 79691 3066 30933 38740
"200902" 2749703 2296871 122261 2174610 257979 194853 2749703 964691 21435 5410 5732 49583 219666 8703 373584 59476 1442 455568 430724 80971 3962 30448 38308
"200903" 2770946 2313271 135323 2177948 260761 196914 2770946 982730 23145 5260 5864 50000 218024 9198 371026 66104 1452 420570 459026 81869 5067 29716 41895
"200904" 2811062 2348538 135450 2213088 264239 198285 2811062 1018310 25687 5120 5943 50500 218561 9240 369382 73134 1468 401313 480171 81821 5882 29100 35430
"201001" 2844314 2379491 134638 2244853 266108 198715 2844314 1056047 24696 4988 6067 51000 219320 9601 369674 74373 1480 368692 501480 81977 6535 28042 40342
"201002" 2841139 2374674 119309 2255365 267006 199459 2841139 1064549 22020 4864 6015 51500 220400 10064 368607 75047 1478 350775 514199 82185 7256 27165 35015
"201003" 2856616 2388335 129269 2259066 266297 201984 2856616 1058777 25740 4778 6172 52031 229098 10170 371114 76674 1569 331640 532750 82699 7818 26212 39374
