"DATES" "FL474090005.Q" "FL473013003.Q" "FL473020005.Q" "FL473030005.Q" "FL472050000.Q" "FL474004005.Q" "FL473069103.Q" "FL473061105.Q" "FL473061705.Q" "FL473063003.Q" "FL473069503.Q" "FL473065105.Q" "FL473066000.Q" "FL473064203.Q" "FL473090005.Q" "FL474190005.Q" "FL473139000.Q" "FL473127003.Q" "FL473131005.Q" "FL473135003.Q" "FL473169333.Q" "FL473193005.Q"
"196202" 7304 0 408 1832 0 5213 0 229 0 0 0 1095 3889 0 -149 6854 5939 14 5925 0 0 915
"196203" 7439 0 408 1771 0 5412 0 234 0 0 0 1158 4020 0 -152 6969 6048 14 6034 0 0 921
"196204" 7741 0 410 1919 0 5570 0 240 0 0 0 1227 4103 0 -158 7254 6331 15 6316 0 0 923
"196301" 7946 0 416 2088 0 5604 0 249 1 0 0 1327 4027 0 -162 7442 6518 15 6503 0 0 924
"196302" 8133 0 424 1940 0 5935 0 260 2 0 0 1321 4352 0 -166 7610 6691 16 6675 0 0 919
"196303" 8287 0 434 1875 0 6147 0 271 3 0 0 1395 4478 0 -169 7745 6831 16 6815 0 0 914
"196304" 8630 0 447 2046 0 6313 0 280 5 0 0 1482 4546 0 -176 8071 7165 17 7148 0 0 906
"196401" 8836 0 462 2179 0 6375 0 286 7 0 0 1486 4596 0 -180 8248 7357 17 7340 0 0 891
"196402" 9127 0 481 2104 0 6728 0 290 9 0 0 1428 5001 0 -186 8511 7635 18 7617 0 0 876
"196403" 9337 0 500 2023 0 7005 0 293 12 0 0 1485 5215 0 -191 8690 7828 18 7810 0 0 862
"196404" 9749 0 515 2236 0 7197 0 295 15 0 0 1450 5437 0 -199 9072 8225 19 8206 0 0 847
"196501" 9940 0 525 2309 0 7309 0 297 18 0 0 1589 5405 0 -203 9233 8398 19 8379 0 0 835
"196502" 10205 0 532 2111 0 7770 0 298 19 0 0 1586 5867 0 -208 9467 8644 20 8624 0 0 823
"196503" 10377 0 538 2024 0 8027 0 299 23 0 0 1505 6200 0 -212 9606 8796 20 8776 0 0 810
"196504" 10817 0 545 2252 0 8241 0 303 34 0 0 1426 6478 0 -221 10016 9220 21 9199 0 0 796
"196601" 11011 0 553 2342 0 8341 0 308 54 0 0 1672 6307 0 -225 10178 9391 22 9369 0 0 787
"196602" 11271 0 561 2157 0 8783 0 315 83 0 0 1623 6762 0 -230 10406 9626 22 9604 0 0 780
"196603" 11393 0 570 1940 0 9115 0 322 114 0 0 1502 7177 0 -232 10491 9720 23 9697 0 0 771
"196604" 11766 0 579 2073 0 9354 0 327 139 0 0 1434 7454 0 -240 10832 10071 23 10048 0 0 761
"196701" 11969 0 589 2269 0 9355 0 329 160 0 0 1435 7431 0 -244 11008 10249 24 10225 0 0 759
"196702" 12315 0 620 2189 0 9757 0 328 178 0 0 1428 7823 0 -251 11330 10573 24 10549 0 0 757
"196703" 12493 0 650 2085 0 10013 0 328 196 0 0 1425 8064 0 -255 11480 10727 25 10702 0 0 753
"196704" 12890 0 668 2266 0 10219 0 331 217 0 0 1384 8287 0 -263 11852 11103 26 11077 0 0 749
"196801" 13158 0 675 2457 0 10295 0 334 247 0 0 1319 8395 0 -269 12090 11348 26 11322 0 0 742
"196802" 13573 0 674 2329 0 10847 0 334 282 0 0 1311 8920 0 -277 12476 11742 27 11715 0 0 734
"196803" 13711 0 669 2026 0 11296 0 339 319 0 0 1279 9359 0 -280 12579 11852 27 11825 0 0 727
"196804" 14194 0 661 2105 0 11718 0 357 354 0 0 1276 9731 0 -290 13033 12312 29 12283 0 0 721
"196901" 14580 0 652 2224 0 12002 0 390 387 0 0 1259 9966 0 -298 13384 12671 29 12642 0 0 713
"196902" 14985 0 633 1843 0 12815 0 441 416 0 0 1182 10776 0 -306 13754 13046 30 13016 0 0 708
"196903" 15215 0 620 1515 0 13390 0 492 450 0 0 1087 11361 0 -310 13942 13238 31 13207 0 0 704
"196904" 15751 0 622 1664 0 13786 0 527 500 0 0 1055 11704 0 -321 14443 13740 32 13708 0 0 703
"197001" 16163 0 649 2025 0 13819 0 546 567 0 0 745 11961 0 -330 14820 14114 33 14081 0 0 706
"197002" 16696 0 698 1886 0 14453 0 553 652 0 0 764 12484 0 -341 15318 14607 34 14573 0 0 711
"197003" 16974 0 750 1604 0 14966 0 555 739 0 0 784 12888 0 -346 15555 14838 34 14804 0 0 717
"197004" 17662 0 786 2080 0 15156 0 558 812 0 0 800 12986 0 -360 16209 15486 36 15450 0 0 723
"197101" 18470 0 821 2784 0 15242 0 562 867 0 0 813 13000 0 -377 16971 16261 38 16223 0 0 710
"197102" 19339 0 854 2900 0 15980 0 566 901 0 0 824 13689 0 -395 17792 17099 40 17059 0 0 693
"197103" 19867 0 884 2733 0 16655 0 567 943 0 0 835 14310 0 -405 18262 17586 41 17545 0 0 676
"197104" 20676 0 911 2984 0 17203 0 564 1022 0 0 847 14770 0 -422 19018 18358 43 18315 0 0 660
"197201" 21688 0 928 3719 0 17484 0 554 1139 0 0 881 14910 0 -443 19975 19333 45 19288 0 0 642
"197202" 22618 0 940 3373 0 18767 0 533 1297 0 0 927 16010 0 -462 20845 20220 47 20173 0 0 625
"197203" 23149 0 946 3254 0 19421 0 517 1459 0 0 972 16473 0 -472 21304 20696 48 20648 0 0 608
"197204" 24127 0 939 3609 0 20071 0 518 1589 0 0 1000 16964 0 -492 22217 21626 50 21576 0 0 591
"197301" 25313 0 894 4243 0 20693 0 641 1587 0 0 1155 17310 0 -517 23373 22769 53 22716 0 0 604
"197302" 26549 0 902 4184 0 22005 0 690 1662 0 0 1264 18389 0 -542 24577 23958 56 23902 0 0 619
"197303" 26657 0 912 3212 0 23077 0 740 1732 0 0 1369 19236 0 -544 24629 23993 56 23937 0 0 636
"197304" 27242 0 918 3222 0 23658 0 777 1807 0 0 1441 19633 0 -556 25167 24512 57 24455 0 0 655
"197401" 28357 0 931 4326 0 23679 0 798 1878 0 0 1476 19527 0 -579 26304 25569 59 25510 0 0 735
"197402" 29511 0 950 4506 0 24657 0 802 1935 0 0 1471 20449 0 -602 27481 26661 62 26599 0 0 820
"197403" 29628 0 965 3349 0 25919 0 811 2007 0 0 1470 21631 0 -605 27600 26696 62 26634 0 0 904
"197404" 30512 0 965 3790 0 26380 0 848 2124 0 0 1513 21895 0 -623 28501 27518 64 27454 0 0 983
"197501" 32329 0 953 5272 0 26764 0 912 2288 0 0 1605 21959 0 -660 30273 29305 68 29237 0 0 968
"197502" 34147 0 921 5794 0 28129 0 1004 2503 0 0 1744 22878 0 -697 32043 31099 72 31027 0 0 944
"197503" 34872 0 894 4291 0 30399 0 1100 2725 0 0 1887 24687 0 -712 32696 31778 74 31704 0 0 918
"197504" 36148 0 892 4248 0 31746 0 1177 2910 0 0 1993 25666 0 -738 33908 33013 76 32937 0 0 895
"197601" 38147 0 861 5292 0 32772 0 1232 3054 0 0 2119 26367 0 -778 35848 34964 133 34831 0 0 884
"197602" 39938 0 816 4925 0 35012 0 1275 3172 0 0 2251 28314 0 -815 37573 36693 180 36513 0 0 880
"197603" 40801 0 776 3708 0 37150 0 1310 3277 0 0 2381 30182 0 -833 38348 37464 231 37233 0 0 884
"197604" 42426 0 753 4145 0 38394 0 1343 3382 0 0 2500 31169 0 -866 39897 39005 283 38722 0 0 892
"197701" 44840 0 749 5505 0 39501 0 1378 3483 0 0 2590 32050 0 -915 42380 41354 362 40992 0 0 1026
"197702" 46973 0 782 5150 0 42000 0 1419 3573 0 0 2656 34352 0 -959 44577 43414 458 42956 0 0 1163
"197703" 48553 0 821 4524 0 44199 0 1443 3662 0 0 2721 36373 0 -991 46208 44904 553 44351 0 0 1304
"197704" 50435 0 843 5033 0 45588 0 1424 3759 0 0 2800 37605 0 -1029 48148 46696 638 46058 0 0 1452
"197801" 53336 0 863 6559 0 46769 0 1254 3876 0 0 2915 38724 0 -855 50992 49518 747 48747 24 0 1474
"197802" 55575 0 881 5218 0 49826 0 1023 3815 0 0 3052 41936 0 -350 53157 51658 902 50696 60 0 1499
"197803" 56434 0 892 4245 0 51208 0 895 3744 0 0 2702 43867 0 89 53910 52394 980 51322 92 0 1516
"197804" 57202 0 902 3635 0 52036 0 727 3625 0 0 2512 45172 0 629 54564 53048 1079 51841 128 0 1516
"197901" 59242 0 914 5008 0 52382 0 772 3456 0 0 2641 45513 0 938 56574 55017 1168 53685 164 0 1557
"197902" 61338 0 925 5878 0 53264 0 863 3235 0 0 2632 46534 0 1271 58640 57061 1337 55524 200 0 1579
"197903" 62521 0 972 5440 0 54407 0 887 3021 0 0 2499 48000 0 1702 59773 58192 1441 56515 236 0 1581
"197904" 61863 0 1111 4649 0 53772 0 625 2657 0 0 3102 47388 0 2331 59025 57459 1456 55731 272 0 1566
"198001" 62034 0 1100 4345 158 52923 0 599 2124 0 0 4477 45723 0 3508 59175 55800 1714 53778 308 0 3375
"198002" 63994 0 2000 5985 332 51339 0 801 2838 0 0 4732 42968 0 4338 61150 57800 1921 55535 344 0 3350
"198003" 66248 0 2300 6508 488 52242 0 933 3309 0 0 4432 43568 0 4710 63425 61000 2316 58304 380 0 2425
"198004" 67620 0 1200 7070 732 52966 0 939 3327 0 0 4645 44055 0 5652 64800 61700 3288 57941 471 0 3100
"198101" 68796 0 1600 7564 1273 53323 0 973 3450 0 0 4505 44395 0 5036 65927 63000 3424 59083 493 0 2927
"198102" 69384 0 1400 7122 1805 54552 0 957 3395 0 0 4136 46064 0 4505 66453 64000 3653 59831 516 0 2453
"198103" 69972 0 1500 5956 2007 55131 0 865 3066 0 0 3828 47372 0 5378 66977 63700 3716 59469 515 0 3277
"198104" 70854 0 1600 7109 2397 55010 0 1014 3596 0 0 3686 46714 0 4738 67800 64600 3881 60167 552 0 3200
"198201" 73598 0 2100 10477 2532 54823 0 1127 3996 0 0 3125 46575 0 3666 70347 67600 4165 62747 688 0 2747
"198202" 76146 0 1600 11303 2805 55570 0 1203 4267 0 0 3082 47018 0 4868 72680 69900 4579 64564 757 0 2780
"198203" 78008 0 1600 12466 3032 56237 0 1086 3851 0 0 3099 48201 0 4673 74298 71600 4915 65889 796 0 2698
"198204" 81046 0 1800 14530 3186 57301 0 1276 4525 0 0 2686 48814 0 4229 77100 74800 5719 68367 714 0 2300
"198301" 86436 0 2100 19854 2883 57533 0 1543 4390 0 0 2765 48835 0 4066 82433 80000 6425 72929 646 0 2433
"198302" 91336 0 2500 19217 3309 63597 0 2913 6484 0 0 3535 50665 0 2713 87260 84800 7190 76982 628 0 2460
"198303" 93884 0 2200 15733 3813 68209 0 3213 7496 0 0 4051 53449 0 3929 89683 87200 7627 78896 677 0 2483
"198304" 96334 0 2200 16176 4270 69446 0 2684 6262 0 0 4381 56119 0 4242 92000 89700 7996 81011 693 0 2300
"198401" 102704 0 2400 17144 5549 73793 119 3294 6380 0 0 5538 58462 0 3818 98219 96000 8243 87015 742 0 2219
"198402" 108350 0 2200 18032 5075 79190 181 3813 6796 0 0 6398 62002 0 3853 103626 101200 8784 91790 626 0 2426
"198403" 109825 0 2600 16257 4420 83020 153 4105 6762 0 0 7020 64980 0 3528 104820 102500 9281 92509 710 0 2320
"198404" 110775 0 2600 14984 4614 85032 62 3711 5859 0 0 7534 67866 0 3545 105500 102600 9495 92291 814 0 2900
"198501" 117825 0 3100 16576 6017 87912 153 4925 6134 0 0 7788 68912 0 4220 112272 109500 10135 98471 894 0 2772
"198502" 125175 0 3200 18044 7614 92094 126 5642 6526 0 0 8821 70979 0 4223 119330 117100 11182 104951 967 0 2230
"198503" 130925 0 3100 18511 7927 96141 192 5950 7099 0 0 10041 72859 0 5246 124773 122700 11791 109875 1034 0 2073
"198504" 134800 0 3300 19956 8356 98420 176 6153 6991 0 0 11086 74014 0 4768 128300 125500 12641 111701 1158 0 2800
"198601" 142575 0 4200 22319 10910 99575 151 6336 7388 0 0 13622 72078 0 5571 135747 133100 12400 119477 1223 0 2647
"198602" 151133 0 3900 25121 12044 103518 148 7198 7672 0 0 15128 73372 0 6550 143979 141700 12219 128232 1249 0 2279
"198603" 158150 0 3800 26994 11500 109048 100 7757 8391 0 0 17255 75545 0 6808 150697 147700 12600 133684 1416 0 2997
"198604" 163435 0 4000 27007 10867 113885 744 7959 8782 0 0 19325 77075 0 7676 155700 152700 13036 137844 1820 0 3000
"198701" 172600 0 4300 29086 14002 115724 157 9208 9659 0 0 22046 74654 0 9488 164544 161400 13500 146316 1584 0 3144
"198702" 178521 0 4000 31303 11848 122065 198 10014 10553 0 0 24928 76372 0 9305 170175 167200 14194 151017 1989 0 2975
"198703" 178950 0 3300 28421 9967 128032 204 10970 9458 0 0 27623 79777 0 9230 170294 166500 14400 150353 1747 0 3794
"198704" 178757 0 4000 27408 9234 131347 459 11186 8802 0 0 29872 81028 1752 5016 169900 166000 14721 149197 2082 0 3900
"198801" 184800 0 4000 30457 8587 132997 470 12458 7469 0 0 31520 81080 1700 7059 175619 171800 14800 155034 1966 0 3819
"198802" 189497 0 4100 28792 10549 138353 599 13487 7067 0 0 34063 83137 1642 6061 180025 176500 14861 158878 2761 0 3525
"198803" 192200 0 4200 25444 8883 144755 724 13874 7257 0 0 36377 86523 1500 7418 182419 177700 15280 160228 2192 0 4719
"198804" 192796 0 4200 23951 9369 148849 868 14440 7141 0 0 38060 88340 1366 5061 182700 178400 15486 160460 2454 0 4300
"198901" 196150 0 4500 23677 10342 149729 1270 13994 6965 0 0 40753 86747 1300 6602 184700 181500 15800 163141 2559 0 3200
"198902" 195867 0 4300 22234 9964 152847 1476 13327 6844 0 0 42912 88288 1210 5312 184200 181100 16121 162517 2462 0 3100
"198903" 199450 0 4600 21067 10921 155743 1046 12822 6575 0 0 44352 90948 1215 5904 187400 184000 16470 163530 4000 0 3400
"198904" 201919 0 4800 21247 12494 155998 1125 12115 6258 0 17882 26964 91654 1218 6162 190700 187000 16812 164652 5536 0 3700
"199001" 209750 0 5200 22146 16805 157305 1198 11243 9564 0 17653 27613 90034 1300 6994 198000 194600 17575 172725 4300 0 3400
"199002" 214198 0 4900 23066 16007 160140 1426 10289 11525 0 17423 29117 90360 1383 8702 202400 198800 18345 177284 3171 0 3600
"199003" 216075 0 5000 21693 14637 164136 1580 9337 13219 0 17189 31183 91628 1400 9209 203700 199900 18330 178270 3300 0 3800
"199004" 217238 0 4800 21676 14596 166577 2300 8546 14431 0 16956 32747 91597 1413 8176 204700 200800 18321 179064 3415 0 3900
"199101" 224150 0 5300 24589 16551 165877 2498 9191 16288 0 16692 32733 88475 1675 10158 211200 207400 19450 184350 3600 0 3800
"199102" 230664 0 5600 25445 14174 169890 2980 9575 17935 0 16424 34456 88520 1939 13616 217600 213700 20562 189318 3820 0 3900
"199103" 235200 0 5300 25521 11946 174724 2906 10127 19691 0 16154 36624 89222 2250 15459 221600 216800 20550 192250 4000 0 4800
"199104" 239973 0 5400 26678 13195 179363 2596 14075 19592 0 15884 36914 90302 2569 12768 225800 221300 20547 196521 4232 0 4500
"199201" 250850 0 6300 28697 13818 181950 2590 16400 22460 0 15408 35619 89473 3150 16935 236300 232300 21600 206100 4600 0 4000
"199202" 255468 0 6300 27675 12920 188182 3183 18431 24568 0 14931 38762 88307 3721 16670 240000 235600 22644 207993 4963 0 4400
"199203" 259450 0 6800 26078 11603 193463 3263 19850 26850 0 14450 38344 90706 3890 17616 243000 238000 23800 208800 5400 11 4989
"199204" 264695 0 6600 26951 13547 197051 2962 19938 28651 0 13968 39838 91694 4060 16486 247500 242900 25065 212032 5803 46 4554
"199301" 270900 0 6500 26940 12227 202251 3152 21213 31886 0 14021 40555 91424 4300 18682 252700 247900 24950 217050 5900 45 4755
"199302" 275552 0 6400 26181 11191 208526 2808 22529 32689 0 14075 41038 95387 4593 18661 256400 251300 24873 220400 6027 124 4976
"199303" 278500 0 6300 25636 9098 213339 2391 22018 34630 0 14130 41277 98893 4400 19727 258300 252900 25800 220600 6500 208 5192
"199304" 281712 0 6500 25645 8463 218715 2224 22550 36341 0 14184 41782 101634 4201 18188 260800 255500 26759 221812 6929 234 5066
"199401" 290700 0 6800 22784 13167 224471 1723 23652 39996 0 14405 43112 101583 3700 19778 269100 263800 27050 229750 7000 258 5042
"199402" 294431 0 6700 20512 10648 233666 2154 24209 40403 0 14629 44088 108183 3368 19537 272200 266500 27831 231487 7182 299 5401
"199403" 294800 0 6300 20806 9326 240914 2095 22495 41624 0 14855 45502 114343 3000 14454 271700 265400 28200 229950 7250 416 5884
"199404" 293597 0 6500 16708 6201 246769 2139 22063 40867 0 15081 47025 119594 2633 14786 270300 263400 28795 227290 7315 457 6443
"199501" 298700 0 7200 16291 9195 248113 1658 21178 40877 0 15178 48591 120631 2700 15201 274500 269200 29400 226800 13000 379 4921
"199502" 304455 0 7100 16400 8527 254995 1289 20210 43696 0 15277 48830 125693 2830 14603 279200 274200 30160 224722 19318 346 4654
"199503" 307400 0 7100 17216 7891 258468 696 19884 43188 0 15376 50146 129178 2830 13895 281400 276400 30500 232750 13150 369 4631
"199504" 310661 0 7400 17104 6366 263007 557 18308 45742 0 15475 50986 131939 2840 13944 283700 278800 30890 238935 8975 374 4526
"199601" 323900 0 8000 19079 10362 267008 338 19305 47865 0 15622 52367 131511 2870 16581 296200 291200 31000 250700 9500 352 4648
"199602" 327713 0 7600 17918 7137 276863 255 19060 50148 0 15770 55575 136055 2915 15280 299400 294300 32601 251759 9940 296 4804
"199603" 325963 0 6800 17601 2510 282579 177 18243 50159 0 15918 57147 140935 2746 13727 297000 291800 32539 248979 10282 370 4830
"199604" 330114 0 7500 16384 1423 288497 291 17416 50690 0 16067 59885 144148 2577 13733 300100 295100 32476 251201 11423 442 4558
"199701" 341707 0 7900 18391 8409 291192 190 17812 51890 0 16475 60876 143949 2562 13253 311100 306000 34199 259405 12396 399 4701
"199702" 348000 0 7600 17534 4241 299905 404 17935 53366 0 16887 63673 147640 2546 16174 316400 311000 35321 262910 12769 448 4952
"199703" 348793 0 7200 15454 3835 303890 157 15747 53586 0 16924 67460 150016 2531 15883 316200 310900 36744 261356 12800 490 4810
"199704" 353831 0 8100 17025 3462 305250 191 15611 51048 0 16688 69350 152362 2426 17568 320600 315400 36600 264428 14372 574 4626
"199801" 367799 0 8400 18617 9762 306753 144 14980 53203 0 17882 69811 150733 2784 21483 334100 328400 40600 273350 14450 696 5004
"199802" 374567 0 8100 20097 10132 315096 462 14477 55927 0 16852 74978 152400 3141 18001 339900 333600 38738 278443 16419 757 5543
"199803" 377875 0 7600 20647 6241 320440 1108 13540 57018 0 17713 76722 154339 3100 19847 342200 335800 37688 281112 17000 1019 5381
"199804" 391483 0 9100 23385 6828 324192 397 13139 58373 0 16903 79974 155406 3636 24342 355300 349000 43037 287487 18476 1127 5173
"199901" 402820 0 9200 25811 7340 330181 348 12123 63232 0 17534 81127 155817 3750 26538 366100 359600 42900 297170 19530 1509 4991
"199902" 410256 0 9000 26180 7134 341031 848 12505 65795 0 17284 86422 158177 3870 23041 373100 366300 43058 302663 20579 1848 4952
"199903" 411890 0 15600 19335 4635 348479 848 10811 65437 0 16799 91673 162911 3990 19851 374000 366400 42900 301870 21630 2542 5058
"199904" 414527 0 26400 16628 9272 351712 1866 9613 61295 0 18410 92607 167921 2544 7971 376100 366700 45365 299760 21575 3366 6034
"200001" 428290 0 26400 18844 9618 358971 848 9368 65439 0 18926 95165 169225 3210 11247 388700 380700 51300 308320 21080 2632 5368
"200002" 429735 0 24000 16646 2830 370125 348 8849 65823 0 19890 99185 176030 2261 13873 389500 380500 50435 307554 22511 2859 6141
"200003" 435645 0 25200 15183 7835 374760 1248 8604 60890 0 20400 102302 181316 2200 10467 394100 383500 50900 310600 22000 3136 7464
"200004" 441066 0 26715 15541 4001 379697 1246 8218 60936 0 20506 104357 184434 2202 12910 398100 389100 51252 312739 25109 3393 5607
"200101" 466450 0 33046 20896 10844 386979 1149 7980 68400 0 19155 107534 182761 1980 12705 422300 415600 55200 334800 25600 3241 3459
"200102" 480677 0 40515 18661 8347 392363 1611 6559 66287 0 21109 110441 186356 3575 17216 435800 426300 54207 342771 29322 3453 6047
"200103" 496410 0 30017 19059 7921 408397 1335 6441 74135 0 18251 120897 187338 3100 27916 450600 441300 55572 353694 32034 3832 5468
"200104" 505501 0 36787 22970 2492 421214 2400 7420 80557 0 21008 120259 189570 3740 18298 458900 450200 54734 361336 34130 4932 3768
"200201" 532764 0 33537 24856 7270 434316 2314 7587 90696 0 21225 124777 187717 3000 29785 485400 474700 53353 386347 35000 5530 5170
"200202" 542974 0 40423 22734 2359 453655 3365 8183 98828 0 22039 129622 191618 3970 19833 494000 483200 60400 384630 38170 6030 4770
"200203" 552557 0 40369 26472 5036 452898 2698 6936 91966 0 23994 131420 195884 3789 23993 501900 489500 59719 389370 40411 6815 5585
"200204" 564023 0 38361 24598 1734 465382 1511 7525 79076 22083 23052 136391 195744 3546 30402 512300 499700 60464 396427 42809 6906 5694
"200301" 593356 0 55225 26742 4378 479136 1209 7454 89288 24871 23089 139212 194013 4534 23341 540300 526400 65800 413639 46961 7599 6301
"200302" 606596 0 52446 27657 2359 494778 1413 8357 90529 27473 24076 144013 198917 4536 24820 552400 537600 66662 420863 50075 7997 6803
"200303" 612929 0 45638 28648 4114 506394 861 9179 92857 23616 23667 152788 203426 4222 23913 557800 542200 65064 424984 52152 8828 6772
"200304" 617209 0 41543 27062 1589 516601 683 8764 94284 24349 23000 159644 205877 4085 26329 561500 545000 66490 424912 53598 9073 7427
"200401" 635353 0 50438 27892 4316 524218 950 8731 94595 26841 23350 162665 207086 4189 24300 578100 561700 70213 436831 54656 8405 7995
"200402" 643365 0 39799 28851 2628 541271 762 8986 98541 24799 23879 172620 211684 3891 26925 586300 567300 69778 441031 56491 9624 9376
"200403" 646701 0 38851 27285 3863 546660 684 8579 94451 21754 25272 181449 214471 3494 26548 587700 568600 70506 439711 58383 9855 9245
"200404" 654724 0 40166 26396 4146 556374 788 8857 93139 24966 24903 188337 215384 3147 24495 595200 574500 74111 440398 59991 11374 9326
"200501" 672143 0 43740 25796 5486 565804 849 8337 95314 27004 24885 193288 216127 2832 28485 611800 591300 77460 452258 61582 11758 8742
"200502" 677155 0 37522 24882 2878 578970 499 8442 95268 24561 26157 202721 221322 2568 30335 615500 590900 76817 450950 63133 12544 12056
"200503" 685170 0 37265 23695 6872 585867 449 7917 90762 19839 27127 210286 229487 2223 29248 622800 596000 79864 454840 61296 12619 14181
"200504" 685661 0 38145 21911 6725 592570 784 7722 86387 23477 25939 219673 228588 2151 24159 622700 596100 81070 452502 62528 14656 11944
"200601" 703328 0 47321 20290 9172 604070 1077 8032 89252 27709 27055 223602 227343 2257 20218 639300 614800 82998 468125 63677 14597 9903
