"DATES" "FL314090005.Q" "FL313011005.Q" "FL313020005.Q" "FL313030003.Q" "FL314004005.Q" "FL313061703.Q" "FL313063763.Q" "FL313069005.Q" "FL313065005.Q" "FL313066220.Q" "FL313064105.Q" "FL313070000.Q" "FL313078005.Q" "FL313090005.Q" "FL314190005.Q" "FL313111303.Q" "FL713014003.Q" "FL313112003.Q" "FL314104005.Q" "FL313161400.Q" "FL313161105.Q" "FL313161705.Q" "FL313165403.Q" "FL313170005.Q" "FL313140003.Q" "FL313190005.Q" "FL343150005.Q" "FL313190015.Q"
"199203" 518987 43109 59309 2175 243218 0 0 152653 90565 0 0 32351 16979 121846 3539658 7216 10018 16433 2998850 150327 2830396 18119 8 85154 25454 396533 389902 6631
"199204" 476373 38847 31741 874 239012 0 0 152662 86350 0 0 30831 15485 119583 3638245 6737 8018 16516 3080345 157267 2904284 18786 8 82730 26229 417670 410786 6884
"199301" 477138 41089 22661 936 233262 0 0 151330 81932 0 0 30550 29511 119129 3691232 6848 8018 16588 3140186 163628 2956974 19576 8 83749 26232 409611 402820 6791
"199302" 494742 40682 61834 835 226981 0 0 150572 76409 0 0 28921 17300 118189 3764125 6877 8018 16678 3201239 166536 3014099 20596 8 85270 26872 419171 412383 6788
"199303" 481195 41605 53892 826 222639 0 0 149450 73189 0 0 29103 19111 114019 3826968 6949 8018 16784 3247284 169089 3053534 24654 7 87214 26941 433778 427230 6548
"199304" 483792 40151 52188 811 227538 0 0 142166 85019 353 0 28443 18914 115747 3936145 6730 8018 16962 3336469 171925 3137953 26585 6 85680 27622 454664 447864 6800
"199401" 478660 42559 45982 723 215518 0 0 135659 79509 350 0 27736 32215 113927 3979844 6921 8018 17126 3387698 175000 3186433 26259 6 86002 27628 446451 439948 6503
"199402" 470578 42371 51684 689 212744 0 0 134524 77866 354 0 26966 17133 118991 3998937 7096 8018 17285 3395425 177135 3190846 27438 6 86878 28307 455928 449373 6555
"199403" 455048 42379 36394 722 212393 0 0 135142 76693 558 0 26560 19580 117020 4050180 7189 8018 17477 3432291 178623 3225500 28162 6 86277 28405 470523 463883 6640
"199404" 454131 41351 27819 688 222054 0 0 144189 71000 6865 0 24664 18591 118964 4131797 7153 8018 17648 3492319 179923 3285647 26743 6 85461 28890 492308 485506 6802
"199501" 470266 50519 16328 1126 219785 0 0 144087 68824 6874 0 25058 42148 115302 4187268 7646 8018 17832 3557924 181366 3350116 26436 6 83426 28940 483482 476892 6590
"199502" 489082 55145 59027 1054 214181 0 0 143453 64517 6211 0 23833 21841 114001 4222892 7686 8018 18002 3583499 182559 3374096 26838 6 82645 29371 493671 486918 6753
"199503" 467010 54544 38689 1053 211727 0 0 143261 61300 7166 0 22561 22992 115444 4259413 7380 10168 18199 3603413 183527 3392940 26940 6 82573 29445 508235 501617 6618
"199504" 431690 53779 22173 940 197581 0 0 130910 57489 9182 0 23073 17251 116893 4296424 7283 10168 18326 3636747 184994 3423524 28223 6 80998 29909 512993 506332 6661
"199601" 466700 53266 24179 1035 206132 0 0 139007 55589 11536 0 23879 43043 115166 4381781 7159 10168 18325 3717215 185839 3503727 27643 6 81463 30001 517450 510850 6600
"199602" 468754 52880 42763 4336 206994 0 0 139338 54617 13039 0 22697 24818 114266 4372851 7072 10168 18280 3693757 186496 3479051 28205 5 82989 30609 529976 522650 7326
"199603" 462583 45069 47479 3313 205993 0 0 138234 52230 15529 0 23291 22988 114450 4426024 7052 9718 18866 3733024 186784 3518799 27437 4 83754 30648 542962 535788 7174
"199604" 511548 44872 38314 2376 201604 0 0 133659 50274 17671 0 23992 90200 110190 4498606 7045 9718 18865 3781691 187007 3568069 26613 2 82100 30526 568661 561392 7269
"199701" 509371 38315 39963 2426 206450 0 0 137900 48038 20512 0 24778 90200 107239 4534776 6795 9200 18974 3829714 186503 3616953 26258 0 80767 31236 558090 551537 6553
"199702" 527825 38886 57758 3270 206826 0 0 136518 47423 22885 0 25403 90200 105482 4474840 6801 9200 19013 3760517 186338 3547860 26319 0 79783 31787 567739 561040 6699
"199703" 520524 38599 49307 2757 212963 0 0 141081 46268 25614 0 21918 90200 104780 4496186 6689 9200 19326 3771135 186167 3558879 26089 0 77279 31763 580794 576602 4192
"199704" 515871 41957 41582 3395 213082 0 0 139709 45738 27635 0 20752 88375 106728 4554350 6611 9200 19325 3804799 186496 3591777 26526 0 73824 32263 608328 601693 6635
"199801" 516567 41682 37857 2985 216949 0 0 140102 45450 31397 0 22456 86550 108088 4567586 6545 9200 19405 3830694 186179 3618597 25918 0 72225 32443 597074 590469 6605
"199802" 565106 42836 82928 3230 219522 0 0 140822 45114 33586 0 22279 84725 109586 4496154 6524 9200 19461 3748892 185967 3537367 25558 0 70876 33096 608105 601532 6573
"199803" 536480 46269 47053 3550 221140 0 0 139348 44800 36992 0 24305 82900 111263 4482089 6719 9200 19886 3720099 185888 3508756 25455 0 70110 33099 622976 616276 6700
"199804" 515819 51037 23186 4714 218823 0 0 137413 44894 36516 0 22254 81975 113830 4537578 6899 9200 19885 3752175 186627 3537047 28501 0 66253 33555 649611 642911 6700
"199901" 523171 48262 29145 3858 221960 0 0 136775 44549 40636 0 23847 81050 115049 4534316 6653 8200 19885 3759631 186532 3544981 28118 0 66972 33724 639251 632554 6697
"199902" 556927 45974 61206 4065 224142 0 0 136902 44453 42787 0 24520 80125 116895 4440080 6545 8200 20402 3651626 186482 3436876 28268 0 69516 34398 649393 642736 6657
"199903" 598726 46378 62916 4582 261889 0 0 137669 77763 46457 0 25668 79200 118093 4437540 6799 7200 20902 3633296 186220 3418800 28276 0 70719 34455 664169 657468 6701
"199904" 616211 44452 87921 5385 256287 0 0 130558 77741 47988 0 22859 80325 118982 4512402 6725 6200 20901 3680967 186449 3466234 28284 0 72070 34956 690583 684033 6550
"200001" 585396 44052 48487 5474 259660 0 0 130598 76798 52264 0 25429 81450 120844 4480846 6599 6200 21441 3653454 185263 3440423 27768 0 78325 35248 679579 672950 6629
"200002" 599255 41473 60162 5725 260625 0 0 129699 76821 54105 0 26889 82575 121806 4302230 6552 4200 22124 3463902 184634 3251041 28227 0 79705 35904 689843 683329 6514
"200003" 598210 39682 55735 6248 262640 0 0 128832 75266 58542 0 27667 83700 122538 4264052 6359 3200 23181 3410119 184339 3198159 27621 0 81318 35958 703917 697363 6554
"200004" 569864 41051 24271 6339 263110 0 0 127794 75654 59662 0 28146 83325 123622 4242308 6384 2200 23180 3385090 184753 3173011 27326 0 77733 36396 711325 704935 6390
"200101" 581983 38741 30666 8384 265010 0 0 125560 75064 64386 0 31652 82950 124580 4277899 6177 2200 23578 3408756 184753 3197236 26767 0 80881 36555 719752 713274 6478
"200102" 605852 39495 48951 9862 265695 0 0 124084 74928 66683 0 33828 82575 125446 4133847 6103 2200 23904 3251314 185455 3038811 27048 0 81906 37148 731272 724915 6357
"200103" 621145 44666 50562 11674 268677 0 0 123830 74082 70765 0 37647 82200 125719 4219121 6316 2200 24462 3319948 186403 3106585 26960 0 84415 37155 744625 738233 6392
"200104" 632610 43164 66852 10530 266975 0 0 119967 74538 72470 0 35470 84000 125619 4303006 6157 2200 24462 3379467 190329 3162361 26777 0 80952 37781 771987 765770 6217
"200201" 600232 42247 25212 15236 270272 0 0 119671 74509 76092 0 35898 85800 125567 4343380 6109 2200 24696 3430236 191902 3212006 26328 0 82385 37713 760041 753737 6304
"200202" 630327 47606 53502 9851 270953 0 0 120311 74246 76396 0 34660 87600 126155 4376339 6519 2200 24846 3451323 192710 3231838 26775 0 83991 38713 768747 762571 6176
"200203" 668785 48815 77651 18414 274392 0 0 120147 73796 80449 0 32480 89400 127633 4477703 6481 2200 25450 3540819 193252 3320397 27170 0 84181 38684 779888 773685 6203
"200204" 652845 51144 47536 27595 274991 0 0 119445 75056 80490 0 32197 90650 128732 4604350 6661 2200 25450 3637029 194872 3414882 27275 0 81960 39354 811696 790299 21397
"200301" 634400 51745 23346 18415 275295 0 0 119456 72710 83129 0 45581 91900 128118 4668903 6731 2200 25591 3700569 196870 3476819 26880 0 104436 39373 790003 767803 22200
"200302" 667728 52934 41852 27783 273791 0 0 118862 72765 82164 0 48735 93150 129483 4805979 6864 2200 25992 3806899 199120 3580770 27009 0 122393 39793 801838 778644 23194
"200303" 663414 54879 53292 9106 273418 0 0 117723 72384 83311 0 48424 94400 129895 4942963 7005 2200 26015 3914483 201501 3685959 27023 0 140739 39930 812591 788146 24445
"200304" 659714 55156 54124 2408 272403 0 0 117454 72583 82366 0 51277 93650 130696 5118449 7281 2200 26014 4033069 203801 3804402 24866 0 153636 40480 855769 814966 40803
"200401" 639582 54360 22675 1850 278633 0 0 118641 74589 85403 0 57635 92900 131529 5248952 7254 2200 26210 4168922 204405 3939385 25132 0 162347 40468 841551 801183 40368
"200402" 661302 52282 46845 2114 274673 0 0 116854 73091 84728 0 60967 92150 132271 5304607 7184 2200 26499 4209612 204570 3980821 24221 0 167885 40940 850287 809232 41055
"200403" 650460 52002 35405 2247 276012 0 0 115597 73275 87140 0 59836 91400 133558 5407341 7197 2200 26673 4292917 204140 4064594 24183 0 171369 40994 865991 824347 41644
"200404" 640611 54544 21930 2402 274709 0 0 114449 74186 86074 0 61768 91225 134033 5555961 7609 2200 26703 4394983 204395 4166327 24261 0 169030 41566 913870 855900 57970
"200501" 628573 47496 20806 2393 272621 0 0 108746 74450 89425 0 62466 91050 131741 5721837 7402 2200 26902 4559650 204188 4331386 24076 0 179887 41567 904229 844345 59884
"200502" 643593 46157 33467 1692 271698 0 0 108160 74602 88936 0 67175 90875 132529 5682093 7137 2200 27172 4516849 204167 4288952 23730 0 190192 41985 896558 840123 56435
"200503" 646138 41025 34784 2074 274721 0 0 107443 75563 91715 0 69305 90700 133529 5781111 7102 2200 27401 4589619 203585 4362398 23636 0 200154 42055 912580 854157 58423
"200504" 643689 35274 36832 1439 273804 0 0 107411 76571 89822 0 70992 91600 133748 5947602 7003 2200 27482 4701868 205103 4472930 23835 0 202692 42702 963655 882907 80748
"200601" 619077 35139 8384 1537 276880 0 0 106696 77012 93172 0 69468 92500 135169 6092216 7059 2200 27626 4857996 205917 4628497 23582 0 206180 42778 948377 868760 79617
"200602" 663007 36830 45674 1575 278421 0 0 107011 78735 92675 0 71816 93400 135291 6028984 7248 2200 27815 4783222 205169 4554414 23639 0 213382 43333 951784 873308 78476
"200603" 672961 35347 51217 4822 279891 0 0 106754 79637 93500 0 71108 94300 136276 6087864 7234 2200 28065 4826581 203599 4599597 23385 0 214031 43470 966283 888247 78036
"200604" 641331 34506 32928 1660 279931 0 0 107978 80277 91676 0 59397 96100 136809 6193222 7371 2200 28064 4885256 202376 4659371 23509 0 208896 44204 1017231 918667 98564
"200701" 624526 34768 7100 1561 284554 0 0 108348 81092 95114 0 61231 97900 137412 6338683 7399 2200 28166 5037444 200278 4813986 23180 0 218482 44173 1000819 903380 97439
"200702" 650722 34451 28040 1433 285353 0 0 108585 81898 94870 0 63511 99700 138234 6252688 7426 2200 27835 4927171 198591 4705424 23156 0 232621 44742 1010693 892812 117881
"200703" 708729 36033 76930 1351 287461 0 0 107576 81879 98006 0 66496 101500 138958 6385906 7627 2200 27484 5032913 197070 4812890 22953 0 239221 44737 1031724 909027 122697
"200704" 686605 36364 56516 2841 286548 0 0 105792 82360 98396 0 60593 105000 138743 6537449 7742 2200 27383 5122338 196395 4902804 23139 0 238216 45388 1094182 951977 142205
"200801" 687769 39256 42861 3782 291848 0 0 105436 82875 103537 0 61938 108500 139584 6741086 8057 2200 27156 5322565 195325 5103782 23458 0 257430 45313 1078365 936888 141477
"200802" 706989 39031 53796 1776 296802 0 0 106381 85855 104566 0 65025 112000 138559 6727122 8004 2200 27039 5274145 194903 5055721 23521 0 283463 45804 1086467 943460 143007
"200803" 1018320 37580 372151 2851 305890 3311 0 106814 88869 106896 0 67438 115500 116910 7279559 7630 2200 26742 5800635 194153 5583384 23098 0 284940 45698 1111714 962291 149423
"200804" 1268243 41940 368001 1577 373085 54427 0 111844 95829 110985 188675 64748 119425 110792 7888330 7547 2200 26551 6361530 193975 6144209 23346 0 260657 46390 1183455 1015287 168168
"200901" 1297329 40436 271930 1730 457435 111371 0 126596 96733 122735 223855 65015 123350 113578 8322039 7325 2200 26550 6826945 193876 6610521 22548 0 255567 46344 1157108 993222 163886
"200902" 1381977 46001 319085 1614 553233 164660 372 150585 102177 135439 157565 68236 127275 108968 8668719 7605 2200 26549 7165334 193492 6949568 22274 0 257639 46862 1162530 997560 164970
"200903" 1470593 97335 274763 1922 638291 195645 546 174310 109950 157840 158846 70585 131200 97651 9126680 55953 5200 26299 7543988 192352 7328434 23202 0 268807 46908 1179525 1013520 166005
"200904" 1409385 94584 193626 1914 698340 225523 560 177885 108387 185985 67350 72602 135125 145844 9467406 55364 5200 26199 7805424 191199 7590730 23495 0 266091 47514 1261614 1077221 184393
"201001" 1468757 92162 219455 2017 724650 225523 581 181630 107077 209839 69617 74584 139050 147222 9941464 53618 5200 26199 8283165 190194 8069390 23581 0 282061 47429 1243792 1060564 183228
"201002" 1525575 89821 291630 1830 747260 225523 652 190146 108374 222565 47674 74006 142975 130379 10303003 52228 5200 26198 8627654 189565 8414239 23850 0 295026 47609 1249088 1064808 184280
"201003" 1631839 96252 310152 1770 804061 225523 757 190945 106564 280272 62501 72296 146900 137907 10710687 54958 5200 25923 9017764 188698 8805095 23971 0 289466 47784 1269592 1081484 188108
