"DATES" "FL893161705.Q" "FL313161705.Q" "FL403161705.Q" "FL413065005.Q" "FL893061705.Q" "FL153061705.Q" "FL103061703.Q" "FL213061703.Q" "FL313061703.Q" "FL263061705.Q" "FL713061705.Q" "FL763061705.Q" "FL723061705.Q" "FL753061703.Q" "FL733061703.Q" "FL743061703.Q" "FL443061705.Q" "FL473061705.Q" "FL513061703.Q" "FL543061703.Q" "FL573061705.Q" "FL223061703.Q" "FL343061705.Q" "FL633061700.Q" "FL653061703.Q" "FL403061705.Q" "FL673061705.Q" "FL643061703.Q" "FL663061703.Q"
"195703" 5509 704 4635 170 5509 1101 700 788 19 0 0 1827 1827 0 0 0 903 0 0 0 82 89 0 0 0 0 0 0 0
"195704" 6700 1679 4848 173 6700 1464 800 739 13 0 0 2410 2410 0 0 0 1064 0 0 0 113 97 0 0 0 0 0 0 0
"195801" 7178 2275 4728 175 7178 1209 700 695 55 0 0 3082 3082 0 0 0 1193 0 0 0 142 102 0 0 0 0 0 0 0
"195802" 6024 1222 4625 177 6024 825 500 670 26 0 0 2541 2541 0 0 0 1244 0 0 0 111 107 0 0 0 0 0 0 0
"195803" 6314 1291 4840 183 6314 799 550 641 7 0 0 2760 2760 0 0 0 1329 0 0 0 116 112 0 0 0 0 0 0 0
"195804" 6713 1598 4925 190 6713 834 600 597 3 0 0 2985 2985 0 0 0 1411 0 0 50 116 117 0 0 0 0 0 0 0
"195901" 6550 1314 5041 195 6550 918 700 562 2 0 0 2475 2475 0 0 0 1571 0 0 61 137 124 0 0 0 0 0 0 0
"195902" 7137 1026 5910 201 7137 1524 900 573 6 0 0 2028 2028 0 0 0 1728 0 0 74 172 132 0 0 0 0 0 0 0
"195903" 7863 939 6722 202 7863 2012 1000 578 15 0 0 1958 1958 0 0 0 1891 0 0 82 188 139 0 0 0 0 0 0 0
"195904" 8272 949 7120 203 8272 2268 1200 546 2 0 0 1864 1864 0 0 0 1982 0 0 72 192 146 0 0 0 0 0 0 0
"196001" 8138 978 6956 204 8138 1631 1200 536 47 0 0 1607 1607 0 0 0 2502 0 114 73 269 159 0 0 0 0 0 0 0
"196002" 8769 953 7610 206 8769 1910 1343 622 16 0 0 1579 1579 0 0 0 2533 0 190 100 305 171 0 0 0 0 0 0 0
"196003" 8322 392 7726 204 8322 1295 1190 793 4 0 0 1710 1710 0 0 0 2575 0 163 105 303 184 0 0 0 0 0 0 0
"196004" 8749 688 7860 201 8749 1034 1116 1050 37 0 0 2261 2261 0 0 0 2536 0 140 101 278 196 0 0 0 0 0 0 0
"196101" 8513 934 7378 201 8513 360 936 1287 36 0 0 2411 2411 0 0 0 2568 0 340 91 270 214 0 0 0 0 0 0 0
"196102" 8571 656 7715 200 8571 225 1233 1116 13 0 0 2405 2405 0 0 0 2563 0 452 81 250 233 0 0 0 0 0 0 0
"196103" 8893 436 8213 244 8893 245 1248 1474 37 0 0 2354 2354 0 0 0 2555 0 364 103 261 252 0 0 0 0 0 0 0
"196104" 9759 995 8474 290 9759 593 1248 1520 35 0 0 2939 2939 0 0 0 2520 0 234 110 289 271 0 0 0 0 0 0 0
"196201" 10457 1294 8851 312 10457 568 1238 1534 38 84 0 3189 3189 0 0 0 2659 0 368 121 333 325 0 0 0 0 0 0 0
"196202" 10871 1347 9188 336 10871 411 1184 1617 8 169 0 3575 3575 0 0 0 2584 0 511 115 354 343 0 0 0 0 0 0 0
"196203" 10861 748 9740 373 10861 287 1308 1708 5 253 0 3213 3213 0 0 0 2680 0 534 142 351 380 0 0 0 0 0 0 0
"196204" 11939 1538 9988 413 11939 236 1275 1867 0 337 0 4352 4352 0 0 0 2615 0 433 105 324 395 0 0 0 0 0 0 0
"196301" 11315 1739 9123 453 11315 10 930 1570 10 421 0 4254 4254 0 0 0 2713 1 586 100 333 387 0 0 0 0 0 0 0
"196302" 12012 1489 10028 495 12012 1 1314 1625 59 504 0 4339 4339 0 0 0 2693 2 609 118 335 381 0 0 0 32 0 0 0
"196303" 12145 936 10700 509 12145 1 1399 1450 41 588 0 4525 4525 0 0 0 2739 3 512 121 377 351 0 0 0 38 0 0 0
"196304" 13416 1367 11524 525 13416 1 1608 2402 29 672 0 4683 4683 0 0 0 2718 5 397 139 370 347 0 0 0 45 0 0 0
"196401" 12740 1236 10953 551 12740 1 1325 2282 21 756 0 4136 4136 0 0 0 2762 7 548 121 386 341 0 0 0 54 0 0 0
"196402" 13630 1364 11685 581 13630 1 1364 2576 14 840 0 4342 4342 0 0 0 2817 9 719 136 373 375 0 0 0 64 0 0 0
"196403" 13574 1177 11795 602 13574 1 1152 2748 20 924 0 4314 4314 0 0 0 2888 12 571 139 362 369 0 0 0 74 0 0 0
"196404" 14783 2222 11937 624 14783 246 1000 2932 12 1008 0 5206 5206 0 0 0 2838 15 454 129 477 381 0 0 0 85 0 0 0
"196501" 15040 2308 12056 676 15040 22 1078 2998 18 1092 0 5343 5343 0 0 0 2956 18 512 136 403 376 0 0 0 88 0 0 0
"196502" 15930 1966 13234 730 15930 619 1059 3078 25 1176 0 5218 5218 0 0 0 3011 19 692 151 404 381 0 0 0 97 0 0 0
"196503" 16790 2268 13725 797 16790 910 1254 3039 47 1260 0 5376 5376 0 0 0 3051 23 637 179 431 485 0 0 0 98 0 0 0
"196504" 17385 2670 13846 869 17385 1133 1238 3100 45 1344 0 5794 5794 0 0 0 2884 34 602 167 454 492 0 0 0 98 0 0 0
"196601" 18869 3110 14810 949 18869 1844 1216 3098 67 1428 0 5926 5926 0 0 0 3094 54 863 191 465 502 0 0 0 121 0 0 0
"196602" 23042 4629 17380 1033 23042 4947 1382 2863 106 1512 0 6553 6553 0 0 0 2993 83 1123 232 475 622 0 0 0 151 0 0 0
"196603" 23200 3922 18111 1167 23200 5725 1107 2607 547 1596 0 5726 5726 0 0 0 3060 114 1212 241 442 671 0 0 0 152 0 0 0
"196604" 24243 4025 18904 1314 24243 5851 1027 2361 1355 1680 0 6093 6093 0 0 0 2980 139 1276 236 446 652 0 0 0 147 0 0 0
"196701" 25227 5489 18258 1480 25227 5838 793 2074 1769 1764 0 6651 6651 0 0 0 3168 160 1512 237 432 669 0 0 0 160 0 0 0
"196702" 26373 7100 17613 1660 26373 5717 686 2126 1737 1848 1 7607 7607 0 0 0 3370 178 1552 242 390 744 0 0 0 175 0 0 0
"196703" 26150 6919 17410 1821 26150 5626 684 2306 1345 1932 0 7949 7949 0 0 0 3270 196 1304 238 362 759 0 0 0 179 0 0 0
"196704" 28518 8180 18350 1988 28518 6266 1005 2751 1267 2016 0 9130 9130 0 0 0 3172 217 1177 230 337 785 0 0 0 165 0 0 0
"196801" 30168 8537 19462 2169 30168 5671 1184 3842 1251 2100 0 9430 9430 0 0 0 3677 247 1215 266 358 758 0 0 0 169 0 0 0
"196802" 32673 9458 20856 2359 32673 6476 1333 4478 1658 2184 0 9325 9325 0 0 0 3725 282 1371 252 379 1028 0 0 0 182 0 0 0
"196803" 33932 10477 21011 2444 33932 5983 1364 5396 1641 2268 0 9726 9726 0 0 0 3860 319 1391 263 401 1138 0 0 0 182 0 0 0
"196804" 35445 11340 21579 2526 35445 6121 1434 6157 1401 2352 0 10426 10426 0 0 0 3494 354 1420 294 397 1410 0 0 0 185 0 0 0
"196901" 36896 11552 22728 2616 36896 5982 1770 7206 1102 2436 5 10103 10103 0 0 0 4015 387 1511 317 433 1437 0 0 0 192 0 0 0
"196902" 38803 11043 25059 2701 38803 7984 1601 7608 472 2520 0 10143 10143 0 0 0 4321 416 1267 345 468 1465 0 0 0 193 0 0 0
"196903" 40084 9379 27756 2949 40084 9210 1569 7607 354 2604 36 9329 9329 0 0 0 4615 450 1643 382 550 1552 0 0 0 183 0 0 0
"196904" 42885 9036 30645 3204 42885 11306 1676 7508 104 2688 0 10086 10086 0 0 0 4655 500 1615 390 608 1566 0 0 0 183 0 0 0
"197001" 46361 8584 34278 3499 46361 14196 1476 7055 120 2782 43 10434 10434 0 0 0 5204 567 1684 448 578 1592 0 0 0 182 0 0 0
"197002" 47633 8098 35822 3713 47633 14983 1486 6633 117 2876 0 10489 10489 0 0 0 5720 652 1783 445 660 1609 0 0 0 180 0 0 0
"197003" 49546 7999 37415 4132 49546 15736 1164 6158 113 2962 80 11433 11433 0 0 0 6356 739 1638 488 916 1576 0 0 0 187 0 0 0
"197004" 51712 8078 38879 4755 51712 15944 1209 5176 7 3012 0 13927 13927 0 0 0 6882 812 1628 532 904 1491 0 0 0 188 0 0 0
"197101" 51176 7371 37848 5957 51176 14952 1049 4033 7 3140 185 14701 14701 0 0 0 7628 867 1704 539 759 1414 0 0 0 198 0 0 0
"197102" 51632 7136 36924 7572 51632 13113 929 3301 0 3091 0 16304 16304 0 0 0 9429 901 1824 539 593 1400 0 0 0 208 0 0 0
"197103" 53699 6695 38635 8369 53699 13938 902 3150 0 3118 99 16436 16436 0 0 0 10374 943 1881 613 590 1448 0 0 0 207 0 0 0
"197104" 56565 7028 40021 9516 56565 14616 911 3004 25 3051 485 17936 17936 0 0 0 10633 1022 1897 627 606 1544 0 0 0 208 0 0 0
"197201" 58107 7114 40451 10542 58107 12832 823 3235 4 3069 758 18825 18755 70 0 0 11917 1139 2050 716 858 1668 0 0 0 213 0 0 0
"197202" 60732 7099 41885 11748 60732 11669 808 4197 3 3224 1066 19773 19633 140 0 0 12514 1297 2254 699 1207 1800 0 0 0 221 0 0 0
"197203" 62929 7561 42553 12815 62929 10944 975 4885 3 3189 1021 20076 19866 210 0 0 13298 1459 2415 750 1741 1944 0 0 0 229 0 0 0
"197204" 65873 7927 43542 14404 65873 8899 1036 6325 8 3196 1311 21980 21709 271 0 0 14082 1589 2288 735 2078 2105 0 0 0 241 0 0 0
"197301" 68894 8188 45546 15160 68894 8538 1097 7691 13 3188 1319 22112 21757 355 0 0 15010 1587 2451 764 2598 2284 0 0 0 242 0 0 0
"197302" 74970 7771 50584 16615 74970 8473 1256 9409 6 3252 1419 24468 24065 403 0 0 16153 1662 2479 815 2788 2480 0 0 0 310 0 0 0
"197303" 81941 8213 56671 17057 81941 9482 1659 11195 4 3387 1635 27119 26642 477 0 0 16306 1732 2392 909 2968 2840 0 0 0 313 0 0 0
"197304" 86234 8357 59837 18040 86234 8333 2035 12958 6 3248 1937 29558 29096 462 0 0 16310 1807 2310 884 3192 3334 0 0 0 322 0 0 0
"197401" 88300 8714 59877 19709 88300 5739 2330 14593 8 3435 1947 30411 29840 571 0 0 17193 1878 2452 932 3252 3817 0 0 0 313 0 0 0
"197402" 94208 8685 65391 20132 94208 6971 2607 15834 0 3574 2828 31778 31176 602 0 0 17242 1935 2781 937 3264 4145 0 0 0 312 0 0 0
"197403" 102062 8477 73048 20537 102062 11511 3080 16412 0 3524 3834 32380 31823 557 0 0 17163 2007 2940 989 3511 4401 0 0 0 310 0 0 0
"197404" 106124 8227 76439 21458 106124 13670 2953 16044 0 2781 4702 33192 32590 602 0 0 17576 2124 2680 1065 4305 4583 0 0 0 449 0 0 0
"197501" 108426 7934 76072 24420 108426 11530 3999 16327 0 2923 5044 33485 33106 379 0 0 18981 2288 2963 1110 4673 4719 0 0 0 384 0 0 0
"197502" 109510 7885 76022 25603 109510 8770 3555 17610 0 2801 4846 34061 33730 331 0 0 21136 2503 2914 1179 4900 4836 0 0 0 399 0 0 0
"197503" 111617 7876 76956 26785 111617 7682 3484 18506 0 2368 5615 34175 33898 277 0 0 22526 2725 2829 1282 4981 5045 0 0 0 399 0 0 0
"197504" 115166 7874 78781 28511 115166 7585 3264 18206 0 2691 6072 34899 34238 331 330 0 23674 2910 3302 1419 5466 5254 0 0 0 424 0 0 0
"197601" 118587 8406 79029 31152 118587 6964 3088 18389 0 2767 6607 35092 34424 316 352 0 25553 3054 3574 1642 5951 5536 0 0 0 370 0 0 0
"197602" 122030 8448 79556 34026 122030 7595 3029 18729 0 3078 6805 34838 34093 371 374 0 26690 3172 3887 1648 6326 5855 0 0 0 378 0 0 0
"197603" 126588 8733 80871 36984 126588 6994 3018 19745 0 3150 6729 35664 34966 302 396 0 28752 3277 4021 2090 6517 6275 0 0 0 356 0 0 0
"197604" 130263 8329 81241 40693 130263 11693 2868 20359 0 2017 6794 36490 35713 325 452 0 27117 3382 3859 2318 6075 6836 0 0 0 455 0 0 0
"197701" 135711 8175 82118 45418 135711 7500 2789 23950 0 2130 6690 35544 34780 258 506 0 30717 3483 4311 2547 7089 8412 0 0 0 549 0 0 0
"197702" 140748 8097 84671 47980 140748 7589 2682 24830 0 2847 7423 36554 35742 240 572 0 31623 3573 4326 2685 7630 8619 0 0 0 367 0 0 0
"197703" 146033 7599 86022 52412 146033 7914 2375 26402 0 3583 7370 36486 35594 232 660 0 33185 3662 4225 3040 8610 8839 0 0 0 342 0 0 0
"197704" 152556 7556 88197 56803 152556 8373 2672 26705 0 4695 8004 37547 36599 211 737 0 34243 3759 4386 4002 8501 9585 0 0 0 84 0 0 0
"197801" 159366 7233 92621 59512 159366 8565 2897 28415 0 4919 7929 38829 37927 242 660 0 35319 3876 4362 4605 8472 10968 0 0 0 210 0 0 0
"197802" 169026 7136 99279 62611 169026 8453 3358 33040 0 5322 8168 40695 39770 331 594 0 36144 3815 4525 4895 8423 11351 0 200 0 637 0 0 0
"197803" 177607 6584 105268 65755 177607 8501 2779 34581 0 6207 7950 42443 41573 342 528 0 38608 3744 4313 5831 9974 11921 0 400 0 355 0 0 0
"197804" 187894 6221 111266 70407 187894 9911 2773 39495 0 5165 7896 44296 43433 409 454 0 39864 3625 4887 6543 8681 13965 0 600 0 193 0 0 0
"197901" 198574 5593 117354 75627 198574 11679 3364 42995 0 5159 7464 45058 44139 369 550 0 41402 3456 5124 7121 9895 14432 0 1200 0 225 0 0 0
"197902" 208211 5146 122559 80506 208211 11554 3430 46504 0 5270 7761 46914 45895 359 660 0 42792 3235 5355 7988 10734 14496 0 1833 0 345 0 0 0
"197903" 219355 5070 126976 87309 219355 12627 2570 50211 0 5662 8224 49258 48094 394 770 0 43541 3021 5674 9023 12004 14065 0 3085 0 390 0 0 0
"197904" 235238 4938 135522 94778 235238 12501 1800 59357 0 5868 8216 52045 50796 430 819 0 44901 2657 5971 9381 12559 15360 0 4020 0 602 0 0 0
"198001" 249123 4874 144295 99954 249123 19045 1933 61731 0 7017 8211 53475 52262 377 836 0 46267 2124 5909 9870 13343 15981 0 3607 0 610 0 0 0
"198002" 257577 4685 148876 104016 257577 17495 1969 60336 0 7063 8875 56423 55233 354 836 0 47761 2838 5836 9739 15027 17783 0 5725 0 707 0 0 0
"198003" 265008 4573 150744 109691 265008 16815 1679 59467 0 7690 8782 58121 56910 353 858 0 52403 3309 5775 10303 16447 18052 0 5399 0 766 0 0 0
"198004" 278330 4445 159926 113959 278330 18601 2205 59721 0 8473 8739 61774 60526 389 859 0 55161 3327 6178 11144 18345 19083 0 4754 0 825 0 0 0
"198101" 285034 4391 163383 117260 285034 14219 2243 60564 0 9054 8722 63894 62633 447 814 0 56805 3450 6296 12256 20305 20201 0 6345 0 680 0 0 0
"198102" 298481 4232 173398 120851 298481 14202 3864 62628 0 9709 8694 65443 64182 460 801 0 58234 3395 6505 13667 22926 20948 0 7403 0 863 0 0 0
"198103" 315259 4170 186719 124370 315259 13479 4475 66253 0 10340 8661 69474 68006 654 814 0 60158 3066 6797 14322 25713 22121 0 9655 0 745 0 0 0
"198104" 323521 4104 190431 128986 323521 14225 5779 69085 0 10344 9125 71576 70137 590 849 0 62714 3596 6982 14293 20199 24250 0 10370 0 983 0 0 0
"198201" 333348 3506 192214 137628 333348 13754 3809 65763 0 10274 9013 72872 71654 580 638 0 69509 3996 7298 15157 23902 27237 0 9889 0 875 0 0 0
"198202" 351445 3485 201009 146951 351445 13602 3837 64250 0 10802 9002 75030 74029 582 419 0 76876 4267 7662 16274 27580 27893 0 13287 0 1083 0 0 0
"198203" 370776 3443 207102 160231 370776 13570 2506 69922 0 10413 8949 76945 75842 597 506 0 82024 3851 8069 17307 29696 31339 0 15137 0 1048 0 0 0
"198204" 387243 3351 205373 178519 387243 13425 3322 70180 0 10914 8937 78832 77649 589 594 0 90751 4525 8515 18634 31997 34310 0 11972 0 929 0 0 0
"198301" 402097 3387 202193 196517 402097 12563 2830 70582 0 10481 8915 81457 80297 555 605 0 103414 4390 9010 19319 33229 35339 0 9759 349 460 0 0 0
"198302" 419074 3344 202669 213061 419074 12367 3753 71057 0 10488 8890 81432 80299 523 610 0 111676 6484 9566 20265 34441 36156 0 11091 852 556 0 0 0
"198303" 438438 3320 203580 231538 438438 14074 3141 70347 0 10281 8737 81341 79932 617 792 0 122026 7496 10143 22151 36972 36406 0 12022 1192 320 1789 0 0
"198304" 454898 3311 206780 244807 454898 14519 4187 70054 0 11183 8645 79951 78315 648 988 0 126905 6262 10700 25863 38890 39252 0 13375 1620 497 2995 0 0
"198401" 471527 3274 212323 255930 471527 15898 2548 71639 0 11128 8558 78435 76930 603 902 0 134295 6380 11473 28094 39305 40192 0 15630 2307 205 4750 690 0
"198402" 487974 3262 221368 263344 487974 17083 3291 71707 0 11310 8501 78503 77052 599 852 0 142827 6796 12266 30538 38417 38801 0 16519 3110 426 6500 1379 0
"198403" 512617 3255 233824 275538 512617 19919 3715 75416 0 11776 8493 79520 77752 756 1012 0 146417 6762 13158 33223 41405 39492 0 17952 4298 755 8250 2066 0
"198404" 529441 3244 237210 288987 529441 27693 5319 74572 0 11969 8389 78884 77111 597 1176 0 143671 5859 13912 36870 44624 43308 0 16853 5422 725 8799 2572 0
"198501" 548395 3230 241132 304033 548395 26868 4183 84887 0 12289 8372 78507 76628 581 1298 0 146037 6134 15462 39898 46321 43495 0 17488 9389 250 5015 2580 1220
"198502" 574247 3221 249936 321090 574247 40239 3502 88968 0 13063 8303 81027 79001 590 1436 0 136685 6526 17656 42861 49977 40841 0 19577 12364 928 6699 2591 2440
"198503" 600079 3215 253532 343332 600079 35400 3533 90871 0 14335 8227 77320 74830 708 1782 0 147416 7099 19627 47568 52053 41556 0 21809 16402 1150 9450 2603 3660
"198504" 628876 3217 257795 367864 628876 23404 4017 105083 0 17478 8227 77461 74246 1079 2136 0 146785 6991 22157 49368 67112 38124 0 17971 26082 799 10174 2763 4880
"198601" 654303 3163 256553 394587 654303 18462 4167 102965 0 18793 8187 81347 77828 1583 1936 0 154227 7388 22820 53500 68657 34901 0 16992 34373 379 17040 4005 6100
"198602" 693538 3165 261301 429072 693538 22620 4518 95669 0 20841 8137 90079 86234 2078 1767 0 170508 7672 22721 55885 66253 36024 0 14709 43480 188 21667 5247 7320
"198603" 746678 3559 267223 475896 746678 22966 5750 102273 0 22325 8047 103549 99328 2378 1843 0 180250 8391 22367 56720 65508 37905 0 15075 54970 209 25344 6489 8540
"198604" 808209 3608 273010 531591 808209 23316 2360 103663 0 24989 7829 115064 110735 2589 1740 0 193068 8782 22262 59976 59158 38147 0 14997 63382 200 53525 7731 9760
"198701" 848405 4594 268376 575435 848405 24067 2274 92814 0 25700 7719 124979 120498 2584 1897 0 196747 9659 22281 62756 61509 39917 0 16517 71742 220 69250 9346 10908
"198702" 895040 4127 275771 615142 895040 21386 3006 94242 0 26723 7683 130342 125419 2917 2006 0 214397 10553 22293 64744 68658 41311 0 15705 74608 200 76028 10961 12200
"198703" 934710 3901 283725 647084 934710 25553 3036 100018 0 28163 7623 135641 130094 3540 2007 0 225257 9458 22309 67654 70470 42927 0 18238 70764 165 81438 12576 13420
"198704" 977752 5144 303214 669394 977752 32109 2648 108896 0 28322 7553 144511 138629 3832 2050 0 236672 8802 22340 67010 72284 42961 0 26711 66205 126 81771 14191 14640
"198801" 996381 5021 313519 677841 996381 27148 3702 105533 0 28464 7399 151256 145149 3983 1835 289 234344 7469 22365 68656 80835 40327 0 29471 66533 475 91720 14824 15860
"198802" 1020149 6952 317882 695315 1020149 24126 6107 110888 0 31114 7268 157123 150708 4281 1810 324 242731 7067 22366 71151 81550 39568 0 21682 66379 400 98092 15457 17080
"198803" 1061800 12176 328487 721137 1061800 28969 5918 124609 0 32575 7191 165401 158584 4599 1852 366 249224 7257 22409 72709 84019 39557 0 20543 64686 400 101943 16090 18300
"198804" 1115962 22578 348097 745287 1115962 52357 6022 131713 0 34193 6966 175325 167888 4922 2092 423 257240 7141 22563 75730 86670 35347 0 18150 62833 339 107130 16723 19520
"198901" 1157059 22284 364316 770459 1157059 48854 7692 143527 0 38227 6779 185763 177588 5597 2076 502 255857 6965 23133 81530 97464 37920 0 13853 61502 321 109991 16941 20740
"198902" 1187035 23567 368986 794482 1187035 38751 7090 152932 0 40040 6654 200639 192001 5978 2054 606 250037 6844 23925 89474 101043 43928 0 17151 60915 570 107924 17158 21960
"198903" 1222783 25342 370429 827012 1222783 49875 6564 161595 0 43023 6555 217397 209536 5185 1969 707 227152 6575 24897 95855 104903 47393 0 16308 62706 1383 110046 17376 23180
"198904" 1267073 24197 373327 869549 1267073 74766 9170 162629 0 47219 6525 230482 222123 5222 2360 777 208887 6258 26007 100844 110473 51203 0 20803 64452 6262 99100 17593 24400
"199001" 1314825 31590 378070 905165 1314825 84423 7046 151991 0 49388 6524 251347 242085 5902 2543 817 201181 9564 27244 104874 123001 54214 0 21874 66067 8008 105141 17318 25620
"199002" 1358105 32933 380974 944198 1358105 98450 5292 151960 0 50857 6446 264833 255739 6194 2070 830 190646 11525 28594 108755 127991 56085 0 28802 68181 9390 105931 17043 27324
"199003" 1395546 32603 384410 978533 1395546 108422 2886 151795 0 50324 6377 274174 264760 6541 2037 836 185882 13219 30149 115224 130890 61255 0 29843 69035 10440 107378 16768 31485
"199004" 1445905 32350 393694 1019861 1445905 117318 3285 151033 0 49406 6342 284806 274908 7153 1890 855 185654 14431 32000 121049 133087 62851 0 36410 72592 11883 103252 16493 44013
"199101" 1473629 26350 396972 1050307 1473629 98701 2873 152905 0 50225 6342 299335 288640 7942 1887 866 172750 16288 34361 129000 146860 62935 0 38975 75936 22869 101467 16517 45290
"199102" 1500385 24800 389601 1085984 1500385 104443 4955 153813 0 51563 6213 308117 296514 8660 2093 850 161439 17935 37412 145581 144634 64651 0 35694 80106 23957 94215 16541 49116
"199103" 1535656 17602 394741 1123313 1535656 106302 3350 157515 0 55861 6154 317598 305976 9000 1757 865 150379 19691 40291 148864 147589 64551 20 40393 89285 29465 87131 16565 54652
"199104" 1577948 18556 402903 1156489 1577948 115486 5112 162725 0 58531 6044 335722 321205 11151 2395 971 145035 19592 42135 164184 145963 58038 45 40640 96683 34764 76631 16589 54029
"199201" 1601229 15765 405736 1179728 1601229 110202 7872 148155 0 61710 5960 345876 331206 11720 1766 1184 139994 22460 42989 171663 157348 55408 80 39241 101411 40286 76437 16520 57617
"199202" 1653139 15862 418289 1218988 1653139 96135 7727 166627 0 68386 5710 357935 341297 13532 1589 1517 142103 24568 42897 176868 155289 49236 107 43509 115823 45517 71788 16400 66514
"199203" 1696980 18119 435214 1243647 1696980 104137 8462 172507 0 69828 5534 371321 353394 13759 2314 1854 137773 26850 42546 185766 157212 48036 148 50432 128820 45374 64031 16150 62053
"199204" 1734442 18786 443609 1272047 1734442 114358 8585 174902 0 71352 5413 378493 360133 14084 2199 2077 143034 28651 42621 193006 156492 39761 183 54288 146969 47482 59971 15900 52981
"199301" 1771049 19576 451677 1299796 1771049 110278 15167 161570 0 73170 5123 398425 377003 17036 2183 2203 141791 31886 42985 199330 171246 32740 217 50251 149293 45843 65634 15800 60300
"199302" 1790737 20596 468841 1301300 1790737 75952 11620 166402 0 82130 5032 408588 385945 17988 2406 2249 143749 32689 43496 209211 169976 32078 268 55701 156296 47525 68924 15700 65400
"199303" 1865973 24654 510764 1330555 1865973 57936 17224 180476 0 91893 4804 417076 393295 19021 2495 2265 144695 34630 44030 216867 168357 34149 332 65361 170043 52576 76924 14800 73800
"199304" 1907522 26585 524171 1356766 1907522 58275 19059 175007 0 103241 4638 423206 396326 21481 3096 2303 147251 36341 44463 222812 170642 35796 380 67772 172635 66041 83563 15600 60800
"199401" 1989720 26259 564165 1399296 1989720 98772 22414 168135 0 109188 4227 425794 394948 25089 3357 2400 148551 39996 44791 228816 175981 40588 438 68343 168680 77659 94747 14000 58600
