"DATES" "FL893169005.Q" "FL313069205.Q" "FL153169203.Q" "FL103169205.Q" "FL113169203.Q" "FL133169203.Q" "FL213169203.Q" "FL263169205.Q" "FL403169283.Q" "FL313069223.Q" "FL503169205.Q" "FL263069500.Q" "FL263069500.Q" "FL763069705.Q" "FL103169705.Q" "FL263169705.Q" "FL443069505.Q" "FL103169525.Q" "FL113169525.Q" "FL473069503.Q" "FL103169545.Q" "FL113169545.Q" "FL153169405.Q" "FL313069403.Q" "FL543069403.Q" "FL403069305.Q" "FL153169305.Q" "FL113169303.Q" "FL133169300.Q" "FL723169305.Q" "FL443169305.Q" "FL473169333.Q" "FL543169333.Q" "FL673069505.Q" "FL673069505.Q" "FL613069500.Q" "FL103169535.Q" "FL113169535.Q" "FL103169803.Q" "FL153069803.Q" "FL543069803.Q" "FL653069803.Q" "FL673069803.Q" "FL663069803.Q" "FL503069805.Q"
"196004" 40526 20468 581 856 3962 564 1240 13228 37 0 0 0 0 2027 834 1193 40 20 20 0 0 0 5671 440 5231 4131 0 649 1501 0 1981 0 0 0 0 8189 7370 819 0 0 0 0 0 0 0
"196101" 40887 20994 627 846 3973 722 1290 13523 13 0 0 0 0 2231 787 1444 39 20 20 0 0 0 5823 450 5373 3768 0 665 1626 0 1477 0 0 0 0 8032 7229 803 0 0 0 0 0 0 0
"196102" 41408 20726 659 1020 3985 655 1403 13004 0 0 0 0 0 2271 672 1599 26 13 13 0 0 0 5998 475 5523 4295 0 595 1831 0 1869 0 0 0 0 8092 7283 809 0 0 0 0 0 0 0
"196103" 42232 21320 718 972 4012 710 1441 13458 9 0 0 0 0 2422 701 1721 37 19 19 0 0 0 6120 486 5634 4612 0 645 1843 0 2124 0 0 0 0 7721 6949 772 0 0 0 0 0 0 0
"196104" 43983 21624 747 922 3992 686 1466 13707 104 0 0 0 0 2683 895 1788 45 23 23 0 0 0 6230 497 5733 5009 0 697 1650 0 2662 0 0 0 0 8392 7553 839 0 0 0 0 0 0 0
"196201" 44399 22259 790 976 3997 850 1551 14051 44 0 0 0 0 2498 742 1756 66 33 33 0 0 0 6356 508 5848 4644 0 728 1765 0 2151 0 0 0 0 8576 7718 858 0 0 0 0 0 0 0
"196202" 45846 22835 846 1090 4000 844 1712 14343 0 0 0 0 0 2342 734 1608 81 41 41 0 0 0 6515 520 5995 5457 0 692 1998 0 2767 0 0 0 0 8616 7754 862 0 0 0 0 0 0 0
"196203" 45892 22968 924 1106 4118 780 1764 14242 34 0 0 0 0 2281 737 1544 108 54 54 0 0 0 6654 530 6124 5743 0 690 2007 0 3046 0 0 0 0 8138 7324 814 0 0 0 0 0 0 0
"196204" 47666 23492 970 1135 4168 736 1970 14424 89 0 0 0 0 2650 898 1752 134 67 67 0 0 0 6774 540 6234 6054 0 735 1840 0 3479 0 0 0 0 8562 7706 856 0 0 0 0 0 0 0
"196301" 48238 24214 1032 1093 4227 931 2031 14837 63 0 0 0 0 2589 818 1771 111 56 56 0 0 0 6898 550 6348 5280 0 760 2006 0 2514 0 0 0 0 9146 8231 915 0 0 0 0 0 0 0
"196302" 50260 24656 1075 1133 4187 913 2052 15296 0 0 0 0 0 2697 732 1965 84 42 42 0 0 0 7033 561 6472 6264 0 701 2293 0 3270 0 0 0 0 9526 8573 953 0 0 0 0 0 0 0
"196303" 51116 24881 1131 1143 4237 883 2154 15333 0 0 0 0 0 2709 708 2001 181 91 91 0 0 0 7137 570 6567 7077 0 735 2318 0 4024 0 0 0 0 9131 8218 913 0 0 0 0 0 0 0
"196304" 53237 25377 1173 1183 4444 797 2203 15577 0 0 0 0 0 2890 665 2225 36 18 18 0 0 0 7234 579 6655 7723 0 840 2099 0 4784 0 0 0 0 9977 8979 998 0 0 0 0 0 0 0
"196401" 54675 26061 1246 1211 4569 926 2199 15910 0 0 0 0 0 3102 708 2394 92 46 46 0 0 0 7366 589 6777 7221 0 815 2238 0 4168 0 0 0 0 10833 9750 1083 0 0 0 0 0 0 0
"196402" 56988 26750 1281 1229 4547 1014 2274 16401 4 0 0 0 0 3149 711 2438 73 37 37 0 0 0 7510 599 6911 8030 0 757 2504 0 4769 0 0 0 0 11476 10328 1148 0 0 0 0 0 0 0
"196403" 57836 27535 1348 1281 4630 956 2372 16814 134 0 0 0 0 3175 761 2414 94 47 47 0 0 0 7637 608 7029 8162 0 809 2516 0 4837 0 0 0 0 11233 10110 1123 0 0 0 0 0 0 0
"196404" 59566 28234 1397 1382 4810 861 2464 17189 131 0 0 0 0 3385 764 2621 92 46 46 0 0 0 7758 618 7140 8530 0 958 2247 0 5325 0 0 0 0 11567 10410 1157 0 0 0 0 0 0 0
"196501" 60749 28950 1461 1470 4832 1011 2523 17626 27 0 0 0 0 3325 735 2590 116 58 58 0 0 0 7897 628 7269 8134 0 1007 2380 0 4747 0 0 0 0 12327 11094 1233 0 0 0 0 0 0 0
"196502" 63441 29729 1507 1526 4837 1050 2655 18154 0 0 0 0 0 3355 750 2605 127 64 64 0 0 0 8057 638 7419 9203 0 931 2686 0 5586 0 0 0 0 12970 11673 1297 0 0 0 0 0 0 0
"196503" 63683 30171 1585 1577 4908 988 2719 18265 129 0 0 0 0 3314 860 2454 99 50 50 0 0 0 8210 649 7561 9467 0 940 2725 0 5802 0 0 0 0 12422 11180 1242 0 0 0 0 0 0 0
"196504" 65969 31057 1632 1676 4978 941 2777 18717 336 0 0 0 0 3392 891 2501 82 41 41 0 0 0 8338 660 7678 9568 0 1055 2516 0 5997 0 0 0 0 13532 12179 1353 0 0 0 0 0 0 0
"196601" 67876 32019 1739 1830 5052 1218 2823 19119 238 0 0 0 0 3388 843 2545 53 27 27 0 0 0 8533 672 7861 9532 0 1137 2708 0 5687 0 0 0 0 14351 12916 1435 0 0 0 0 0 0 0
"196602" 70455 32442 1856 1885 5075 1092 2910 19624 0 0 0 0 0 3420 945 2475 60 30 30 0 0 0 8857 684 8173 10953 0 1105 3065 0 6783 0 0 0 0 14723 13251 1472 0 0 0 0 0 0 0
"196603" 71464 33612 2062 1937 5097 1113 3207 19795 401 0 0 0 0 3370 1104 2266 188 94 94 0 0 0 9354 697 8657 11450 0 1199 3076 0 7175 0 0 0 0 13490 12141 1349 0 0 0 0 0 0 0
"196604" 73158 33778 2114 2042 5190 929 3404 19996 103 0 0 0 0 3603 1063 2540 196 98 98 0 0 0 9827 710 9117 11148 0 1290 2923 0 6935 0 0 0 0 14606 13145 1461 0 0 0 0 0 0 0
"196701" 74092 35272 2198 2121 5204 1129 3414 21150 56 0 0 0 0 3704 1076 2628 246 123 123 0 0 0 10119 723 9396 9706 0 1363 3168 0 5175 0 0 0 0 15045 13541 1505 0 0 0 0 0 0 0
"196702" 74478 35985 2258 2189 5222 1226 3464 21626 0 0 0 0 0 4131 1103 3028 291 146 146 0 0 0 10406 736 9670 9145 0 1296 3547 0 4302 0 0 0 0 14520 13068 1452 0 0 0 0 0 0 0
"196703" 75004 37109 2360 2154 5284 1141 3570 22103 497 0 0 0 0 4146 1217 2929 222 111 111 0 0 0 10609 749 9860 9029 0 1384 3523 0 4122 0 0 0 0 13889 12500 1389 0 0 0 0 0 0 0
"196704" 76387 37480 2443 2233 5556 1087 3579 22546 36 0 0 0 0 4317 1304 3013 211 106 106 0 0 0 10819 760 10059 9303 0 1506 3411 0 4386 0 0 0 0 14257 12831 1426 0 0 0 0 0 0 0
"196801" 79165 38613 2557 2319 5599 1071 3636 23369 62 0 0 0 0 4336 1345 2991 329 165 165 0 0 0 11107 771 10336 9481 0 1598 3614 0 4269 0 0 0 0 15299 13769 1530 0 0 0 0 0 0 0
"196802" 81755 39133 2938 1626 5647 1078 3835 23953 56 0 0 0 0 4286 1490 2796 352 176 176 0 0 0 11478 781 10697 10283 0 1454 3940 0 4889 0 0 0 0 16223 14601 1622 0 0 0 0 0 0 0
"196803" 82619 40138 3059 1632 5755 1060 3878 24460 294 0 0 0 0 4327 1582 2745 352 176 176 0 0 0 11836 794 11042 10346 0 1479 3841 0 5026 0 0 0 0 15620 14058 1562 0 0 0 0 0 0 0
"196804" 84532 40802 3206 1657 5883 1034 3993 24746 283 0 0 0 0 4428 1574 2854 213 107 107 0 0 0 12109 803 11306 10490 0 1577 3654 0 5259 0 0 0 0 16490 14841 1649 0 0 0 0 0 0 0
"196901" 86888 41677 3329 1692 5957 1143 4130 25426 0 0 0 0 0 4464 1687 2777 230 115 115 0 0 0 12542 817 11725 10915 0 1663 3921 0 5331 0 0 0 0 17060 15354 1706 0 0 0 0 0 0 0
"196902" 92075 42412 3360 1721 5970 1163 4205 25993 0 0 0 0 0 4880 1813 3067 252 126 126 0 0 0 13199 838 12361 12362 0 1594 4355 0 6413 0 0 0 0 18970 17073 1897 0 0 0 0 0 0 0
"196903" 96357 43280 3488 1732 6057 1201 4271 26531 0 0 0 0 0 5232 2259 2973 232 116 116 0 0 0 14050 868 13182 13854 0 1585 4329 0 7940 0 0 0 0 19709 17738 1971 0 0 0 0 0 0 0
"196904" 101361 44183 3586 1774 6213 1019 4739 26852 0 0 0 0 0 5451 2282 3169 259 130 130 0 0 0 14713 888 13825 15296 0 1732 4275 0 9289 0 0 0 0 21459 19313 2146 0 0 0 0 0 0 0
"197001" 104392 44966 3704 1827 6307 1140 4698 27290 0 0 0 0 0 5352 2309 3043 312 156 156 0 0 0 15456 912 14544 16229 0 1840 4644 0 9745 0 0 0 0 22077 19869 2208 0 0 0 0 0 0 0
"197002" 108108 45519 3778 1914 6443 1168 4572 27644 0 0 0 0 0 5973 2686 3287 382 191 191 0 0 0 16124 933 15191 17082 0 1749 5097 0 10236 0 0 0 0 23028 20725 2303 0 0 0 0 0 0 0
"197003" 108950 46239 3840 1967 6594 1081 4766 27991 0 0 0 0 0 5848 2792 3056 419 210 210 0 0 0 16653 950 15703 17380 0 1857 4998 0 10525 0 0 0 0 22411 20170 2241 0 0 0 0 0 0 0
"197004" 110664 46694 3879 2059 6783 967 4816 28190 0 0 0 0 0 7058 3090 3968 459 230 230 0 0 0 17021 957 16064 17619 0 2030 4974 0 10615 0 0 0 0 21813 19632 2181 0 0 0 0 0 0 0
"197101" 112659 47228 4076 1449 6857 1038 4909 28899 0 0 0 0 0 7173 3120 4053 549 275 275 0 0 0 17257 961 16296 17223 0 2153 5380 0 9690 0 0 0 0 23229 20906 2323 0 0 0 0 0 0 0
"197102" 113003 48140 4141 1527 6980 1066 4841 29585 0 0 0 0 0 7645 3652 3993 650 325 325 0 0 0 17494 963 16531 15191 0 2041 5909 0 7241 0 0 0 0 23883 21495 2388 0 0 0 0 0 0 0
"197103" 113830 48712 4173 1537 7068 1042 5090 29802 0 0 0 0 0 8148 4096 4052 654 327 327 0 0 0 17779 967 16812 15357 0 1879 5841 0 7637 0 0 0 0 23180 20862 2318 0 0 0 0 0 0 0
"197104" 114555 49182 4239 1604 7141 1014 5181 30003 0 0 0 0 0 7889 3619 4270 675 338 338 0 0 0 18034 969 17065 15618 0 2013 5669 0 7936 0 0 0 0 23157 20841 2316 0 0 0 0 0 0 0
"197201" 115803 49926 4413 1607 7049 1033 5448 30376 0 0 0 0 0 7985 3575 4410 784 392 392 0 0 0 18236 969 17267 14152 0 2192 5968 0 5992 0 0 0 0 24720 22248 2472 0 0 0 0 0 0 0
"197202" 116364 50090 4456 1637 7130 1063 5145 30659 0 0 0 0 0 7069 3586 3483 708 354 354 0 0 0 18493 971 17522 14516 0 2061 6380 0 6075 0 0 0 0 25488 22939 2549 0 0 0 0 0 0 0
"197203" 117209 51061 4666 1689 7249 1104 5271 31082 0 0 0 0 0 6602 3635 2967 689 345 345 0 0 0 18751 980 17771 15107 0 2170 6201 0 6736 0 0 0 0 24999 22499 2500 0 0 0 0 0 0 0
"197204" 121898 51713 4624 1845 7202 1050 5526 31466 0 0 0 0 0 6898 3672 3226 568 284 284 0 0 0 18984 981 18003 16373 0 2298 6096 0 7979 0 0 0 0 27362 24626 2736 0 0 0 0 0 0 0
"197301" 126274 52871 4844 1938 8046 1207 4797 32039 0 0 0 189 189 6859 3377 3482 233 117 117 0 0 0 19267 983 18284 17715 0 2895 6400 0 8420 0 0 0 0 29140 26226 2914 0 0 0 0 0 0 0
"197302" 132672 53299 4858 1965 8148 1357 4555 32416 0 0 0 166 166 7237 3253 3984 573 287 287 0 0 0 19698 985 18713 20828 0 2725 6958 0 11145 0 0 0 0 30871 27784 3087 0 0 0 0 0 0 0
"197303" 138620 54415 4858 2011 8276 1321 4971 32978 0 0 0 24 24 8170 4452 3718 629 315 315 0 0 0 20594 997 19597 24205 0 2738 7169 0 14298 0 0 0 0 30583 27525 3058 0 0 0 0 0 0 0
"197304" 142804 54978 4969 2138 8555 1241 4916 33159 0 0 0 32 32 8892 4736 4156 451 226 226 0 0 0 21205 1006 20199 24922 0 2577 7198 0 15147 0 0 0 0 32324 29092 3232 0 0 0 0 0 0 0
"197401" 145459 53469 5063 2047 8495 1238 4974 31652 0 0 0 51 51 10166 5016 5150 496 248 248 0 0 0 21651 1008 20643 25658 0 3118 7545 0 14995 0 0 0 0 33968 30571 3397 0 0 0 0 0 0 0
"197402" 153674 54025 5259 2093 8705 1399 4781 31788 0 0 0 118 118 13174 5575 7599 446 223 223 0 0 0 22322 1017 21305 28929 0 2806 8481 0 17642 0 0 0 0 34660 31194 3466 0 0 0 0 0 0 0
"197403" 163654 55404 5491 2310 8861 1394 5173 32065 110 0 0 144 144 16035 6463 9572 475 238 238 0 0 0 23209 1034 22175 32795 0 3092 8931 0 20772 0 0 0 0 35592 32033 3559 0 0 0 0 0 0 0
"197404" 173043 58486 5480 3667 9052 1313 5592 32687 695 0 0 253 253 18484 7247 11237 526 263 263 0 0 0 23904 1042 22862 34227 0 3575 8848 0 21804 0 0 0 0 37163 33447 3716 0 0 0 0 0 0 0
"197501" 173331 60787 5671 3716 9412 1405 5688 33942 953 0 0 290 290 18730 7389 11341 642 321 321 0 0 0 24368 1042 23326 30716 0 3433 9119 0 18164 0 0 0 0 37798 34018 3780 0 0 0 0 0 0 0
"197502" 175431 63223 5841 3672 9652 1984 5678 35149 1247 0 0 238 238 17740 7099 10641 574 287 287 0 0 0 24755 1047 23708 30195 0 3371 10021 0 16803 0 0 0 0 38706 34835 3871 0 0 0 0 0 0 0
"197503" 178716 65385 5976 3749 10203 2144 5793 36112 1408 0 0 249 249 16790 6719 10071 736 368 368 0 0 0 25151 1052 24099 30982 0 3500 10000 0 17482 0 0 0 0 39423 35481 3942 0 0 0 0 0 0 0
"197504" 184794 66911 6022 3873 10564 2089 5781 37023 1559 0 0 325 325 18727 7580 11147 610 305 305 0 0 0 25522 1055 24467 31819 0 3979 9995 0 17845 0 0 0 0 40880 36792 4088 0 0 0 0 0 0 0
"197601" 189323 69685 6145 4226 10908 2056 7040 37776 1534 0 0 290 290 18901 7745 11156 745 373 373 0 0 0 25811 1048 24763 30357 0 4200 10400 0 15757 0 0 0 0 43534 39181 4353 0 0 0 0 0 0 0
"197602" 192805 69210 6260 3916 11328 1966 5733 38473 1534 0 0 377 377 19783 8242 11541 763 382 382 0 0 0 26189 1053 25136 30878 0 4412 11192 0 15274 0 0 0 0 45605 41045 4561 0 0 0 0 0 0 0
"197603" 198688 72789 6509 3988 12037 2357 6970 39438 1490 0 0 493 493 19599 8386 11213 815 408 408 0 0 0 26550 1056 25494 32112 0 4450 11600 0 16062 0 0 0 0 46330 41697 4633 0 0 0 0 0 0 0
"197604" 205553 73077 6496 4056 12393 2226 7817 38917 1172 0 0 495 495 22523 10165 12358 1003 502 502 0 0 0 26890 1056 25834 32105 0 4931 11312 0 15862 0 0 0 0 49460 44514 4946 0 0 0 0 0 0 0
"197701" 211447 74273 6274 4184 13047 2274 8159 39925 410 0 0 642 642 22694 9904 12790 932 466 466 0 0 0 27304 1056 26248 32537 0 5575 12500 0 14462 0 0 0 0 53065 47759 5307 0 0 0 0 0 0 0
"197702" 217444 73876 6319 4172 13535 2835 6118 40467 430 0 0 594 594 23440 10274 13166 1045 523 523 0 0 0 27760 1051 26709 33964 0 5220 13027 0 15717 0 0 0 0 56765 51089 5677 0 0 0 0 0 0 0
"197703" 223287 77212 6501 4270 14071 3139 7334 41387 510 0 0 548 548 23317 9672 13645 785 393 393 0 0 0 28198 1057 27141 35538 0 4990 13494 0 17054 0 0 0 0 57689 51920 5769 0 0 0 0 0 0 0
"197704" 236114 78775 6585 4026 14332 3502 8022 41793 515 0 0 645 645 25654 11442 14212 975 488 488 0 0 0 28616 1060 27556 38492 0 5560 12759 0 20173 0 0 0 0 62957 56661 6296 0 0 0 0 0 0 0
"197801" 243276 82470 6728 4688 15604 4025 8307 42528 590 0 0 793 793 24181 8301 15880 885 443 443 0 0 0 29064 1057 28007 39578 0 5900 12400 0 21278 0 0 0 0 66305 59675 6631 0 0 0 0 0 0 0
"197802" 254043 84542 6851 5013 15980 5956 6464 43588 690 0 0 1043 1043 24289 8637 15652 857 429 429 0 0 0 29676 1060 28616 44656 0 6109 13273 0 25274 0 0 0 0 68980 62082 6898 0 0 0 0 0 0 0
"197803" 261717 89020 7181 5608 17396 6769 6461 44860 745 0 0 1412 1412 21952 8869 13083 1108 554 554 0 0 0 30311 1061 29250 49317 0 6059 14100 0 29158 0 0 0 0 68597 61737 6860 0 0 0 0 0 0 0
"197804" 277348 91577 7397 5714 18405 7009 6466 45671 915 0 0 901 901 24938 9908 15030 1172 586 586 0 0 0 31212 1066 30146 53137 0 6250 14217 0 32670 0 0 0 0 74411 66970 7441 0 0 0 0 0 0 0
"197901" 285384 93434 7467 5986 18828 7286 6481 46356 1030 0 0 1341 1341 25214 9948 15266 942 471 471 0 0 0 32242 1077 31165 53695 0 6850 14964 0 31881 0 0 0 0 78516 70664 7852 0 0 0 0 0 0 0
"197902" 303445 98372 7893 6340 19683 9565 6648 47103 1140 0 0 1878 1878 27158 10175 16983 1610 805 805 0 0 0 33224 1085 32139 58501 0 7355 16075 0 35071 0 0 0 0 82702 74432 8270 0 0 0 0 0 0 0
"197903" 315218 101444 8209 6666 20555 10392 6551 47796 1275 0 0 2459 2459 30907 11040 19867 2168 1084 1084 0 0 0 34156 1095 33061 62596 0 7500 16500 0 38596 0 0 0 0 81488 73339 8149 0 0 0 0 0 0 0
"197904" 331542 105709 8469 6908 21394 10391 6662 50380 1505 0 0 2888 2888 32465 13842 18623 2246 1123 1123 0 0 0 35944 1119 34825 67761 0 8379 17544 0 41838 0 0 0 0 84529 76076 8453 0 0 0 0 0 0 0
"198001" 346413 110132 8671 7158 22319 11498 6714 51987 1785 0 0 3452 3452 35888 15744 20144 1403 702 702 0 0 0 38042 1147 36895 71836 0 9200 18514 0 44122 0 0 0 0 85660 77094 8566 0 0 0 0 0 0 0
"198002" 355910 114637 8720 7598 23475 12822 6779 53063 2180 0 0 5568 5568 38967 16591 22376 1441 721 721 0 0 0 40564 1187 39377 70223 0 7915 19944 0 42364 0 0 0 0 84510 76059 8451 0 0 0 0 0 0 0
"198003" 361903 118538 9422 7995 24400 13126 7138 54112 2345 0 0 5263 5263 39509 16076 23433 1843 922 922 0 0 0 41398 1192 40206 72961 0 8600 20200 0 44161 0 0 0 0 82391 74152 8239 0 0 0 0 0 0 0
"198004" 376993 122225 9483 8376 25553 13026 7586 55481 2720 0 0 4502 4502 39790 17076 22714 2727 1364 1364 0 0 0 42612 1201 41411 78191 0 9830 19398 0 48963 0 0 0 0 86946 78251 8695 0 0 0 0 0 0 0
