"DATES" "FL264090005.Q" "FL313111303.Q" "FL764116005.Q" "FL263020005.Q" "FL263030005.Q" "FL263034003.Q" "FL262050003.Q" "FL264004005.Q" "FL263069103.Q" "FL263061105.Q" "FL263061110.Q" "FL263061120.Q" "FL263061705.Q" "FL263061713.Q" "FL263061723.Q" "FL263062003.Q" "FL263063005.Q" "FL263069500.Q" "FL263064105.Q" "FL263064203.Q" "FL263070005.Q" "FL263067003.Q" "FL263090005.Q" "FL263092001.Q" "FL263093005.Q" "FL264190005.Q" "FL263111005.Q" "FL263191003.Q" "FL264102005.Q" "FL263169105.Q" "FL263163003.Q" "FL263168005.Q" "FL263168465.Q" "FL263168475.Q" "FL263168485.Q" "FL263169205.Q" "FL263169705.Q" "FL263170003.Q" "FL263167003.Q" "FL263190005.Q" "FL313092803.Q" "FL263191103.Q" "FL263192005.Q" "FL263193005.Q" "FL263164103.Q"
"200003" 6745341 6359 170779 231468 101157 10217 92415 2352170 97319 1008879 619689 389190 331781 108814 222967 8000 793780 112411 1553246 167309 50307 0 2009914 1330251 679663 3661991 55210 740645 797226 109756 568715 67537 3573 12562 51402 47426 3792 49657 0 2019253 34948 2436 1550984 430885 1942786
"200004" 6840831 6384 161085 236327 101536 11201 91333 2451069 114302 1021426 639796 381630 348228 116359 231869 8000 841774 117339 1482981 149023 49366 0 2100526 1421017 679509 3579176 56601 803348 814504 120919 572692 70536 3510 13241 53785 47214 3143 51173 0 1853550 35360 2594 1531607 283989 1852842
"200101" 7132748 6177 101489 234884 86132 12185 -4600 2533214 106559 1019783 655812 363971 378711 119933 258778 8000 905411 114750 1351303 127083 48297 0 2636584 1479708 1156876 3956568 53176 845324 870174 172028 576501 74107 3626 16418 54063 46716 822 44317 0 2143577 35881 2494 1571516 533686 1654541
"200102" 7322520 6103 99243 237780 93499 13168 -3434 2586939 113311 988301 636246 352055 390328 121997 268331 8000 968126 118873 1474046 131828 47485 0 2635863 1540744 1095119 3963834 53803 806479 871987 186978 570994 66247 3313 9130 53804 46975 793 49175 0 2182390 36379 2520 1601926 541565 1718095
"200103" 7376319 6316 108765 247218 91749 14152 -381 2663153 113168 995064 651007 344057 409633 123592 286041 8000 1000062 137226 1280641 107697 46963 0 2810046 1557320 1252726 4247565 59918 805295 852199 189339 548466 67308 4176 9407 53725 46509 577 44119 0 2486034 36738 2550 1649296 797450 1433884
"200104" 7323953 6157 115508 255114 102122 15136 13092 2850152 108449 1095208 720149 375059 504123 171692 332431 8000 1018665 115707 1440960 116585 46217 0 2362910 1518473 844437 3763895 57609 810100 865383 198475 557062 63239 4309 5875 53055 46067 540 43523 0 1987280 37065 2522 1693131 254562 1612673
"200201" 7492625 6109 83602 257277 113720 16119 9351 2928193 116024 1109955 724569 385386 523891 181453 342438 8000 1060854 109469 1477112 115320 48502 0 2437320 1543558 893762 3852133 56530 795025 896010 215169 568073 66726 4166 6110 56450 45480 562 41196 0 2063372 37511 2530 1744877 278454 1607025
"200202" 7677243 6519 55102 264296 143538 17103 7262 3095812 125691 1148159 743943 404216 575823 197671 378152 8000 1118217 119922 1280216 98079 47583 0 2661733 1552465 1109268 4037347 63652 802487 913114 225519 569801 72221 4765 9660 57796 45111 462 38915 0 2219179 37879 2489 1784532 394279 1521874
"200203" 7897684 6481 72571 265093 152375 16681 46604 3215821 125451 1211343 753067 458276 603979 205279 398700 9750 1131597 133701 1084779 89752 47394 0 2900133 1567858 1332275 4384835 64818 828523 918757 226571 577742 69292 5022 7802 56468 44670 482 39261 0 2533476 38243 2593 1821287 671353 1235475
"200204" 7808347 6661 119718 273394 143345 16259 28549 3303009 126555 1285498 811995 473503 630586 214249 416337 11500 1123036 125834 1221566 97967 48812 0 2549067 1499952 1049115 4299096 67963 831130 1072842 257228 702742 68577 5082 5111 58384 44131 164 38588 0 2288573 38551 2627 1867043 380352 1373980
"200301" 7959509 6731 53368 253954 114748 15836 71303 3450502 178657 1322878 842272 480606 644525 226560 417965 13250 1176233 114959 1196867 100241 48656 0 2647303 1537680 1109623 4377774 69006 855431 1079641 262588 701169 72025 4538 9937 57550 43736 123 41580 0 2332116 38929 2591 1894714 395882 1293453
"200302" 8148804 6864 33329 254033 121517 15414 53184 3629471 179971 1415263 884940 530323 658108 236681 421427 15000 1235049 126080 1433104 115865 48168 0 2437855 1534522 903333 4220950 70616 885900 1122959 300306 715198 64368 4638 8936 50794 42947 140 44080 0 2097395 39334 2665 1944240 111156 1581419
"200303" 8306819 7005 68486 254277 111272 17117 75254 3733604 185978 1484336 918875 565461 634646 244942 389704 17250 1286243 125151 1464740 127588 47160 0 2400316 1534927 865389 4079238 73388 841564 1090773 278843 704078 65652 4385 8667 52600 42087 113 41374 0 2032139 39691 2685 1987316 2447 1755385
"200304" 8805335 7281 109577 262899 115025 18820 115438 3836123 192752 1513524 986301 527223 655345 262924 392421 19500 1330015 124987 1674617 146072 50076 0 2469407 1580994 888413 4523437 74895 867094 1253295 276105 868948 66075 4527 8893 52655 41995 172 44687 0 2283466 39985 2792 2054464 186225 2079422
"200401" 9133501 7254 30650 262881 120554 20523 147526 4048484 195312 1658086 1098887 559199 685741 290039 395702 21750 1374039 113556 1699878 160237 50229 0 2585285 1607419 977866 4691360 74147 903080 1290444 296518 888109 64828 4915 10279 49634 40840 149 43937 0 2379752 40327 2878 2137473 199074 2139268
"200402" 9493796 7184 66042 272843 134858 22226 172878 4300167 226159 1785765 1161728 624037 716445 295208 421237 24000 1428386 119412 1739673 168607 51793 0 2557525 1641754 915771 4866994 71608 909536 1293089 292628 892559 67199 5167 12205 49827 40451 252 42911 0 2549850 40840 2756 2215269 290985 2162126
"200403" 9777394 7197 78913 276416 143406 22550 157617 4468125 223572 1834956 1217790 617166 747669 320756 426913 25000 1515211 121717 1701308 174797 49467 0 2697598 1677451 1020147 5000164 71535 922858 1324704 291908 928633 64803 4979 11223 48601 39078 282 46323 0 2634744 41689 2796 2273264 316995 2212637
"200404" 10538614 7609 118342 285286 149166 22874 185705 4634684 229769 1813553 1251943 561610 875240 372635 502605 26000 1558882 131240 1904597 195787 49014 0 2985550 1742716 1242834 5611358 75779 956974 1438797 345342 984978 69896 5485 13414 50997 38330 251 48176 0 3091632 41978 2754 2498494 548406 2560418
"200501" 10812051 7402 95102 285292 155367 23198 187983 4809110 231323 1908080 1267942 640138 878779 380188 498591 27000 1615750 148178 1876390 202600 52117 0 3117490 1781831 1335659 5692034 67901 1048804 1456170 346188 998487 73841 5676 14315 53850 37403 251 46705 0 3072454 42341 727 2561802 467584 2649890
"200502" 11012642 7137 116582 288794 155457 23522 149768 4965125 232273 1918847 1291710 627137 928484 407986 520498 28000 1695499 162022 1907932 212427 55630 0 3130268 1776327 1353941 5751347 65553 995632 1482898 348149 1025781 72572 5206 14135 53231 36170 226 49750 0 3157514 42696 616 2605684 508518 2704374
"200503" 11369038 7102 113035 292819 160114 23240 196071 5150467 239599 1962575 1311122 651453 967252 425837 541415 28500 1788422 164119 1990551 229181 57342 0 3149116 1815801 1333315 5519485 60232 1041876 1518603 369103 1040743 74033 2776 16887 54370 34437 287 50290 0 2848484 42990 554 2602572 202368 3078627
"200504" 11530031 7003 106046 300149 155863 22958 231237 5191311 239626 1984391 1340598 643793 1012852 487182 525670 29000 1762901 162541 2039077 241978 56892 0 3177517 1905979 1271538 6088304 54085 997784 1513871 383952 1011554 84406 2623 18091 63692 33718 241 54452 0 3468112 43242 563 2651721 772586 3317705
"200601" 11987701 7059 93337 299198 153663 22675 377086 5378767 244925 2024045 1406171 617874 1055638 524222 531416 29500 1865513 159146 2170314 263907 60748 0 3160947 1949821 1211126 6036757 54312 1049564 1567363 405250 1044790 85714 2175 16963 66576 31375 234 57520 0 3307998 44544 555 2718695 544204 3678391
"200602" 12344713 7248 49756 302134 166756 22393 372851 5622038 269705 2026412 1432562 593850 1145823 589985 555838 30000 1976094 174004 2138733 268391 65101 0 3329312 2017916 1311396 6209188 56894 1123746 1611236 385022 1103135 93414 2581 19245 71588 29442 223 62153 0 3355159 44706 561 2756118 553774 3681074
"200603" 12868257 7234 49456 300832 161840 24706 402827 5869910 289392 2065460 1493203 572257 1189854 631488 558366 32182 2134160 158862 2280431 287732 64052 0 3419237 2076791 1342446 6349082 55176 1106807 1761033 476338 1166636 90363 2313 16301 71749 27528 168 60550 0 3365516 45042 569 2835853 484052 3838166
"200604" 13979646 7371 96663 311562 167351 27019 364601 6199729 286339 2126178 1558317 567861 1263557 695163 568394 34364 2320511 168780 2448109 316764 62752 0 3977725 2154062 1823663 7234196 54853 1084987 1882640 482321 1275515 98254 1916 21897 74441 26369 181 60669 0 4151047 45266 554 2948172 1157055 4328960
"200701" 14563972 7399 -41202 306732 178555 29331 449650 6532296 299163 2208924 1598936 609988 1313129 775722 537407 36546 2500956 173578 2487002 338271 65276 0 4210662 2206954 2003708 7381626 55510 1156945 1923416 476568 1346316 74746 1788 18408 54550 25602 184 63100 0 4182655 45550 592 3057183 1079330 4542134
"200702" 15250675 7426 -14095 309244 193351 31644 421660 6819837 296217 2196987 1600436 596551 1414704 839696 575008 38728 2679310 193891 2729064 368815 76451 0 4307278 2289725 2017553 7455645 55086 1247892 2003501 473982 1419229 84910 1878 26056 56976 25136 244 68721 0 4080445 46734 470 3151499 881742 4982193
"200703" 15521649 7627 27697 306995 193448 38810 341209 6928577 281793 2208258 1594834 613424 1470263 890987 579276 41896 2678075 248292 2808217 379281 81139 0 4408649 2381117 2027532 7363921 58030 1311783 2011051 426200 1468738 91487 1784 27963 61740 24448 178 77805 0 3905252 46824 445 3241785 616198 5289192
"200704" 15935283 7742 -56913 306127 207614 45976 338426 7272566 278064 2376442 1736687 639755 1582389 954340 628049 45064 2719131 271476 2812205 373471 83599 0 4544470 2410520 2133950 8482448 59524 1342026 2126310 413007 1587089 102806 1884 30152 70770 23098 310 73058 0 4881530 46917 24456 3552902 1257255 5247990
"200801" 16213920 8057 -161262 315975 229134 53142 246480 7398654 280808 2496423 1842692 653731 1605450 1021959 583491 48231 2718071 249671 2595294 351960 94248 0 5082238 2489476 2592762 9050750 64723 1233022 2175950 460326 1581055 111657 1982 37795 71880 22684 228 70452 0 5506603 47020 21499 3659137 1778947 4800092
"200802" 16316293 8004 -119596 312624 232104 60308 218433 7575735 276815 2591597 1918912 672685 1630294 1103490 526804 51399 2786162 239468 2551667 357313 100153 0 5019548 2582764 2436784 9036680 64699 1123211 2175714 470574 1573336 109409 3136 36802 69471 22226 169 69315 0 5603741 48087 62482 3758574 1734598 4761018
"200803" 16482352 7630 4516 327604 226765 64994 152181 7592837 253290 2806977 2070891 736086 1530695 1070183 460512 50945 2722149 228781 2333316 315918 102366 0 5354225 2642827 2711398 10112719 60794 999941 2019301 401087 1481549 114788 2332 40834 71622 21877 0 67611 0 6965072 48216 288699 3829882 2798275 3704539
"200804" 15008333 7547 362927 370133 273080 69679 114896 7503109 232919 3251437 2400516 850921 1406943 940516 466427 50491 2353984 207335 1806736 256155 89943 0 4154128 2521353 1632775 8379263 66607 939912 1708780 341972 1237284 107947 2610 32967 72370 21577 0 63202 0 5600762 48301 554222 3742835 1255404 2748428
"200901" 14895534 7325 181655 363377 247416 74365 32948 7582749 219977 3461330 2564325 897005 1338122 914880 423242 50037 2317057 196226 1594391 237439 88390 0 4485479 2525292 1960187 8553658 63917 878771 1736229 344792 1267137 103105 2576 29250 71279 21195 0 59485 0 5815256 48439 310364 3793652 1662801 2464351
"200902" 14819243 7605 987 359806 240486 79050 49723 7609447 200947 3581222 2713538 867684 1316481 883037 433444 49583 2268060 193154 1902511 270621 91468 0 4207539 2559104 1648435 7782367 70447 818626 1787432 345680 1318724 101615 2916 26714 71985 21413 0 66397 0 5039465 49736 115099 3861101 1013529 3161958
"200903" 15150938 55953 124592 360143 228649 75353 -15821 7628654 196934 3695694 2837213 858481 1262579 814026 448553 50000 2241523 181924 2285787 306130 97907 0 4003591 2617242 1386349 7391646 123255 792572 1856674 396630 1339458 99169 3404 27903 67862 21417 0 68855 0 4550290 49814 57281 3946974 496221 3827242
"200904" 15816453 55364 70054 360748 229530 71654 31077 7784951 191536 3697244 2871052 826192 1188599 761352 427247 50500 2474428 182644 2436886 321666 94970 0 4359553 2672786 1686767 8689175 119719 768334 2012024 399785 1493585 96775 3173 27852 65750 21879 0 61169 0 5727929 49952 10944 4051191 1615842 3977413
"201001" 16042168 53618 26795 363233 220021 67956 -30046 7945559 194082 3889990 2960706 929284 1177051 752230 424821 51000 2447392 186044 2602816 337073 105811 0 4349332 2722379 1626953 8848552 116479 777256 2032994 384657 1528945 97150 3003 30391 63756 22242 0 64991 0 5856832 50437 663 4157803 1647929 4026556
"201002" 16251667 52228 46290 366161 225490 64258 -122200 8094146 185915 4013565 2985255 1028310 1215827 780143 435684 51500 2428048 199291 2276176 312545 124166 0 4812407 2752106 2060301 9543252 113473 848139 2028283 378273 1527452 100596 3268 33061 64267 21962 0 81466 0 6471891 51764 1968 4247902 2170257 3507670
"201003" 16625530 54958 -17884 374484 229630 60560 -117387 8319686 192546 4258739 3157048 1101691 1209691 713940 495751 52031 2441564 165115 2581450 340825 101855 0 4697353 2782236 1915117 8888998 122057 899328 2067225 377977 1559880 107502 3520 34096 69886 21866 0 84538 0 5715850 53269 834 4341606 1320141 4080863
